left,right,n_left,n_right,left_origin_min,left_origin_max,left_target_max,right_origin_min,right_origin_max,right_target_min,right_target_max,target_overlap_count,row_overlap_count,shared_groups,run_intersections,left_membership_sha256,right_membership_sha256
fit,calibration,22280,7428,2021-01-07 23:00:00,2021-06-11 16:10:00,2021-06-11 17:10:00,2021-06-11 17:30:00,2021-08-02 07:20:00,2021-06-11 18:30:00,2021-08-02 08:20:00,0,0,,0,b212c8c561ac5bd2d37ff7d8160d061d0a9fca4d0141ab909973c2e767dbbf93,73730b55480f5c025643f7c35f3619e0c32e5ae13866a8a682cd5f275ef55769
calibration,test,7428,9907,2021-06-11 17:30:00,2021-08-02 07:20:00,2021-08-02 08:20:00,2021-08-02 08:30:00,2021-10-10 03:30:00,2021-08-02 09:30:00,2021-10-10 04:30:00,0,0,,0,73730b55480f5c025643f7c35f3619e0c32e5ae13866a8a682cd5f275ef55769,0206cf47128d6e35469fb115f5a271195742ccc0a53ccfc1ef96813755647fe6
inner0_train,inner0_validation,7420,7421,2021-01-07 23:00:00,2021-02-28 11:30:00,2021-02-28 12:30:00,2021-02-28 12:40:00,2021-04-21 01:20:00,2021-02-28 13:40:00,2021-04-21 02:20:00,0,0,,0,169304b67adad997e482829eb53d659f6ca073ca492628c740cf94f07a3e83c9,6778020cc522016fc3f3a96504359f9f112d80744b7b2b3bc8e5e6822ed8c6ce
inner1_train,inner1_validation,14841,7427,2021-01-07 23:00:00,2021-04-21 01:20:00,2021-04-21 02:20:00,2021-04-21 02:30:00,2021-06-11 16:10:00,2021-04-21 03:30:00,2021-06-11 17:10:00,0,0,,0,1d31d828b28e79db49e5c3b68ab34bb42aef00e27889e30942ca640faf877495,eee4e1aa592eeb70409c2379877ead005acc0ab8b994f884fb5ea1163e5a306f
