dataset,horizon,outer_fold,model_seed,source_run,source_hash,protocol_hash,target_units,physical_minutes,unit,phase,candidate_id,inner_fold,n_train,train_row_id_hash,validation_row_id_hash,parameters,seed,final_epochs,event,pid,estimator_class,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_xgboost,tuning,0,0.0,7428,d3eaa9b4d9389bf5da8ed1cd27be82c604c3c2736101f377a1495bbe3c438a0a,b0ae3403bbf26b91ba9647d17e6534a154d6ad2669ba8d979b314a5e9d7d1b14,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,started,17356,,,,,,,,,,,
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_xgboost,tuning,0,0.0,7428,d3eaa9b4d9389bf5da8ed1cd27be82c604c3c2736101f377a1495bbe3c438a0a,b0ae3403bbf26b91ba9647d17e6534a154d6ad2669ba8d979b314a5e9d7d1b14,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,complete,17356,xgboost.sklearn.XGBRegressor,1.528617200005101,388366336.0,493178880.0,343244800.0,515170304.0,104812544.0,494301184.0,6306725888.0,0.05,0.328125
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_xgboost,tuning,0,1.0,14857,b28cc54e7e6b92af8e911c7f162947cfc669f60cb50c87d127cfacfb0fb53082,83ba0c77bb451042d508a6369120a3d3e23a49912a38955856fcf435b3b7fbce,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,started,17356,,,,,,,,,,,
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_xgboost,tuning,0,1.0,14857,b28cc54e7e6b92af8e911c7f162947cfc669f60cb50c87d127cfacfb0fb53082,83ba0c77bb451042d508a6369120a3d3e23a49912a38955856fcf435b3b7fbce,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,complete,17356,xgboost.sklearn.XGBRegressor,0.4361042999953497,494219264.0,499806208.0,516149248.0,521510912.0,5586944.0,499806208.0,6298701824.0,0.05,0.453125
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_xgboost,tuning,1,0.0,7428,d3eaa9b4d9389bf5da8ed1cd27be82c604c3c2736101f377a1495bbe3c438a0a,b0ae3403bbf26b91ba9647d17e6534a154d6ad2669ba8d979b314a5e9d7d1b14,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,started,17356,,,,,,,,,,,
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_xgboost,tuning,1,0.0,7428,d3eaa9b4d9389bf5da8ed1cd27be82c604c3c2736101f377a1495bbe3c438a0a,b0ae3403bbf26b91ba9647d17e6534a154d6ad2669ba8d979b314a5e9d7d1b14,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,complete,17356,xgboost.sklearn.XGBRegressor,0.4225342999998247,497528832.0,500088832.0,519208960.0,521785344.0,2560000.0,501112832.0,6288506880.0,0.05,0.421875
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_xgboost,tuning,1,1.0,14857,b28cc54e7e6b92af8e911c7f162947cfc669f60cb50c87d127cfacfb0fb53082,83ba0c77bb451042d508a6369120a3d3e23a49912a38955856fcf435b3b7fbce,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,started,17356,,,,,,,,,,,
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_xgboost,tuning,1,1.0,14857,b28cc54e7e6b92af8e911c7f162947cfc669f60cb50c87d127cfacfb0fb53082,83ba0c77bb451042d508a6369120a3d3e23a49912a38955856fcf435b3b7fbce,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,complete,17356,xgboost.sklearn.XGBRegressor,0.6400975000142353,497553408.0,503533568.0,519208960.0,525221888.0,5980160.0,505663488.0,6270869504.0,0.05,0.625
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_xgboost,final_fit,0,,22289,0a6cf66caf600baaeb492b583e710133b6be24dccd2b7e6ac8840235d54ce94f,,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,started,17356,,,,,,,,,,,
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_xgboost,final_fit,0,,22289,0a6cf66caf600baaeb492b583e710133b6be24dccd2b7e6ac8840235d54ce94f,,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,complete,17356,xgboost.sklearn.XGBRegressor,0.6161379999975907,499789824.0,507600896.0,521457664.0,529334272.0,7811072.0,507600896.0,6281216000.0,0.05,0.609375
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_attention_lstm,tuning,0,0.0,7428,d3eaa9b4d9389bf5da8ed1cd27be82c604c3c2736101f377a1495bbe3c438a0a,b0ae3403bbf26b91ba9647d17e6534a154d6ad2669ba8d979b314a5e9d7d1b14,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,,started,17356,,,,,,,,,,,
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_attention_lstm,tuning,0,0.0,7428,d3eaa9b4d9389bf5da8ed1cd27be82c604c3c2736101f377a1495bbe3c438a0a,b0ae3403bbf26b91ba9647d17e6534a154d6ad2669ba8d979b314a5e9d7d1b14,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,,complete,17356,src.attention_lstm.AttentionLSTM,12.344516199998907,501653504.0,612847616.0,524369920.0,651079680.0,111194112.0,612995072.0,6112358400.0,0.05,11.953125
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_attention_lstm,tuning,0,1.0,14857,b28cc54e7e6b92af8e911c7f162947cfc669f60cb50c87d127cfacfb0fb53082,83ba0c77bb451042d508a6369120a3d3e23a49912a38955856fcf435b3b7fbce,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,,started,17356,,,,,,,,,,,
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_attention_lstm,tuning,0,1.0,14857,b28cc54e7e6b92af8e911c7f162947cfc669f60cb50c87d127cfacfb0fb53082,83ba0c77bb451042d508a6369120a3d3e23a49912a38955856fcf435b3b7fbce,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,,complete,17356,src.attention_lstm.AttentionLSTM,11.768710400006967,609456128.0,619098112.0,646090752.0,656044032.0,9641984.0,619098112.0,6125162496.0,0.05,11.53125
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_attention_lstm,tuning,1,0.0,7428,d3eaa9b4d9389bf5da8ed1cd27be82c604c3c2736101f377a1495bbe3c438a0a,b0ae3403bbf26b91ba9647d17e6534a154d6ad2669ba8d979b314a5e9d7d1b14,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",42,,started,17356,,,,,,,,,,,
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_attention_lstm,tuning,1,0.0,7428,d3eaa9b4d9389bf5da8ed1cd27be82c604c3c2736101f377a1495bbe3c438a0a,b0ae3403bbf26b91ba9647d17e6534a154d6ad2669ba8d979b314a5e9d7d1b14,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",42,,complete,17356,src.attention_lstm.AttentionLSTM,14.807982899990748,588541952.0,618479616.0,616398848.0,656248832.0,29937664.0,619196416.0,6122258432.0,0.05,14.578125
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_attention_lstm,tuning,1,1.0,14857,b28cc54e7e6b92af8e911c7f162947cfc669f60cb50c87d127cfacfb0fb53082,83ba0c77bb451042d508a6369120a3d3e23a49912a38955856fcf435b3b7fbce,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",42,,started,17356,,,,,,,,,,,
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_attention_lstm,tuning,1,1.0,14857,b28cc54e7e6b92af8e911c7f162947cfc669f60cb50c87d127cfacfb0fb53082,83ba0c77bb451042d508a6369120a3d3e23a49912a38955856fcf435b3b7fbce,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",42,,complete,17356,src.attention_lstm.AttentionLSTM,23.25069159999839,615698432.0,621608960.0,653586432.0,659283968.0,5910528.0,621608960.0,6135418880.0,0.05,22.71875
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_attention_lstm,final_fit,1,,22289,0a6cf66caf600baaeb492b583e710133b6be24dccd2b7e6ac8840235d54ce94f,,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",42,10.0,started,17356,,,,,,,,,,,
pleia_energy,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f36bc65f64a09244efd5d67467ff4b54107845e8893c642dc20345a790f70a53,kWh per 10 minutes,10,pleia_energy_h1_f1_s42_attention_lstm,final_fit,1,,22289,0a6cf66caf600baaeb492b583e710133b6be24dccd2b7e6ac8840235d54ce94f,,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.0005, 'max_epochs': 30, 'patience': 5}",42,10.0,complete,17356,src.attention_lstm.AttentionLSTM,21.853622800001176,614690816.0,619782144.0,652886016.0,657858560.0,5091328.0,621608960.0,6128881664.0,0.05,21.703125
pleia_energy,3,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,ea1016cbfb305bdfde318375e6472c7c5d7145352608bf0c9e57461d1aade77a,kWh per 10 minutes,30,pleia_energy_h3_f1_s42_xgboost,tuning,0,0.0,7425,09bfc778af99ccdd34b77852189def55606e9b728f060535fdc7f81b71369418,70237a8970901bb66894c02bc2849e0989d1b933abc32aaa098348c84567e331,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,started,23468,,,,,,,,,,,
pleia_energy,3,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,ea1016cbfb305bdfde318375e6472c7c5d7145352608bf0c9e57461d1aade77a,kWh per 10 minutes,30,pleia_energy_h3_f1_s42_xgboost,tuning,0,0.0,7425,09bfc778af99ccdd34b77852189def55606e9b728f060535fdc7f81b71369418,70237a8970901bb66894c02bc2849e0989d1b933abc32aaa098348c84567e331,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,complete,23468,xgboost.sklearn.XGBRegressor,1.4223563999985345,387379200.0,493064192.0,342503424.0,516747264.0,105684992.0,493174784.0,6329577472.0,0.05,0.3125
pleia_energy,3,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,ea1016cbfb305bdfde318375e6472c7c5d7145352608bf0c9e57461d1aade77a,kWh per 10 minutes,30,pleia_energy_h3_f1_s42_xgboost,tuning,0,1.0,14850,1db2ba402aa2b65d456f4876a5d18685d45d1cba74149dd2d2b836f4d6271236,5724da39b1139fa526425cdabfa0f0d20dfe98d3ed1908563481ca92397bf6d7,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,started,23468,,,,,,,,,,,
pleia_energy,3,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,ea1016cbfb305bdfde318375e6472c7c5d7145352608bf0c9e57461d1aade77a,kWh per 10 minutes,30,pleia_energy_h3_f1_s42_xgboost,tuning,0,1.0,14850,1db2ba402aa2b65d456f4876a5d18685d45d1cba74149dd2d2b836f4d6271236,5724da39b1139fa526425cdabfa0f0d20dfe98d3ed1908563481ca92397bf6d7,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,complete,23468,xgboost.sklearn.XGBRegressor,0.4237354999931995,493199360.0,499068928.0,516579328.0,522502144.0,5869568.0,499068928.0,6319431680.0,0.05,0.421875
pleia_energy,3,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,ea1016cbfb305bdfde318375e6472c7c5d7145352608bf0c9e57461d1aade77a,kWh per 10 minutes,30,pleia_energy_h3_f1_s42_xgboost,tuning,1,0.0,7425,09bfc778af99ccdd34b77852189def55606e9b728f060535fdc7f81b71369418,70237a8970901bb66894c02bc2849e0989d1b933abc32aaa098348c84567e331,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,started,23468,,,,,,,,,,,
pleia_energy,3,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,ea1016cbfb305bdfde318375e6472c7c5d7145352608bf0c9e57461d1aade77a,kWh per 10 minutes,30,pleia_energy_h3_f1_s42_xgboost,tuning,1,0.0,7425,09bfc778af99ccdd34b77852189def55606e9b728f060535fdc7f81b71369418,70237a8970901bb66894c02bc2849e0989d1b933abc32aaa098348c84567e331,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,complete,23468,xgboost.sklearn.XGBRegressor,0.41614149999804795,496807936.0,499372032.0,520183808.0,522772480.0,2564096.0,500387840.0,6327754752.0,0.05,0.421875
pleia_energy,3,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,ea1016cbfb305bdfde318375e6472c7c5d7145352608bf0c9e57461d1aade77a,kWh per 10 minutes,30,pleia_energy_h3_f1_s42_xgboost,tuning,1,1.0,14850,1db2ba402aa2b65d456f4876a5d18685d45d1cba74149dd2d2b836f4d6271236,5724da39b1139fa526425cdabfa0f0d20dfe98d3ed1908563481ca92397bf6d7,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,started,23468,,,,,,,,,,,
pleia_energy,3,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,ea1016cbfb305bdfde318375e6472c7c5d7145352608bf0c9e57461d1aade77a,kWh per 10 minutes,30,pleia_energy_h3_f1_s42_xgboost,tuning,1,1.0,14850,1db2ba402aa2b65d456f4876a5d18685d45d1cba74149dd2d2b836f4d6271236,5724da39b1139fa526425cdabfa0f0d20dfe98d3ed1908563481ca92397bf6d7,"{'n_estimators': 400, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,complete,23468,xgboost.sklearn.XGBRegressor,0.6333498999883886,497815552.0,502964224.0,521183232.0,526360576.0,5148672.0,504008704.0,6297124864.0,0.05,0.640625
pleia_energy,3,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,ea1016cbfb305bdfde318375e6472c7c5d7145352608bf0c9e57461d1aade77a,kWh per 10 minutes,30,pleia_energy_h3_f1_s42_xgboost,final_fit,0,,22285,cf3b191cdd9b3e80cdd0179df59805c04fb6e4785e4b41dfb8397856bb8a3f4d,,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,started,23468,,,,,,,,,,,
pleia_energy,3,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,ea1016cbfb305bdfde318375e6472c7c5d7145352608bf0c9e57461d1aade77a,kWh per 10 minutes,30,pleia_energy_h3_f1_s42_xgboost,final_fit,0,,22285,cf3b191cdd9b3e80cdd0179df59805c04fb6e4785e4b41dfb8397856bb8a3f4d,,"{'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'reg_lambda': 1.0, 'reg_alpha': 0.0}",42,,complete,23468,xgboost.sklearn.XGBRegressor,0.6172469000011915,499183616.0,506998784.0,522579968.0,530448384.0,7815168.0,506998784.0,6271275008.0,0.05,0.625
pleia_energy,3,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,ea1016cbfb305bdfde318375e6472c7c5d7145352608bf0c9e57461d1aade77a,kWh per 10 minutes,30,pleia_energy_h3_f1_s42_attention_lstm,tuning,0,0.0,7425,09bfc778af99ccdd34b77852189def55606e9b728f060535fdc7f81b71369418,70237a8970901bb66894c02bc2849e0989d1b933abc32aaa098348c84567e331,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,,started,23468,,,,,,,,,,,
pleia_energy,3,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,ea1016cbfb305bdfde318375e6472c7c5d7145352608bf0c9e57461d1aade77a,kWh per 10 minutes,30,pleia_energy_h3_f1_s42_attention_lstm,tuning,0,0.0,7425,09bfc778af99ccdd34b77852189def55606e9b728f060535fdc7f81b71369418,70237a8970901bb66894c02bc2849e0989d1b933abc32aaa098348c84567e331,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,,complete,23468,src.attention_lstm.AttentionLSTM,10.345912400007364,502763520.0,613724160.0,527183872.0,654675968.0,110960640.0,613724160.0,6115921920.0,0.05,10.203125
pleia_energy,3,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,ea1016cbfb305bdfde318375e6472c7c5d7145352608bf0c9e57461d1aade77a,kWh per 10 minutes,30,pleia_energy_h3_f1_s42_attention_lstm,tuning,0,1.0,14850,1db2ba402aa2b65d456f4876a5d18685d45d1cba74149dd2d2b836f4d6271236,5724da39b1139fa526425cdabfa0f0d20dfe98d3ed1908563481ca92397bf6d7,"{'hidden_size': 64, 'dropout': 0.2, 'batch_size': 256, 'learning_rate': 0.001, 'max_epochs': 30, 'patience': 5}",42,,started,23468,,,,,,,,,,,
