dataset,horizon,outer_fold,model_seed,source_run,source_hash,protocol_hash,target_units,physical_minutes,command_seconds,process_cpu_seconds,preparation_seconds,action_peak_rss_MiB,lifetime_peak_rss_MiB,validation_seconds,validation_cpu_seconds,resume_seconds,output_bytes
rico,30,1,46,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f1_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,6036eb2eba2ee0a52cc75fdce247c1aca7a1e644acd5059d7082928021caafa9,degrees C,30,143.1152759999968,139.296875,6.64710329999798,617.2265625,618.1484375,17.82240110001294,14.0,15.834010500024306,10211209
rico,60,1,46,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f1_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,4a2a4f6ad9d8dfbd01db4f8c67d990f462484df0bd056e100512edf430d256fb,degrees C,60,88.2494171000144,85.828125,6.2925129999930505,620.34375,620.46875,17.431402999995044,13.75,15.402191799978027,8103889
rico,5,0,46,smart_building_conformal/outputs/matched_forecasting005/rico_h5_f0_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,fc8c69fd2c3a2a71958f06036813be5af871658ce02f58821403d78fd1d3592c,degrees C,5,185.83848529998795,179.78125,7.066740899987053,616.76171875,623.01953125,19.466614000004483,15.203125,16.388045100000454,13859377
rico,15,0,46,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f0_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,a9aa95f7fc5f7421389a93a8419e797cc7b79c9f83c3c516c9012ab5755f3645,degrees C,15,148.87747509998735,144.0,7.19563550001476,610.5234375,610.8359375,18.939126199984457,15.25,16.365231900010258,13250892
rico,30,0,46,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f0_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,7156939e7a0a8e5a2a20d5f1c3732b58a8f7dfc65075264d23a5e285f0bde468,degrees C,30,123.02171040000394,119.96875,6.777080500003649,611.0,617.2421875,18.967467200011015,14.71875,15.801194900006521,11664624
rico,60,0,46,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f0_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c8a0f7f09c510ab5d3239bbece5a47692acdfb33881d2fa9338f70f7a34d4d65,degrees C,60,168.56921929999953,164.578125,6.421682199987117,611.265625,613.30078125,18.489304200018523,14.046875,15.759542500018142,10555995
bdg2,3,1,42,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,ad66c8593217d635e7ccbc0d6004290473fb9169afeb10f8d024d50a5e53f48f,kWh per hour,180,690.7786546999996,678.484375,11.339194100000896,811.5234375,983.9375,22.881998400000157,18.484375,16.711871799983783,43649206
bdg2,6,1,42,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,b84f501d2e055a22e83c4ad2a296e2d89b986e587233bf753b8309b2fd241ac0,kWh per hour,360,487.0279362000001,477.390625,11.547758599976078,909.87109375,984.33984375,30.5080050000106,24.875,24.53846809998504,43748626
bdg2,1,0,42,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,903363aeb03f9eeee3aef13f3b9fa7469364746d3885fdee5071f9affb2052d0,kWh per hour,60,1010.6256979999889,992.296875,13.117230999981984,809.9609375,983.59375,24.545822099986253,20.65625,17.997283700009575,52702027
bdg2,3,0,42,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f0_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,9503143ce3e99710afe24d5eabf50b0791e4bbe18de2eea65e877e46d6f9de20,kWh per hour,180,858.2193548000068,841.4375,12.669913599995198,974.67578125,985.27734375,24.871902199985925,20.46875,17.9308333999943,52737585
bdg2,6,0,42,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f0_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,cb1d502556e277e1cf7e312d06c35da6bdc291d61ea507a205333d5e373cf772,kWh per hour,360,761.1410681999987,748.109375,12.612343900022097,906.9921875,983.69921875,24.828397699980997,20.390625,18.05532340001082,52738352
bdg2,1,1,43,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s43_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,d3327ce08965ad0372f97c1be428b9b0f5f943e6f24239c4a1680c22fec9d7c8,kWh per hour,60,675.2059032999969,662.984375,11.43982239998877,856.359375,983.87109375,22.065965699992375,18.53125,17.257022099976894,42983707
bdg2,3,1,43,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f1_s43_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,487d3c82fd70e5707675be8038196a38e810a0504f785ee580590aab7c6aee7d,kWh per hour,180,534.545026799984,525.3125,11.516533299989533,743.09375,985.1328125,22.484618499991484,18.453125,16.774285099992994,43689712
bdg2,6,1,43,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f1_s43_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,bb43e266e1fd63570467ce7bc0989dcaab9087af9217dbe09cfa18903e01b0f8,kWh per hour,360,517.2893497000041,507.875,11.628638999973191,927.97265625,984.16796875,22.93755699999747,18.5625,16.8006893999991,42922522
bdg2,1,0,43,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s43_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,bd967fc5210c19a9fad9a5e7343341181dbe2ecb2481131260439ea4feaa7bcd,kWh per hour,60,905.8286635999975,889.875,12.718704200000502,977.91796875,985.546875,25.012468499975512,20.703125,18.26706149999518,52658561
bdg2,3,0,43,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f0_s43_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c7929303b37300ff2f92a5b9afeb59fc488d3b5aede2ed6764630aade06f0e64,kWh per hour,180,707.3971923000063,693.546875,12.705098099977477,817.140625,983.84765625,23.814846399996895,20.484375,18.257470100012142,52667116
bdg2,6,0,43,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f0_s43_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,0e9192f15835bf56012a596cacb22cc5efab7bb8f7f85ac9b25b08c2162b6cef,kWh per hour,360,615.0191457000037,603.28125,12.572497499990277,893.9140625,984.3359375,24.359122699999716,20.5,18.17637420000392,52777086
bdg2,1,1,44,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s44_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,5c5a7b4dead787180940a21cedd8d9766e0c5046d927ee4ce93eed7b92089c0e,kWh per hour,60,729.9186499000061,717.671875,11.540774900000542,822.9375,983.99609375,22.865562999999383,18.3125,16.496493799990276,43526247
bdg2,3,1,44,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f1_s44_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,0a6dfd2e310a2488ceed841238b93d433bfa8d694cc9a48564a9aef3e09db30d,kWh per hour,180,616.627453299996,604.578125,11.238922699994873,898.75,984.78515625,21.71804959999281,18.234375,16.671709399990505,43562081
bdg2,6,1,44,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f1_s44_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,45171f33dbc5849765b7ccfe1a9c8113b9126fb2de127cb5b997a4d3804f6d90,kWh per hour,360,587.1676042999898,575.734375,11.376599299983354,819.265625,984.25,22.454641200019978,18.0,16.64584839998861,42967617
bdg2,1,0,44,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s44_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,66bc662bdf28008cfec0aac5a1d05bb2bbebdf508a16438e411f24fd29a932c9,kWh per hour,60,941.6384440000111,925.78125,12.704404699994484,984.64453125,984.69140625,24.53977879998274,20.25,17.75106149999192,52687514
bdg2,3,0,44,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f0_s44_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,00aef7426ec16c932c691135fa33412197f05f1715b136471aa9f2fc55174583,kWh per hour,180,908.9374830999877,891.90625,12.519603500026278,835.140625,984.8203125,23.98348789999727,19.890625,17.872910200007027,52802137
bdg2,6,0,44,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f0_s44_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,a11bbded2343c28109f27463c66ff27e3a0c0e6b460377afd1af9eb41c611732,kWh per hour,360,697.3614263999916,685.421875,12.600928800005931,854.21875,984.28125,23.902321700006723,20.140625,18.019753499975195,52819244
bdg2,1,1,45,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s45_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f9d483a7c9461c72addef0357070ca45aaabc7225fa289a6966e156f7b4d304d,kWh per hour,60,710.6551885000081,697.546875,11.219309100008104,940.1875,985.81640625,22.034302500018384,18.3125,16.334961699991254,43519288
bdg2,3,1,45,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f1_s45_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,776e4cf8e7c739b553eabcac630f140cbc854ea43c07db303775bbdc5162ead4,kWh per hour,180,741.5491072000004,729.0,11.273276499996427,854.2734375,985.01171875,22.664037599985022,18.125,16.812591599998996,42976525
bdg2,6,1,45,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f1_s45_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c0d3688dee4c0dabce6e75c3ddc5934120ec0e6f3975774d7a141c176233fbc0,kWh per hour,360,489.9222382000007,480.359375,11.246085999999195,970.46484375,984.14453125,21.961149200011278,18.15625,16.441119199997047,43607834
bdg2,1,0,45,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s45_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,82f781b32fd6315cf99ab97bfc074bf27755e7597f62a7b010229ddf817c7190,kWh per hour,60,984.2716871000011,965.796875,12.591331800009357,810.7265625,985.6328125,24.134917299990775,20.296875,18.101156299992,52672723
bdg2,3,0,45,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f0_s45_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,a01df018f0e3df3c16a5d0d46c92429a88d394456a5f36fdc1cf6767927748fc,kWh per hour,180,903.8664997999731,887.9375,12.675944300019182,754.0078125,985.0625,24.6455289000005,20.234375,17.66104879998602,52786671
bdg2,6,0,45,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f0_s45_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,7f7805c629899db19ecf43df4c987ee240fc9a5fb5f32ad3b1fb5a327d85c72e,kWh per hour,360,629.5082159000158,617.703125,12.483231599995634,879.375,984.48046875,24.600238399987575,20.21875,17.764248799998313,52810372
bdg2,1,1,46,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,b4c8f84edfa9f84a127a158bf6f9ea63e695153635fc2894c0b9f7043dead668,kWh per hour,60,710.4167843000032,696.796875,11.237815300002694,892.34375,984.75,22.506534300016938,18.15625,16.706706299999496,43482000
bdg2,3,1,46,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f1_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,d06ea67024449995488f201755c086a541264e7ca380e9acc0ba5ccb25e1345f,kWh per hour,180,535.964734499983,526.234375,11.541573499998776,971.12109375,984.2265625,21.811645000008866,18.078125,16.695800900022732,43710954
bdg2,6,1,46,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f1_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,0c8610996943f9845703a12913ae3f70162f1a02ab2acd5dbd27dc6202197adb,kWh per hour,360,501.28502569999546,490.71875,11.289229299989529,876.79296875,984.875,22.35358960001031,18.4375,16.783933500002604,43002260
bdg2,1,0,46,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f0_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,9fb4b1a6d38adf5accdf782307fb105436a5c66bf2f7c65471cb745055a5d0a1,kWh per hour,60,943.9861897999945,927.0625,12.451194299996132,850.47265625,984.12890625,24.265809800010175,20.4375,17.6859523000021,52566106
bdg2,3,0,46,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f0_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,b26600fcaebd0b9dfcc5750144af7396366970ce39f8810113aef70eeda0d16a,kWh per hour,180,793.6557308000047,779.1875,12.601920399989467,888.3359375,983.953125,23.845561000023736,20.015625,17.95934380000108,52776321
bdg2,6,0,46,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f0_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,72a129edf79b45a6bae14d94d6e79308ac3c097daf78ee9f39bb77dea6468ab3,kWh per hour,360,583.2126259999932,571.5625,12.534212800004752,790.44921875,984.79296875,24.60087460000068,20.375,17.657065699982923,52797236
pleia,1,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,070314c42733d41fe1041b378179b17dfc49591072a8ba6daf548e6687c9b5e0,degrees C,10,188.52003410001635,182.984375,5.526988900004653,1153.14453125,1183.83984375,12.045045699982438,7.953125,9.08162879999145,12367558
pleia,3,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c142ceff9c3ec1cd16d4991c382f3bcf1e0e9cd35a875fc17560b2454c2b4adb,degrees C,30,194.7518343999982,190.421875,5.607198900019284,1030.2109375,1184.45703125,11.792840600013733,8.0,9.133057700004429,12382646
pleia,6,1,42,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f1_s42_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,4eab396c855866544fbd05d0a7e98ac6e2edbe77d1a5c77a913314fb3ddefd7b,degrees C,60,122.79550600002403,119.828125,5.584167099994374,1081.625,1184.04296875,11.787874500005273,8.109375,9.07150210000691,12363731
pleia,1,1,43,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f1_s43_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,71f1f81054fc50bcc6b284f1a66ee091abbe146eb905dc8bd253e423ad03d1af,degrees C,10,217.685811000003,212.953125,5.542837100016186,1107.09765625,1186.89453125,11.607775600015884,7.984375,9.328061400010483,12373586
pleia,3,1,43,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f1_s43_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,18365638b4cd953a61df0b84be3c4ca087476c0ac52377d1c699439a7840c313,degrees C,30,217.52159570000367,213.078125,5.559478799987119,1007.34375,1185.21484375,11.55216809999547,7.921875,9.02441589999944,12396651
pleia,6,1,43,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f1_s43_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,f335303cd67ebd77e5b9a6ffee0a7cfc2a3a6d3a2c9957e4e48d4752f5763d14,degrees C,60,159.0736844999774,154.421875,5.4574255000043195,1072.6796875,1184.34375,11.944551599997794,7.875,9.03093809998245,12355686
pleia,1,0,43,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f0_s43_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,e024beedb3e47acec3ed1e18d27b32ccb908bae668b3ce2e23bd25efc91aa74c,degrees C,10,183.39547499999753,179.15625,5.8735367999761365,1109.91015625,1186.734375,12.758553499996196,8.484375,9.566643600002863,14942960
pleia,3,0,43,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f0_s43_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,abf2d1f07c8927e4b2599a16b2c6b800e1e7cc64daf774a4db3122a3c294c4c1,degrees C,30,224.16838519999874,218.46875,5.807563400012441,1077.42578125,1186.86328125,12.127702700003283,8.5625,9.611397500004387,14967063
pleia,6,0,43,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f0_s43_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,3e05e91101aab0b4be6f8b674c084befef8ba8731f5d4235a0c5cd8d2b64b4e0,degrees C,60,164.65272240000195,159.59375,5.791279600001872,1094.15234375,1186.3046875,12.140275300014764,8.53125,9.302206099993782,14931345
pleia,1,1,44,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f1_s44_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,b702b6c063bb2e57e709c411183b181930718030a31f6b5d81bea8f19cbf7b28,degrees C,10,216.35263480001595,212.046875,5.561798500013538,1131.34375,1183.6328125,11.579631999979028,8.125,9.23904310000944,12356412
pleia,3,1,44,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f1_s44_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,9f50933f55f0c6130c29d5c8ea9657d0b75bfbe0fc6a7adbc6e556390d3572d3,degrees C,30,235.89466329998686,230.5,5.613601699995343,1032.48046875,1186.7265625,12.1966570999939,7.953125,9.226256299996749,12397217
pleia,6,1,44,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f1_s44_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,8fddf9c9d50cf7d69e5ef493fd88bca7c8e0b7a04efb85229c6dac3caa73d797,degrees C,60,160.65909919998376,156.21875,5.479702700016787,1116.58203125,1186.484375,12.092233500006841,8.046875,9.189866800006712,12348628
pleia,1,0,44,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f0_s44_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,bd246eaf91d9bb8fa50a2a51b43149f1a248f229cb8a3c98512f0d65c88e0780,degrees C,10,321.8639213000133,315.3125,5.942917100008344,1031.32421875,1185.5703125,12.300784499995643,8.4375,9.525685300002806,14938578
pleia,3,0,44,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f0_s44_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,5157d4ace6e8209da439a9aeff6ac4d90f705640176a0994c4174211bc46856d,degrees C,30,297.03790250001475,289.59375,5.76904879999347,1099.51953125,1186.51953125,12.117094100016402,8.5,9.606590400013374,14971899
pleia,6,0,44,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f0_s44_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,981973c5694d84c3a65d3f087a4f7cdb282e5ab268dd42b434723010c7a8938a,degrees C,60,185.0649861000129,181.21875,5.972019700013334,1123.1328125,1183.7578125,12.266075099993031,8.46875,9.703035899990937,14934528
pleia,1,1,45,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f1_s45_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,7288ab4c1b56f3c354af49e1970560e45d148cc2b3f3d2e7f20f2e3eb9b5de08,degrees C,10,200.68697879998945,195.859375,5.607719599996926,1148.859375,1187.05078125,11.699035800003912,8.125,9.265840499982005,12377229
pleia,3,1,45,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f1_s45_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,e854081ada0b61621c32002845a0ba5eb9c0620a748d6db0f27bf8e6a2cf6f20,degrees C,30,219.26115490001393,214.6875,5.565501500008395,1031.7734375,1186.015625,12.182148099993356,8.03125,9.302180800004862,12392908
pleia,6,1,45,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f1_s45_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c4ea10f25e69a28240768efd813e6a648c897afbfb9ce3c3addb5eb5850a7326,degrees C,60,141.59867050001048,137.796875,5.4495525999809615,1030.23828125,1184.48046875,11.524519200000213,7.875,9.16852919998928,12359334
pleia,1,0,45,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f0_s45_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,295dc3b4f4677caf8120a7897d372204b9891b20b6791bfa1f3dcffa0f542124,degrees C,10,256.133980100014,250.203125,5.948734000005061,1084.0234375,1185.97265625,12.28169090001029,8.71875,9.65979510001489,14933390
pleia,3,0,45,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f0_s45_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,a949e734171edbc2f5fb63b001840d4eced532c555c8b3738305dcc84344b02b,degrees C,30,220.03613100000075,215.046875,5.823336100002052,1117.45703125,1186.91796875,12.639947899995605,8.5,9.639889299985953,14964764
pleia,6,0,45,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f0_s45_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,97257302a16e0437e5478b4a57629dc907c44415717566930b5006e11a8f127f,degrees C,60,156.67772639999748,152.578125,5.804431700002169,1042.875,1186.27734375,12.27885089998017,8.640625,9.55750930000795,14929890
pleia,1,1,46,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f1_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,bb118658f965949d94cdcfa94f21c6327ff63e4667d013585a52ca1e61e50469,degrees C,10,222.49563150000176,217.640625,5.547633599984692,1073.51171875,1185.26171875,11.646691999980249,8.015625,9.429611599975033,12363646
pleia,3,1,46,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f1_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,d0b240176a9e9d7aa8bce3eeb5b07ecd0b6cc410fe141df2b30a8c30595496ce,degrees C,30,191.68608980000135,186.734375,5.46489709999878,993.34375,1186.1484375,12.256208200007677,8.109375,9.358184200013056,12390969
pleia,6,1,46,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f1_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,56be416e4bab8faa97c5c37dbcad4cc2955131dce4edd05f65f71ab110d4bd31,degrees C,60,171.28683759999694,167.125,5.581017599994084,1140.49609375,1186.9375,11.5955184000195,7.875,9.323051899991697,12351339
pleia,1,0,46,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f0_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,44d8b40815e2e902524ac0f6b5beda40e04d865fc48b89abb1c495ab59c0560e,degrees C,10,284.80649709998397,279.75,5.997171899973182,1153.5859375,1186.06640625,12.32057939999504,8.734375,9.707493699999759,14944238
pleia,3,0,46,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f0_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,9edab1a1c4603373a6f120ec34cde7a6e1ba28afcbeda86d4c2d789875f7f006,degrees C,30,244.91046480002115,239.28125,5.771512599982088,1032.0703125,1186.31640625,12.66789979999885,8.4375,9.776001300022472,14971281
pleia,6,0,46,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f0_s46_v1,a94b3835135749e2f18b89fb6017d8d0b8b9d419cb0a1f9be11122d93d0a217f,c1c44d2ead5845f043974610f7749b3c8f066206d2666d8f7631438284eba851,degrees C,60,142.77076569999917,139.140625,5.899196499987738,1033.0703125,1187.31640625,11.98124990001088,8.71875,9.528679199982435,14933637
