dataset,horizon,outer_fold,model,mae,rmse,coverage90,coverage95,mpiw90,mpiw95,winkler90,winkler95,model_phase_seconds,process_cpu_seconds,aggregation
bdg2,1,0,attention_lstm,17.190969208073795,31.883536529071527,0.893725672456864,0.9451286818102597,84.05259680664061,122.64692890625,157.02575797390486,208.92356985138858,910.6784564799979,895.925,mean across five training seeds within one outer fold; descriptive only
bdg2,6,1,xgboost,31.69286595980604,57.80928662495038,0.9010827398529326,0.9564356435643564,161.32919809570313,242.2697312744141,278.5064491797573,367.99157727625044,9.563706379994983,8.678125,mean across five training seeds within one outer fold; descriptive only
bdg2,6,2,attention_lstm,41.03392266806897,77.20616019442443,0.9065877598152425,0.9521304849884527,199.88914921875,283.20742578125,368.9719260771648,509.3277592941064,304.57661873999604,298.534375,mean across five training seeds within one outer fold; descriptive only
bdg2,6,2,persistence,73.28396772228638,119.92957137497906,0.8975461893764434,0.9442263279445727,406.3119999999999,498.0,580.2719217667436,703.0353413394918,0.02015636000287486,0.021875,mean across five training seeds within one outer fold; descriptive only
bdg2,6,2,xgboost,34.19978392371884,66.92614958544785,0.9074884526558892,0.9494226327944573,175.89407490234368,248.86619243164054,323.658581594596,444.36237269600235,8.932144379999954,8.7125,mean across five training seeds within one outer fold; descriptive only
pleia,1,0,attention_lstm,0.3435285490534074,0.47518685814728645,0.8661956192591097,0.9194912687998386,1.2826603698730465,1.5832771301269546,2.1734082615756964,2.733349151857759,261.10466368000414,238.3828125,mean across five training seeds within one outer fold; descriptive only
pleia,1,0,persistence,0.2037751085091349,0.3274649132433441,0.9204602806096698,0.9596245079236903,1.0,1.3999999999999984,1.5598061976380337,1.9842333703442006,0.0068545000096492,0.00390625,mean across five training seeds within one outer fold; descriptive only
pleia,1,0,xgboost,0.26232741399310466,0.36530068887343375,0.8802261027556273,0.9350963964873322,1.0054638671874998,1.2814112854003894,1.6487616695004756,2.0773046929061114,4.675011419993825,4.1015625,mean across five training seeds within one outer fold; descriptive only
pleia,1,1,attention_lstm,1.3856035336700159,1.8049170318295762,0.9094175835267991,0.9437367517916625,6.756331481933595,7.539347534179688,7.760128392321292,8.516104671146744,191.8194490399852,188.78125,mean across five training seeds within one outer fold; descriptive only
pleia,1,1,persistence,0.21849197537094983,0.32399420033265647,0.9172302412435652,0.960633895225598,1.0,1.3999999999999984,1.510951852225699,1.8796608458665585,0.006267240009037778,0.00625,mean across five training seeds within one outer fold; descriptive only
pleia,1,1,xgboost,1.198039234192566,1.5514848477275707,0.8245281114363582,0.8733218936105784,4.3101051330566404,4.931697998046876,6.809007370304698,8.028060375431943,3.900661600014428,3.303125,mean across five training seeds within one outer fold; descriptive only
pleia,1,2,attention_lstm,3.240239573831309,3.604127492746238,0.21150701524174825,0.2906631674573534,3.607400665283204,4.5069136047363285,35.67955806516164,55.16087582200926,212.50712066000125,207.953125,mean across five training seeds within one outer fold; descriptive only
pleia,1,2,persistence,0.23937619864742105,0.3366736506882145,0.9408499041082063,0.965176138084183,1.2000000000000028,1.599999999999994,1.5472292318562646,1.9044312102553733,0.009159859993087594,0.009375,mean across five training seeds within one outer fold; descriptive only
pleia,1,2,xgboost,2.2580977337899695,2.6464668149528,0.24994448369839506,0.32899969718380945,2.148214874267579,2.720362701416018,28.244578987307175,46.793775189138685,3.82703918000625,3.740625,mean across five training seeds within one outer fold; descriptive only
pleia,3,0,attention_lstm,0.6406179994317638,0.8672648695343698,0.83052387200969,0.8954678510144343,2.1216851806640604,2.6261396789550773,4.056373231194151,5.13212909666527,243.73467204001182,223.0390625,mean across five training seeds within one outer fold; descriptive only
pleia,3,0,persistence,0.3773493489451903,0.6099061114818022,0.892702129807207,0.9417583526799232,1.6000000000000019,2.200000000000003,2.9449076410618753,3.8255173109922262,0.007138719991053222,0.0,mean across five training seeds within one outer fold; descriptive only
pleia,3,0,xgboost,0.5650942451705772,0.7327896824535277,0.7683859897042495,0.8830120117088928,1.6090563964843754,2.0846397399902328,3.427029679301193,4.127505898314407,5.095477479993133,4.03515625,mean across five training seeds within one outer fold; descriptive only
pleia,3,1,attention_lstm,1.427434602750711,1.781190026534811,0.9187039467043505,0.9567982234783485,6.405395812988283,7.2231642150878885,7.229497358484442,7.91272442946391,194.68921148000518,191.48125,mean across five training seeds within one outer fold; descriptive only
