dataset,phase,models_fitted,source,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,horizon,rows,flat_feature_bytes,lazy_stored_bytes,n_channels,sequence_length,equivalent_full_tensor_bytes,traversal_checksum
bdg2,adapter,0,outputs\model_comparison_pilot_v1\validation\bdg2_preparation_memory.json,5.111506200000008,350064640,852299776,306098176,1001119744,502235136,1036431360,3449806848,0.05,,,,,,,,
bdg2,total,0,outputs\model_comparison_pilot_v1\validation\bdg2_preparation_memory.json,11.276594599999953,349962240,852234240,306028544,1001119744,502272000,1036431360,3450265600,0.05,,,,,,,,
bdg2,features_sequences_and_full_batch_traversal,0,outputs\model_comparison_pilot_v1\validation\bdg2_preparation_memory.json,1.9497450000000072,388673536,544395264,344494080,500781056,155721728,1036431360,3742130176,0.05,1.0,172662.0,30388644.0,7859304.0,7.0,24.0,116028864.0,1163816670.198631
bdg2,features_sequences_and_full_batch_traversal,0,outputs\model_comparison_pilot_v1\validation\bdg2_preparation_memory.json,1.9651342000000795,403144704,523939840,357732352,479424512,120795136,1036431360,3764314112,0.05,3.0,172662.0,30388644.0,7859304.0,7.0,24.0,116028864.0,1163864635.4206748
bdg2,features_sequences_and_full_batch_traversal,0,outputs\model_comparison_pilot_v1\validation\bdg2_preparation_memory.json,2.0010653000000502,404365312,544845824,359014400,501186560,140480512,1036431360,3738947584,0.05,6.0,172662.0,30388644.0,7859304.0,7.0,24.0,116028864.0,1163928201.4270134
