left,right,n_left,n_right,left_origin_min,left_origin_max,left_target_max,right_origin_min,right_origin_max,right_target_min,right_target_max,target_overlap_count,row_overlap_count,shared_groups,run_intersections,left_membership_sha256,right_membership_sha256
fit,calibration,12322,4242,2023-07-26 15:24:00,2023-08-07 22:45:00,2023-08-07 23:00:00,2023-08-07 23:24:00,2023-08-12 02:45:00,2023-08-07 23:39:00,2023-08-12 03:00:00,0,0,,0,43b916ba9404ba05674434bee730459042f5429db85147bf7480e4994566518e,33982386d1966661ed68b05d6d47cf1b0655579aae4145632efa839b722621cd
calibration,test,4242,8282,2023-08-07 23:24:00,2023-08-12 02:45:00,2023-08-12 03:00:00,2023-08-12 07:24:00,2024-02-04 10:45:00,2023-08-12 07:39:00,2024-02-04 11:00:00,0,0,,0,33982386d1966661ed68b05d6d47cf1b0655579aae4145632efa839b722621cd,94377b43ba0ad98a55be4a3e803052ff54825de93fe43932bd54dd5a5999210f
inner0_train,inner0_validation,4040,4040,2023-07-26 15:24:00,2023-07-30 22:45:00,2023-07-30 23:00:00,2023-07-30 23:24:00,2023-08-03 22:45:00,2023-07-30 23:39:00,2023-08-03 23:00:00,0,0,,0,5829454b8cc8ac6982c945339d4310a9a179cdd14bcd461b9599ce0e6d31a025,6649edb21bb9388ae4121dd285b20bb3005dcbe0c29f1f6f44aeabe295515229
inner1_train,inner1_validation,8080,4242,2023-07-26 15:24:00,2023-08-03 22:45:00,2023-08-03 23:00:00,2023-08-03 23:24:00,2023-08-07 22:45:00,2023-08-03 23:39:00,2023-08-07 23:00:00,0,0,,0,f9a21800560e18a5ee7609e4a2a91977dcc135238791f272cd6cd8c2fe8fb273,869e32a55876afd5037cfa569780a029ba6195f2b33156bd33c1e987f35d2fdc
