model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09620759999961592,438861824,438927360,392593408,392642560,65536,488251392,4452925440,0.05,0.09375
persistence,tuning,False,0.0008443999977316707,436404224,436445184,391446528,391495680,40960,488230912,4392988672,0.05,0.0
persistence,final_fit,False,0.0004422999918460846,436445184,436445184,391495680,391495680,0,488230912,4392988672,0.05,0.0
persistence,calibration,False,0.003453600002103485,436445184,436518912,391495680,391495680,73728,488230912,4392636416,0.05,0.0
persistence,inference,False,0.004591800010530278,436518912,436518912,391487488,391487488,0,488230912,4392636416,0.05,0.015625
persistence,artifact_serialization,False,0.0007274000090546906,436510720,436527104,391454720,391487488,16384,488230912,4393484288,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.7926449999940814,439971840,542273536,393072640,561504256,102301696,542273536,4359774208,0.05,0.734375
xgboost,tuning,False,3.344610799991642,442572800,549871616,395907072,567803904,107298816,550895616,4264198144,0.05,3.25
xgboost,final_fit,False,1.2744161000009626,545312768,554311680,563187712,572211200,8998912,555335680,4262043648,0.05,1.1875
xgboost,calibration,False,0.0877191000035964,546721792,546742272,564617216,564633600,20480,555335680,4275572736,0.05,0.078125
xgboost,inference,False,0.15365279999969061,546742272,546746368,564617216,564633600,4096,555335680,4282576896,0.05,0.15625
xgboost,artifact_serialization,False,0.005455499995150603,546750464,547815424,564584448,565997568,1064960,555335680,4285689856,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.7025712999893585,544751616,567853056,563335168,608870400,23101440,568950784,4338290688,0.05,0.703125
attention_lstm,tuning,False,86.84323980000045,542560256,651649024,562466816,684834816,109088768,652386304,4149977088,0.05,85.1875
attention_lstm,final_fit,False,34.284020900013275,639619072,651370496,671006720,683307008,11751424,652386304,4219785216,0.05,33.859375
attention_lstm,calibration,False,0.19246839999686927,649605120,649924608,682549248,683704320,319488,652386304,4272803840,0.05,0.171875
attention_lstm,inference,False,0.37537809999776073,649633792,649646080,682553344,682823680,12288,652386304,4256964608,0.05,0.375
attention_lstm,artifact_serialization,False,0.004769700011820532,651534336,651808768,684658688,684834816,274432,652386304,4258582528,0.05,0.0
