role,candidate_id,observed_rows,empirical_coverage,mpiw_kWh,winkler95_kWh,mae_kWh,rmse_kWh,nominal_level,target_units
inner0_selection,c0000_f5146f1247fa,19530,0.9038402457757296,186.2142454998726,259.14858233887287,23.71236607988973,46.235585868726915,0.95,kWh
inner0_selection,c0001_ee0570e08213,19530,0.9038402457757296,186.2142454998726,259.14858233887287,23.71236607988973,46.235585868726915,0.95,kWh
inner0_selection,c0002_fa76e087b17d,19530,0.9038402457757296,186.2142454998726,259.14858233887287,23.71236607988973,46.235585868726915,0.95,kWh
inner0_selection,c0012_23099bed3753,19530,0.9465949820788531,195.328032530101,251.2981932436495,23.71236607988973,46.235585868726915,0.95,kWh
inner0_selection,c0013_a21278d4e492,19530,0.9465949820788531,195.328032530101,251.2981932436495,23.71236607988973,46.235585868726915,0.95,kWh
inner0_selection,c0014_54a0e1ef5720,19530,0.9465949820788531,195.328032530101,251.2981932436495,23.71236607988973,46.235585868726915,0.95,kWh
inner0_selection,c0024_ba16b82adffd,19530,0.9421915002560164,182.38986072224085,237.13147716667862,23.71236607988973,46.235585868726915,0.95,kWh
inner0_selection,c0025_63dd1cc1601e,19530,0.9421915002560164,182.38986072224085,237.13147716667862,23.71236607988973,46.235585868726915,0.95,kWh
inner0_selection,c0026_47d9fe7d15ba,19530,0.9421915002560164,182.38986072224085,237.13147716667862,23.71236607988973,46.235585868726915,0.95,kWh
inner1_selection,c0000_f5146f1247fa,19544,0.9001739664347114,90.78280568188335,173.47780239275968,18.449740162239397,36.35109346053637,0.95,kWh
inner1_selection,c0001_ee0570e08213,19544,0.9001739664347114,90.78280568188335,173.47780239275968,18.449740162239397,36.35109346053637,0.95,kWh
inner1_selection,c0002_fa76e087b17d,19544,0.9001739664347114,90.78280568188335,173.47780239275968,18.449740162239397,36.35109346053637,0.95,kWh
inner1_selection,c0012_23099bed3753,19544,0.9489869013507982,109.45511660417064,168.95835560567963,18.449740162239397,36.35109346053637,0.95,kWh
inner1_selection,c0013_a21278d4e492,19544,0.9489869013507982,109.45511660417064,168.95835560567963,18.449740162239397,36.35109346053637,0.95,kWh
inner1_selection,c0014_54a0e1ef5720,19544,0.9489869013507982,109.45511660417064,168.95835560567963,18.449740162239397,36.35109346053637,0.95,kWh
inner1_selection,c0024_ba16b82adffd,19544,0.9470425706099058,118.80969928983404,152.384204721661,18.449740162239397,36.35109346053637,0.95,kWh
inner1_selection,c0025_63dd1cc1601e,19544,0.9470425706099058,118.80969928983404,152.384204721661,18.449740162239397,36.35109346053637,0.95,kWh
inner1_selection,c0026_47d9fe7d15ba,19544,0.9470425706099058,118.80969928983404,152.384204721661,18.449740162239397,36.35109346053637,0.95,kWh
outer_test,c0000_f5146f1247fa,34645,0.8220233799971136,92.43081620514971,150.1474938101219,15.71045426599353,33.74321817673863,0.95,kWh
outer_test,c0012_23099bed3753,34645,0.9444364266127868,95.83415853440886,146.82304485614404,15.71045426599353,33.74321817673863,0.95,kWh
outer_test,c0013_a21278d4e492,34645,0.9444364266127868,95.83415853440886,146.82304485614404,15.71045426599353,33.74321817673863,0.95,kWh
outer_test,c0024_ba16b82adffd,34645,0.9440900562851783,103.4589259315991,142.98893934893508,15.71045426599353,33.74321817673863,0.95,kWh
outer_test,diagnostic_persistence_split_095_single_sample,34645,0.9596478568335979,169.76399999999995,249.47293369894646,18.070028165680476,38.343349850105604,0.95,kWh
