role,candidate_id,family,severity,channel,n_events,n_detected,recall
inner1_selection,c0001_ee0570e08213,drift,2.0,availability_only,95,0,0.0
inner1_selection,c0001_ee0570e08213,drift,2.0,numerical_only,95,41,0.43157894736842106
inner1_selection,c0001_ee0570e08213,drift,2.0,combined,95,41,0.43157894736842106
inner1_selection,c0002_fa76e087b17d,random_missing,0.5,availability_only,38,0,0.0
inner1_selection,c0002_fa76e087b17d,random_missing,0.5,numerical_only,38,1,0.02631578947368421
inner1_selection,c0002_fa76e087b17d,random_missing,0.5,combined,38,3,0.07894736842105263
inner1_selection,c0002_fa76e087b17d,random_missing,1.0,availability_only,57,0,0.0
inner1_selection,c0002_fa76e087b17d,random_missing,1.0,numerical_only,57,1,0.017543859649122806
inner1_selection,c0002_fa76e087b17d,random_missing,1.0,combined,57,5,0.08771929824561403
inner1_selection,c0002_fa76e087b17d,random_missing,2.0,availability_only,89,2,0.02247191011235955
inner1_selection,c0002_fa76e087b17d,random_missing,2.0,numerical_only,89,0,0.0
inner1_selection,c0002_fa76e087b17d,random_missing,2.0,combined,89,18,0.20224719101123595
inner1_selection,c0002_fa76e087b17d,block_missing,0.5,availability_only,99,0,0.0
inner1_selection,c0002_fa76e087b17d,block_missing,0.5,numerical_only,99,1,0.010101010101010102
inner1_selection,c0002_fa76e087b17d,block_missing,0.5,combined,99,3,0.030303030303030304
inner1_selection,c0002_fa76e087b17d,block_missing,1.0,availability_only,100,0,0.0
inner1_selection,c0002_fa76e087b17d,block_missing,1.0,numerical_only,100,0,0.0
inner1_selection,c0002_fa76e087b17d,block_missing,1.0,combined,100,18,0.18
inner1_selection,c0002_fa76e087b17d,block_missing,2.0,availability_only,100,100,1.0
inner1_selection,c0002_fa76e087b17d,block_missing,2.0,numerical_only,100,0,0.0
inner1_selection,c0002_fa76e087b17d,block_missing,2.0,combined,100,99,0.99
inner1_selection,c0002_fa76e087b17d,stuck,0.5,availability_only,96,0,0.0
inner1_selection,c0002_fa76e087b17d,stuck,0.5,numerical_only,96,2,0.020833333333333332
inner1_selection,c0002_fa76e087b17d,stuck,0.5,combined,96,2,0.020833333333333332
inner1_selection,c0002_fa76e087b17d,stuck,1.0,availability_only,100,0,0.0
inner1_selection,c0002_fa76e087b17d,stuck,1.0,numerical_only,100,1,0.01
inner1_selection,c0002_fa76e087b17d,stuck,1.0,combined,100,1,0.01
inner1_selection,c0002_fa76e087b17d,stuck,2.0,availability_only,99,0,0.0
inner1_selection,c0002_fa76e087b17d,stuck,2.0,numerical_only,99,6,0.06060606060606061
inner1_selection,c0002_fa76e087b17d,stuck,2.0,combined,99,6,0.06060606060606061
inner1_selection,c0002_fa76e087b17d,dropout,0.5,availability_only,98,0,0.0
inner1_selection,c0002_fa76e087b17d,dropout,0.5,numerical_only,98,10,0.10204081632653061
inner1_selection,c0002_fa76e087b17d,dropout,0.5,combined,98,10,0.10204081632653061
inner1_selection,c0002_fa76e087b17d,dropout,1.0,availability_only,97,0,0.0
inner1_selection,c0002_fa76e087b17d,dropout,1.0,numerical_only,97,22,0.2268041237113402
inner1_selection,c0002_fa76e087b17d,dropout,1.0,combined,97,22,0.2268041237113402
inner1_selection,c0002_fa76e087b17d,dropout,2.0,availability_only,96,0,0.0
inner1_selection,c0002_fa76e087b17d,dropout,2.0,numerical_only,96,51,0.53125
inner1_selection,c0002_fa76e087b17d,dropout,2.0,combined,96,51,0.53125
inner1_selection,c0002_fa76e087b17d,bias,0.5,availability_only,95,0,0.0
inner1_selection,c0002_fa76e087b17d,bias,0.5,numerical_only,95,4,0.042105263157894736
inner1_selection,c0002_fa76e087b17d,bias,0.5,combined,95,4,0.042105263157894736
inner1_selection,c0002_fa76e087b17d,bias,1.0,availability_only,95,0,0.0
inner1_selection,c0002_fa76e087b17d,bias,1.0,numerical_only,95,6,0.06315789473684211
inner1_selection,c0002_fa76e087b17d,bias,1.0,combined,95,6,0.06315789473684211
inner1_selection,c0002_fa76e087b17d,bias,2.0,availability_only,95,0,0.0
inner1_selection,c0002_fa76e087b17d,bias,2.0,numerical_only,95,16,0.16842105263157894
inner1_selection,c0002_fa76e087b17d,bias,2.0,combined,95,16,0.16842105263157894
inner1_selection,c0002_fa76e087b17d,level_shift,0.5,availability_only,95,0,0.0
inner1_selection,c0002_fa76e087b17d,level_shift,0.5,numerical_only,95,6,0.06315789473684211
inner1_selection,c0002_fa76e087b17d,level_shift,0.5,combined,95,6,0.06315789473684211
inner1_selection,c0002_fa76e087b17d,level_shift,1.0,availability_only,95,0,0.0
inner1_selection,c0002_fa76e087b17d,level_shift,1.0,numerical_only,95,14,0.14736842105263157
inner1_selection,c0002_fa76e087b17d,level_shift,1.0,combined,95,14,0.14736842105263157
inner1_selection,c0002_fa76e087b17d,level_shift,2.0,availability_only,95,0,0.0
inner1_selection,c0002_fa76e087b17d,level_shift,2.0,numerical_only,95,24,0.25263157894736843
inner1_selection,c0002_fa76e087b17d,level_shift,2.0,combined,95,24,0.25263157894736843
inner1_selection,c0002_fa76e087b17d,drift,0.5,availability_only,95,0,0.0
inner1_selection,c0002_fa76e087b17d,drift,0.5,numerical_only,95,3,0.031578947368421054
inner1_selection,c0002_fa76e087b17d,drift,0.5,combined,95,3,0.031578947368421054
inner1_selection,c0002_fa76e087b17d,drift,1.0,availability_only,95,0,0.0
inner1_selection,c0002_fa76e087b17d,drift,1.0,numerical_only,95,12,0.12631578947368421
inner1_selection,c0002_fa76e087b17d,drift,1.0,combined,95,12,0.12631578947368421
inner1_selection,c0002_fa76e087b17d,drift,2.0,availability_only,95,0,0.0
inner1_selection,c0002_fa76e087b17d,drift,2.0,numerical_only,95,30,0.3157894736842105
inner1_selection,c0002_fa76e087b17d,drift,2.0,combined,95,30,0.3157894736842105
inner1_selection,c0012_23099bed3753,random_missing,0.5,availability_only,38,38,1.0
inner1_selection,c0012_23099bed3753,random_missing,0.5,numerical_only,38,10,0.2631578947368421
inner1_selection,c0012_23099bed3753,random_missing,0.5,combined,38,37,0.9736842105263158
inner1_selection,c0012_23099bed3753,random_missing,1.0,availability_only,57,57,1.0
inner1_selection,c0012_23099bed3753,random_missing,1.0,numerical_only,57,13,0.22807017543859648
inner1_selection,c0012_23099bed3753,random_missing,1.0,combined,57,57,1.0
inner1_selection,c0012_23099bed3753,random_missing,2.0,availability_only,89,89,1.0
inner1_selection,c0012_23099bed3753,random_missing,2.0,numerical_only,89,23,0.25842696629213485
inner1_selection,c0012_23099bed3753,random_missing,2.0,combined,89,89,1.0
inner1_selection,c0012_23099bed3753,block_missing,0.5,availability_only,99,99,1.0
inner1_selection,c0012_23099bed3753,block_missing,0.5,numerical_only,99,30,0.30303030303030304
inner1_selection,c0012_23099bed3753,block_missing,0.5,combined,99,99,1.0
inner1_selection,c0012_23099bed3753,block_missing,1.0,availability_only,100,100,1.0
inner1_selection,c0012_23099bed3753,block_missing,1.0,numerical_only,100,29,0.29
inner1_selection,c0012_23099bed3753,block_missing,1.0,combined,100,100,1.0
inner1_selection,c0012_23099bed3753,block_missing,2.0,availability_only,100,100,1.0
inner1_selection,c0012_23099bed3753,block_missing,2.0,numerical_only,100,36,0.36
inner1_selection,c0012_23099bed3753,block_missing,2.0,combined,100,93,0.93
inner1_selection,c0012_23099bed3753,stuck,0.5,availability_only,96,0,0.0
inner1_selection,c0012_23099bed3753,stuck,0.5,numerical_only,96,24,0.25
inner1_selection,c0012_23099bed3753,stuck,0.5,combined,96,24,0.25
inner1_selection,c0012_23099bed3753,stuck,1.0,availability_only,100,0,0.0
inner1_selection,c0012_23099bed3753,stuck,1.0,numerical_only,100,36,0.36
inner1_selection,c0012_23099bed3753,stuck,1.0,combined,100,36,0.36
inner1_selection,c0012_23099bed3753,stuck,2.0,availability_only,99,0,0.0
inner1_selection,c0012_23099bed3753,stuck,2.0,numerical_only,99,44,0.4444444444444444
inner1_selection,c0012_23099bed3753,stuck,2.0,combined,99,44,0.4444444444444444
inner1_selection,c0012_23099bed3753,dropout,0.5,availability_only,98,0,0.0
inner1_selection,c0012_23099bed3753,dropout,0.5,numerical_only,98,98,1.0
inner1_selection,c0012_23099bed3753,dropout,0.5,combined,98,98,1.0
inner1_selection,c0012_23099bed3753,dropout,1.0,availability_only,97,0,0.0
inner1_selection,c0012_23099bed3753,dropout,1.0,numerical_only,97,97,1.0
inner1_selection,c0012_23099bed3753,dropout,1.0,combined,97,97,1.0
inner1_selection,c0012_23099bed3753,dropout,2.0,availability_only,96,0,0.0
inner1_selection,c0012_23099bed3753,dropout,2.0,numerical_only,96,96,1.0
inner1_selection,c0012_23099bed3753,dropout,2.0,combined,96,96,1.0
inner1_selection,c0012_23099bed3753,bias,0.5,availability_only,95,0,0.0
inner1_selection,c0012_23099bed3753,bias,0.5,numerical_only,95,39,0.4105263157894737
inner1_selection,c0012_23099bed3753,bias,0.5,combined,95,39,0.4105263157894737
inner1_selection,c0012_23099bed3753,bias,1.0,availability_only,95,0,0.0
inner1_selection,c0012_23099bed3753,bias,1.0,numerical_only,95,73,0.7684210526315789
inner1_selection,c0012_23099bed3753,bias,1.0,combined,95,73,0.7684210526315789
inner1_selection,c0012_23099bed3753,bias,2.0,availability_only,95,0,0.0
inner1_selection,c0012_23099bed3753,bias,2.0,numerical_only,95,87,0.9157894736842105
inner1_selection,c0012_23099bed3753,bias,2.0,combined,95,87,0.9157894736842105
inner1_selection,c0012_23099bed3753,level_shift,0.5,availability_only,95,0,0.0
inner1_selection,c0012_23099bed3753,level_shift,0.5,numerical_only,95,48,0.5052631578947369
inner1_selection,c0012_23099bed3753,level_shift,0.5,combined,95,48,0.5052631578947369
inner1_selection,c0012_23099bed3753,level_shift,1.0,availability_only,95,0,0.0
inner1_selection,c0012_23099bed3753,level_shift,1.0,numerical_only,95,69,0.7263157894736842
inner1_selection,c0012_23099bed3753,level_shift,1.0,combined,95,69,0.7263157894736842
inner1_selection,c0012_23099bed3753,level_shift,2.0,availability_only,95,0,0.0
inner1_selection,c0012_23099bed3753,level_shift,2.0,numerical_only,95,84,0.8842105263157894
inner1_selection,c0012_23099bed3753,level_shift,2.0,combined,95,84,0.8842105263157894
inner1_selection,c0012_23099bed3753,drift,0.5,availability_only,95,0,0.0
inner1_selection,c0012_23099bed3753,drift,0.5,numerical_only,95,32,0.3368421052631579
inner1_selection,c0012_23099bed3753,drift,0.5,combined,95,32,0.3368421052631579
inner1_selection,c0012_23099bed3753,drift,1.0,availability_only,95,0,0.0
inner1_selection,c0012_23099bed3753,drift,1.0,numerical_only,95,55,0.5789473684210527
inner1_selection,c0012_23099bed3753,drift,1.0,combined,95,55,0.5789473684210527
inner1_selection,c0012_23099bed3753,drift,2.0,availability_only,95,0,0.0
inner1_selection,c0012_23099bed3753,drift,2.0,numerical_only,95,81,0.8526315789473684
inner1_selection,c0012_23099bed3753,drift,2.0,combined,95,81,0.8526315789473684
inner1_selection,c0013_a21278d4e492,random_missing,0.5,availability_only,38,0,0.0
inner1_selection,c0013_a21278d4e492,random_missing,0.5,numerical_only,38,1,0.02631578947368421
inner1_selection,c0013_a21278d4e492,random_missing,0.5,combined,38,2,0.05263157894736842
inner1_selection,c0013_a21278d4e492,random_missing,1.0,availability_only,57,3,0.05263157894736842
inner1_selection,c0013_a21278d4e492,random_missing,1.0,numerical_only,57,0,0.0
inner1_selection,c0013_a21278d4e492,random_missing,1.0,combined,57,4,0.07017543859649122
inner1_selection,c0013_a21278d4e492,random_missing,2.0,availability_only,89,6,0.06741573033707865
inner1_selection,c0013_a21278d4e492,random_missing,2.0,numerical_only,89,0,0.0
inner1_selection,c0013_a21278d4e492,random_missing,2.0,combined,89,14,0.15730337078651685
inner1_selection,c0013_a21278d4e492,block_missing,0.5,availability_only,99,0,0.0
inner1_selection,c0013_a21278d4e492,block_missing,0.5,numerical_only,99,0,0.0
inner1_selection,c0013_a21278d4e492,block_missing,0.5,combined,99,0,0.0
inner1_selection,c0013_a21278d4e492,block_missing,1.0,availability_only,100,0,0.0
inner1_selection,c0013_a21278d4e492,block_missing,1.0,numerical_only,100,2,0.02
inner1_selection,c0013_a21278d4e492,block_missing,1.0,combined,100,21,0.21
inner1_selection,c0013_a21278d4e492,block_missing,2.0,availability_only,100,100,1.0
inner1_selection,c0013_a21278d4e492,block_missing,2.0,numerical_only,100,0,0.0
inner1_selection,c0013_a21278d4e492,block_missing,2.0,combined,100,100,1.0
inner1_selection,c0013_a21278d4e492,stuck,0.5,availability_only,96,0,0.0
inner1_selection,c0013_a21278d4e492,stuck,0.5,numerical_only,96,1,0.010416666666666666
inner1_selection,c0013_a21278d4e492,stuck,0.5,combined,96,1,0.010416666666666666
inner1_selection,c0013_a21278d4e492,stuck,1.0,availability_only,100,0,0.0
inner1_selection,c0013_a21278d4e492,stuck,1.0,numerical_only,100,0,0.0
inner1_selection,c0013_a21278d4e492,stuck,1.0,combined,100,0,0.0
inner1_selection,c0013_a21278d4e492,stuck,2.0,availability_only,99,0,0.0
inner1_selection,c0013_a21278d4e492,stuck,2.0,numerical_only,99,4,0.04040404040404041
inner1_selection,c0013_a21278d4e492,stuck,2.0,combined,99,4,0.04040404040404041
inner1_selection,c0013_a21278d4e492,dropout,0.5,availability_only,98,0,0.0
inner1_selection,c0013_a21278d4e492,dropout,0.5,numerical_only,98,6,0.061224489795918366
inner1_selection,c0013_a21278d4e492,dropout,0.5,combined,98,6,0.061224489795918366
inner1_selection,c0013_a21278d4e492,dropout,1.0,availability_only,97,0,0.0
inner1_selection,c0013_a21278d4e492,dropout,1.0,numerical_only,97,21,0.21649484536082475
inner1_selection,c0013_a21278d4e492,dropout,1.0,combined,97,21,0.21649484536082475
inner1_selection,c0013_a21278d4e492,dropout,2.0,availability_only,96,0,0.0
inner1_selection,c0013_a21278d4e492,dropout,2.0,numerical_only,96,22,0.22916666666666666
inner1_selection,c0013_a21278d4e492,dropout,2.0,combined,96,22,0.22916666666666666
inner1_selection,c0013_a21278d4e492,bias,0.5,availability_only,95,0,0.0
inner1_selection,c0013_a21278d4e492,bias,0.5,numerical_only,95,2,0.021052631578947368
inner1_selection,c0013_a21278d4e492,bias,0.5,combined,95,2,0.021052631578947368
inner1_selection,c0013_a21278d4e492,bias,1.0,availability_only,95,0,0.0
inner1_selection,c0013_a21278d4e492,bias,1.0,numerical_only,95,2,0.021052631578947368
inner1_selection,c0013_a21278d4e492,bias,1.0,combined,95,2,0.021052631578947368
inner1_selection,c0013_a21278d4e492,bias,2.0,availability_only,95,0,0.0
inner1_selection,c0013_a21278d4e492,bias,2.0,numerical_only,95,7,0.07368421052631578
inner1_selection,c0013_a21278d4e492,bias,2.0,combined,95,7,0.07368421052631578
inner1_selection,c0013_a21278d4e492,level_shift,0.5,availability_only,95,0,0.0
inner1_selection,c0013_a21278d4e492,level_shift,0.5,numerical_only,95,2,0.021052631578947368
inner1_selection,c0013_a21278d4e492,level_shift,0.5,combined,95,2,0.021052631578947368
inner1_selection,c0013_a21278d4e492,level_shift,1.0,availability_only,95,0,0.0
inner1_selection,c0013_a21278d4e492,level_shift,1.0,numerical_only,95,6,0.06315789473684211
inner1_selection,c0013_a21278d4e492,level_shift,1.0,combined,95,6,0.06315789473684211
inner1_selection,c0013_a21278d4e492,level_shift,2.0,availability_only,95,0,0.0
inner1_selection,c0013_a21278d4e492,level_shift,2.0,numerical_only,95,15,0.15789473684210525
inner1_selection,c0013_a21278d4e492,level_shift,2.0,combined,95,15,0.15789473684210525
inner1_selection,c0013_a21278d4e492,drift,0.5,availability_only,95,0,0.0
inner1_selection,c0013_a21278d4e492,drift,0.5,numerical_only,95,3,0.031578947368421054
inner1_selection,c0013_a21278d4e492,drift,0.5,combined,95,3,0.031578947368421054
inner1_selection,c0013_a21278d4e492,drift,1.0,availability_only,95,0,0.0
inner1_selection,c0013_a21278d4e492,drift,1.0,numerical_only,95,4,0.042105263157894736
inner1_selection,c0013_a21278d4e492,drift,1.0,combined,95,4,0.042105263157894736
inner1_selection,c0013_a21278d4e492,drift,2.0,availability_only,95,0,0.0
inner1_selection,c0013_a21278d4e492,drift,2.0,numerical_only,95,27,0.28421052631578947
inner1_selection,c0013_a21278d4e492,drift,2.0,combined,95,27,0.28421052631578947
inner1_selection,c0014_54a0e1ef5720,random_missing,0.5,availability_only,38,0,0.0
inner1_selection,c0014_54a0e1ef5720,random_missing,0.5,numerical_only,38,0,0.0
inner1_selection,c0014_54a0e1ef5720,random_missing,0.5,combined,38,2,0.05263157894736842
inner1_selection,c0014_54a0e1ef5720,random_missing,1.0,availability_only,57,0,0.0
inner1_selection,c0014_54a0e1ef5720,random_missing,1.0,numerical_only,57,0,0.0
inner1_selection,c0014_54a0e1ef5720,random_missing,1.0,combined,57,1,0.017543859649122806
inner1_selection,c0014_54a0e1ef5720,random_missing,2.0,availability_only,89,2,0.02247191011235955
inner1_selection,c0014_54a0e1ef5720,random_missing,2.0,numerical_only,89,0,0.0
inner1_selection,c0014_54a0e1ef5720,random_missing,2.0,combined,89,7,0.07865168539325842
inner1_selection,c0014_54a0e1ef5720,block_missing,0.5,availability_only,99,0,0.0
inner1_selection,c0014_54a0e1ef5720,block_missing,0.5,numerical_only,99,0,0.0
inner1_selection,c0014_54a0e1ef5720,block_missing,0.5,combined,99,0,0.0
inner1_selection,c0014_54a0e1ef5720,block_missing,1.0,availability_only,100,0,0.0
inner1_selection,c0014_54a0e1ef5720,block_missing,1.0,numerical_only,100,0,0.0
inner1_selection,c0014_54a0e1ef5720,block_missing,1.0,combined,100,7,0.07
inner1_selection,c0014_54a0e1ef5720,block_missing,2.0,availability_only,100,100,1.0
inner1_selection,c0014_54a0e1ef5720,block_missing,2.0,numerical_only,100,0,0.0
inner1_selection,c0014_54a0e1ef5720,block_missing,2.0,combined,100,100,1.0
inner1_selection,c0014_54a0e1ef5720,stuck,0.5,availability_only,96,0,0.0
inner1_selection,c0014_54a0e1ef5720,stuck,0.5,numerical_only,96,1,0.010416666666666666
inner1_selection,c0014_54a0e1ef5720,stuck,0.5,combined,96,1,0.010416666666666666
inner1_selection,c0014_54a0e1ef5720,stuck,1.0,availability_only,100,0,0.0
inner1_selection,c0014_54a0e1ef5720,stuck,1.0,numerical_only,100,0,0.0
inner1_selection,c0014_54a0e1ef5720,stuck,1.0,combined,100,0,0.0
inner1_selection,c0014_54a0e1ef5720,stuck,2.0,availability_only,99,0,0.0
inner1_selection,c0014_54a0e1ef5720,stuck,2.0,numerical_only,99,2,0.020202020202020204
inner1_selection,c0014_54a0e1ef5720,stuck,2.0,combined,99,2,0.020202020202020204
inner1_selection,c0014_54a0e1ef5720,dropout,0.5,availability_only,98,0,0.0
inner1_selection,c0014_54a0e1ef5720,dropout,0.5,numerical_only,98,5,0.05102040816326531
inner1_selection,c0014_54a0e1ef5720,dropout,0.5,combined,98,5,0.05102040816326531
inner1_selection,c0014_54a0e1ef5720,dropout,1.0,availability_only,97,0,0.0
inner1_selection,c0014_54a0e1ef5720,dropout,1.0,numerical_only,97,6,0.061855670103092786
inner1_selection,c0014_54a0e1ef5720,dropout,1.0,combined,97,6,0.061855670103092786
inner1_selection,c0014_54a0e1ef5720,dropout,2.0,availability_only,96,0,0.0
inner1_selection,c0014_54a0e1ef5720,dropout,2.0,numerical_only,96,22,0.22916666666666666
inner1_selection,c0014_54a0e1ef5720,dropout,2.0,combined,96,22,0.22916666666666666
inner1_selection,c0014_54a0e1ef5720,bias,0.5,availability_only,95,0,0.0
inner1_selection,c0014_54a0e1ef5720,bias,0.5,numerical_only,95,1,0.010526315789473684
inner1_selection,c0014_54a0e1ef5720,bias,0.5,combined,95,1,0.010526315789473684
inner1_selection,c0014_54a0e1ef5720,bias,1.0,availability_only,95,0,0.0
inner1_selection,c0014_54a0e1ef5720,bias,1.0,numerical_only,95,3,0.031578947368421054
inner1_selection,c0014_54a0e1ef5720,bias,1.0,combined,95,3,0.031578947368421054
inner1_selection,c0014_54a0e1ef5720,bias,2.0,availability_only,95,0,0.0
inner1_selection,c0014_54a0e1ef5720,bias,2.0,numerical_only,95,5,0.05263157894736842
inner1_selection,c0014_54a0e1ef5720,bias,2.0,combined,95,5,0.05263157894736842
inner1_selection,c0014_54a0e1ef5720,level_shift,0.5,availability_only,95,0,0.0
inner1_selection,c0014_54a0e1ef5720,level_shift,0.5,numerical_only,95,2,0.021052631578947368
inner1_selection,c0014_54a0e1ef5720,level_shift,0.5,combined,95,2,0.021052631578947368
inner1_selection,c0014_54a0e1ef5720,level_shift,1.0,availability_only,95,0,0.0
inner1_selection,c0014_54a0e1ef5720,level_shift,1.0,numerical_only,95,6,0.06315789473684211
inner1_selection,c0014_54a0e1ef5720,level_shift,1.0,combined,95,6,0.06315789473684211
inner1_selection,c0014_54a0e1ef5720,level_shift,2.0,availability_only,95,0,0.0
inner1_selection,c0014_54a0e1ef5720,level_shift,2.0,numerical_only,95,17,0.17894736842105263
inner1_selection,c0014_54a0e1ef5720,level_shift,2.0,combined,95,17,0.17894736842105263
inner1_selection,c0014_54a0e1ef5720,drift,0.5,availability_only,95,0,0.0
inner1_selection,c0014_54a0e1ef5720,drift,0.5,numerical_only,95,0,0.0
inner1_selection,c0014_54a0e1ef5720,drift,0.5,combined,95,0,0.0
inner1_selection,c0014_54a0e1ef5720,drift,1.0,availability_only,95,0,0.0
inner1_selection,c0014_54a0e1ef5720,drift,1.0,numerical_only,95,4,0.042105263157894736
inner1_selection,c0014_54a0e1ef5720,drift,1.0,combined,95,4,0.042105263157894736
inner1_selection,c0014_54a0e1ef5720,drift,2.0,availability_only,95,0,0.0
inner1_selection,c0014_54a0e1ef5720,drift,2.0,numerical_only,95,15,0.15789473684210525
inner1_selection,c0014_54a0e1ef5720,drift,2.0,combined,95,15,0.15789473684210525
inner1_selection,c0024_ba16b82adffd,random_missing,0.5,availability_only,38,38,1.0
inner1_selection,c0024_ba16b82adffd,random_missing,0.5,numerical_only,38,9,0.23684210526315788
inner1_selection,c0024_ba16b82adffd,random_missing,0.5,combined,38,37,0.9736842105263158
inner1_selection,c0024_ba16b82adffd,random_missing,1.0,availability_only,57,57,1.0
inner1_selection,c0024_ba16b82adffd,random_missing,1.0,numerical_only,57,14,0.24561403508771928
inner1_selection,c0024_ba16b82adffd,random_missing,1.0,combined,57,57,1.0
inner1_selection,c0024_ba16b82adffd,random_missing,2.0,availability_only,89,89,1.0
inner1_selection,c0024_ba16b82adffd,random_missing,2.0,numerical_only,89,23,0.25842696629213485
inner1_selection,c0024_ba16b82adffd,random_missing,2.0,combined,89,88,0.9887640449438202
inner1_selection,c0024_ba16b82adffd,block_missing,0.5,availability_only,99,99,1.0
inner1_selection,c0024_ba16b82adffd,block_missing,0.5,numerical_only,99,29,0.29292929292929293
inner1_selection,c0024_ba16b82adffd,block_missing,0.5,combined,99,99,1.0
inner1_selection,c0024_ba16b82adffd,block_missing,1.0,availability_only,100,100,1.0
inner1_selection,c0024_ba16b82adffd,block_missing,1.0,numerical_only,100,35,0.35
inner1_selection,c0024_ba16b82adffd,block_missing,1.0,combined,100,100,1.0
inner1_selection,c0024_ba16b82adffd,block_missing,2.0,availability_only,100,100,1.0
inner1_selection,c0024_ba16b82adffd,block_missing,2.0,numerical_only,100,36,0.36
inner1_selection,c0024_ba16b82adffd,block_missing,2.0,combined,100,92,0.92
inner1_selection,c0024_ba16b82adffd,stuck,0.5,availability_only,96,0,0.0
inner1_selection,c0024_ba16b82adffd,stuck,0.5,numerical_only,96,20,0.20833333333333334
inner1_selection,c0024_ba16b82adffd,stuck,0.5,combined,96,20,0.20833333333333334
inner1_selection,c0024_ba16b82adffd,stuck,1.0,availability_only,100,0,0.0
inner1_selection,c0024_ba16b82adffd,stuck,1.0,numerical_only,100,39,0.39
inner1_selection,c0024_ba16b82adffd,stuck,1.0,combined,100,39,0.39
inner1_selection,c0024_ba16b82adffd,stuck,2.0,availability_only,99,0,0.0
inner1_selection,c0024_ba16b82adffd,stuck,2.0,numerical_only,99,36,0.36363636363636365
inner1_selection,c0024_ba16b82adffd,stuck,2.0,combined,99,36,0.36363636363636365
inner1_selection,c0024_ba16b82adffd,dropout,0.5,availability_only,98,0,0.0
inner1_selection,c0024_ba16b82adffd,dropout,0.5,numerical_only,98,98,1.0
inner1_selection,c0024_ba16b82adffd,dropout,0.5,combined,98,98,1.0
inner1_selection,c0024_ba16b82adffd,dropout,1.0,availability_only,97,0,0.0
inner1_selection,c0024_ba16b82adffd,dropout,1.0,numerical_only,97,96,0.9896907216494846
inner1_selection,c0024_ba16b82adffd,dropout,1.0,combined,97,96,0.9896907216494846
inner1_selection,c0024_ba16b82adffd,dropout,2.0,availability_only,96,0,0.0
inner1_selection,c0024_ba16b82adffd,dropout,2.0,numerical_only,96,95,0.9895833333333334
inner1_selection,c0024_ba16b82adffd,dropout,2.0,combined,96,95,0.9895833333333334
inner1_selection,c0024_ba16b82adffd,bias,0.5,availability_only,95,0,0.0
inner1_selection,c0024_ba16b82adffd,bias,0.5,numerical_only,95,50,0.5263157894736842
inner1_selection,c0024_ba16b82adffd,bias,0.5,combined,95,50,0.5263157894736842
inner1_selection,c0024_ba16b82adffd,bias,1.0,availability_only,95,0,0.0
inner1_selection,c0024_ba16b82adffd,bias,1.0,numerical_only,95,73,0.7684210526315789
inner1_selection,c0024_ba16b82adffd,bias,1.0,combined,95,73,0.7684210526315789
inner1_selection,c0024_ba16b82adffd,bias,2.0,availability_only,95,0,0.0
inner1_selection,c0024_ba16b82adffd,bias,2.0,numerical_only,95,91,0.9578947368421052
inner1_selection,c0024_ba16b82adffd,bias,2.0,combined,95,91,0.9578947368421052
inner1_selection,c0024_ba16b82adffd,level_shift,0.5,availability_only,95,0,0.0
inner1_selection,c0024_ba16b82adffd,level_shift,0.5,numerical_only,95,40,0.42105263157894735
inner1_selection,c0024_ba16b82adffd,level_shift,0.5,combined,95,40,0.42105263157894735
inner1_selection,c0024_ba16b82adffd,level_shift,1.0,availability_only,95,0,0.0
inner1_selection,c0024_ba16b82adffd,level_shift,1.0,numerical_only,95,81,0.8526315789473684
inner1_selection,c0024_ba16b82adffd,level_shift,1.0,combined,95,81,0.8526315789473684
inner1_selection,c0024_ba16b82adffd,level_shift,2.0,availability_only,95,0,0.0
inner1_selection,c0024_ba16b82adffd,level_shift,2.0,numerical_only,95,89,0.9368421052631579
inner1_selection,c0024_ba16b82adffd,level_shift,2.0,combined,95,89,0.9368421052631579
inner1_selection,c0024_ba16b82adffd,drift,0.5,availability_only,95,0,0.0
inner1_selection,c0024_ba16b82adffd,drift,0.5,numerical_only,95,33,0.3473684210526316
inner1_selection,c0024_ba16b82adffd,drift,0.5,combined,95,33,0.3473684210526316
inner1_selection,c0024_ba16b82adffd,drift,1.0,availability_only,95,0,0.0
inner1_selection,c0024_ba16b82adffd,drift,1.0,numerical_only,95,65,0.6842105263157895
inner1_selection,c0024_ba16b82adffd,drift,1.0,combined,95,65,0.6842105263157895
inner1_selection,c0024_ba16b82adffd,drift,2.0,availability_only,95,0,0.0
inner1_selection,c0024_ba16b82adffd,drift,2.0,numerical_only,95,84,0.8842105263157894
inner1_selection,c0024_ba16b82adffd,drift,2.0,combined,95,84,0.8842105263157894
inner1_selection,c0025_63dd1cc1601e,random_missing,0.5,availability_only,38,0,0.0
inner1_selection,c0025_63dd1cc1601e,random_missing,0.5,numerical_only,38,0,0.0
inner1_selection,c0025_63dd1cc1601e,random_missing,0.5,combined,38,2,0.05263157894736842
inner1_selection,c0025_63dd1cc1601e,random_missing,1.0,availability_only,57,3,0.05263157894736842
inner1_selection,c0025_63dd1cc1601e,random_missing,1.0,numerical_only,57,1,0.017543859649122806
inner1_selection,c0025_63dd1cc1601e,random_missing,1.0,combined,57,8,0.14035087719298245
inner1_selection,c0025_63dd1cc1601e,random_missing,2.0,availability_only,89,6,0.06741573033707865
