dataset,horizon,outer_fold,model_seed,model,role,candidate_id,phase,source_run,source_hash,protocol_hash,physical_minutes,target_units,original_runs,n,sample_weighted_bias,sample_weighted_mae,sample_weighted_rmse,equal_run_bias,equal_run_mae,equal_run_root_mean_mse
rico,30,2,42,persistence,test,-1,3.0,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,30,degrees C,6,1122,-0.3455436720142602,0.41524064171122993,0.6483146943876883,-0.34554367201426023,0.41524064171122993,0.6483146943876883
rico,30,2,42,persistence,test,-1,4.0,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,30,degrees C,34,6358,-0.012157911292859378,0.38843976093111043,0.5970133804259963,-0.012157911292859388,0.3884397609311105,0.5970133804259963
rico,30,2,42,xgboost,calibration,-1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,30,degrees C,21,3927,0.06883072567738922,0.2866951999028039,0.4614994048233451,0.06883072567738921,0.28669519990280384,0.4614994048233451
rico,30,2,42,xgboost,fit,1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,30,degrees C,61,11407,3.668714115163388e-05,0.03461670088414782,0.04649020534243107,3.668714115163388e-05,0.03461670088414782,0.04649020534243106
rico,30,2,42,xgboost,inner0_validation,0,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,30,degrees C,20,3740,0.45569034474418774,0.6260564763278247,0.8559875789377951,0.45569034474418774,0.6260564763278247,0.855987578937795
rico,30,2,42,xgboost,inner0_validation,1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,30,degrees C,20,3740,0.3432276553393686,0.6112138707370044,0.8941801159489123,0.3432276553393686,0.6112138707370045,0.8941801159489124
rico,30,2,42,xgboost,inner1_validation,0,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,30,degrees C,21,3927,1.3592087587570763,1.460439177848985,2.1840844564042596,1.3592087587570763,1.460439177848985,2.1840844564042596
rico,30,2,42,xgboost,inner1_validation,1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,30,degrees C,21,3927,1.1841963519083503,1.329068677614201,2.0463922356942494,1.1841963519083505,1.3290686776142009,2.0463922356942494
rico,30,2,42,xgboost,test,-1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,30,degrees C,1,187,-0.2939506836753478,0.29450407181194127,0.3294121945064064,-0.2939506836753478,0.29450407181194127,0.3294121945064064
rico,30,2,42,xgboost,test,-1,3.0,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,30,degrees C,6,1122,0.2829650630712934,0.6683495761238955,0.9778102546148064,0.2829650630712934,0.6683495761238953,0.9778102546148065
rico,30,2,42,xgboost,test,-1,4.0,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,30,degrees C,34,6358,0.291920062902402,0.6520316555050792,0.9036835407687428,0.291920062902402,0.6520316555050794,0.9036835407687428
rico,60,2,42,attention_lstm,calibration,-1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,21,3297,0.19440632716865297,0.4445330137623633,0.5869336235126145,0.194406327168653,0.44453301376236337,0.5869336235126145
rico,60,2,42,attention_lstm,fit,0,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,61,9577,0.03563266768888183,0.18907021865773035,0.2663676153102887,0.03563266768888183,0.18907021865773038,0.26636761531028874
rico,60,2,42,attention_lstm,inner0_validation,0,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,20,3140,1.1182503669884554,1.5634580439670829,2.4399309521784245,1.1182503669884556,1.5634580439670829,2.439930952178425
rico,60,2,42,attention_lstm,inner0_validation,1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,20,3140,1.046054942137117,1.6489471219299705,2.555669495805393,1.046054942137117,1.6489471219299705,2.555669495805393
rico,60,2,42,attention_lstm,inner1_validation,0,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,21,3297,1.2231524591558733,1.606633694677379,2.180210950217923,1.2231524591558731,1.6066336946773792,2.180210950217923
rico,60,2,42,attention_lstm,inner1_validation,1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,21,3297,1.1686151994514868,1.599301514236501,2.1872873208877026,1.1686151994514868,1.599301514236501,2.1872873208877026
rico,60,2,42,attention_lstm,test,-1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,1,157,0.1379135982246156,0.1631482191146559,0.1859325379362337,0.1379135982246156,0.1631482191146559,0.1859325379362337
rico,60,2,42,attention_lstm,test,-1,3.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,6,942,2.365080351940892,2.3818312861610624,2.8197770486823526,2.365080351940892,2.3818312861610624,2.8197770486823526
rico,60,2,42,attention_lstm,test,-1,4.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,34,5338,2.41658202500413,2.753911153722586,3.20815643696535,2.4165820250041294,2.753911153722587,3.20815643696535
rico,60,2,42,persistence,calibration,-1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,21,3297,0.11401273885350316,0.8667576584774038,1.2369365918435073,0.11401273885350316,0.8667576584774036,1.2369365918435073
rico,60,2,42,persistence,fit,0,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,61,9577,0.056583481257178735,1.0885767985799313,1.6617668743918763,0.05658348125717874,1.088576798579931,1.6617668743918763
rico,60,2,42,persistence,inner0_validation,-1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,20,3140,-0.025414012738853506,0.9945222929936306,1.5797746352214839,-0.025414012738853464,0.9945222929936308,1.5797746352214839
rico,60,2,42,persistence,inner1_validation,-1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,21,3297,0.016408856536245135,1.2641492265696086,1.9557626601024203,0.016408856536245138,1.2641492265696088,1.9557626601024203
rico,60,2,42,persistence,test,-1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,1,157,-0.5235668789808918,0.5235668789808918,0.5524698452733015,-0.5235668789808918,0.5235668789808918,0.5524698452733015
rico,60,2,42,persistence,test,-1,3.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,6,942,-0.6274946921443736,0.7695329087048831,1.1429141061023849,-0.6274946921443736,0.7695329087048831,1.1429141061023849
rico,60,2,42,persistence,test,-1,4.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,34,5338,-0.005901086549269405,0.7118209067066318,1.0335610323746307,-0.005901086549269404,0.7118209067066318,1.0335610323746305
rico,60,2,42,xgboost,calibration,-1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,21,3297,-0.1831801104697452,0.5290867679076445,0.8644470793184019,-0.18318011046974517,0.5290867679076445,0.8644470793184019
rico,60,2,42,xgboost,fit,0,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,61,9577,0.00020977266026255104,0.0979061294401117,0.13582295932134691,0.00020977266026255014,0.0979061294401117,0.13582295932134691
rico,60,2,42,xgboost,inner0_validation,0,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,20,3140,0.7276861925793303,0.9241886791302141,1.2804633361820064,0.7276861925793303,0.9241886791302141,1.2804633361820066
rico,60,2,42,xgboost,inner0_validation,1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,20,3140,0.6828803900700466,1.043623166053918,1.40553063123525,0.6828803900700466,1.043623166053918,1.40553063123525
rico,60,2,42,xgboost,inner1_validation,0,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,21,3297,1.8075158990148996,2.0298513134212106,2.8703028544910825,1.8075158990148996,2.0298513134212106,2.870302854491083
rico,60,2,42,xgboost,inner1_validation,1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,21,3297,1.681978126204227,1.9790871107328796,2.8102239579927533,1.681978126204227,1.9790871107328796,2.810223957992753
rico,60,2,42,xgboost,test,-1,1.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,1,157,-0.7094392618555931,0.7094392618555931,0.7738438653754699,-0.7094392618555931,0.7094392618555931,0.7738438653754699
rico,60,2,42,xgboost,test,-1,3.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,6,942,1.193695297565177,1.916441767990209,3.2523246760204643,1.1936952975651767,1.9164417679902093,3.2523246760204643
rico,60,2,42,xgboost,test,-1,4.0,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,60,degrees C,34,5338,0.5134150654066365,1.082574332970812,1.4041801401158636,0.5134150654066364,1.0825743329708117,1.4041801401158638
