dataset,horizon,outer_fold,model_seed,target_units,physical_minutes,source_run,source_hash,protocol_hash,role,membership_hash,row_id_hash,origin_min,origin_max,target_min,target_max,groups,n,minimum,maximum,mean,std,median,q90,q95,q99,reference_role,below_reference_min,above_reference_max
pleia,1,2,42,degrees C,10,smart_building_conformal/outputs/matched_forecasting005/pleia_h1_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,afeec26a5064a899df55a5081826d94b2ef6a3b5229ee6a692855ac3f89534e2,inner1_validation,af2dbfce54bc80c97b7250e3d85c70b3feb7714d2fb1b6436b4b00eeaec9ed9e,28760e0529920ab50fc08711863e3203a9e12a65c4321ba66c5ea2a7711920b5,2021-03-17 18:50:00,2021-04-21 04:10:00,2021-03-17 19:00:00,2021-04-21 04:20:00,0,4953,15.0,28.6,20.311064001615186,2.4898247883785816,20.6,23.0,24.2,26.4,inner1_train,0.0,0.007066424389259035
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,fit,227c29f26e08b12144a3144f7b4e485ceef61eeffddfb8383055cdb14249180b,4074dfa6f8e6042743030c8386a0f02bf142e81c22c53c260629dc0e31aea099,2021-01-07 23:40:00,2021-04-21 03:20:00,2021-01-08 00:10:00,2021-04-21 03:50:00,0,14855,15.0,28.6,20.12028946482666,2.340003261659622,20.3,23.0,23.4,25.4,fit,0.0,0.0
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,calibration,7fa06de8c38dda4d17b6b0cf6e9ef56c1df4e74c93e4a91c0e4cc3ac109ef25d,e7a9e5a4d0f065e905f3b68d0ddcc8cfa81961e510bbeaa67844d8b295557883,2021-04-21 04:10:00,2021-05-25 13:20:00,2021-04-21 04:40:00,2021-05-25 13:50:00,0,4952,17.5,29.6,24.095294830371564,2.1894316013487574,24.0,27.1,27.6,28.7,fit,0.0,0.010904684975767368
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,test,bac99d6be4cb79fe22304f53e75236e112bbd0869eb6fec15e881e232b076cc3,980af583f5f37c78a95e0b099badf318c309a782627933d4b65363f009fed507,2021-05-25 14:00:00,2021-08-02 09:00:00,2021-05-25 14:30:00,2021-08-02 09:30:00,0,9907,21.8,33.4,28.939154133440997,1.9281015701582997,29.4,31.2,31.6,32.3,fit,0.0,0.6178459674977289
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,inner0_train,fdb3d26c48df5c39e6763480535e204d2594b8749ab6df0a1371c11c4991afd2,ddaf23d54fbb3a4e9b995b43253825c4ae6a3c46f5831e9bc1bc774c65ae348c,2021-01-07 23:40:00,2021-02-11 08:10:00,2021-01-08 00:10:00,2021-02-11 08:40:00,0,4948,15.0,23.6,19.91770412287793,2.251551567735855,20.1,22.8,23.1,23.4,inner0_train,0.0,0.0
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,inner0_validation,249bb3d7f2b16be8c15ebb503c1a33019c0aed25686b3ca72cf4bf16dc16264d,1046774ecf67bd5d7b3cda329101e3229f1720d1f12b59feb24732dffedd21a3,2021-02-11 08:50:00,2021-03-17 17:30:00,2021-02-11 09:20:00,2021-03-17 18:00:00,0,4949,15.0,26.6,20.128975550616286,2.253382760795009,20.1,23.2,23.6,24.8,inner0_train,0.0,0.03818953323903819
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,inner1_train,e4a2af2e86062f34ecc2da38f038c54771899f808d45a3482679b08ab9163cba,50e5f199066eca1e0f35e3294dda145841773b547bab055401b3e8d8067ed3c0,2021-01-07 23:40:00,2021-03-17 17:30:00,2021-01-08 00:10:00,2021-03-17 18:00:00,0,9897,15.0,26.6,20.023350510255632,2.2549431223657437,20.1,23.0,23.3,23.9,inner1_train,0.0,0.0
pleia,3,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/pleia_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,8196306a329a6c9ca8326b0c397aea778201506a8cf246687569ae5edd3a0c84,inner1_validation,4439d1e24df439cf5dbec4b37090c9521460fad2488d498a7c821cf963a6daa2,e567401ae33f835a2879ba5be9304ca8129f612468e33f9ab19c6e25dd3b1e5c,2021-03-17 18:10:00,2021-04-21 03:20:00,2021-03-17 18:40:00,2021-04-21 03:50:00,0,4952,15.0,28.6,20.31136914378029,2.4903103788398395,20.6,23.0,24.2,26.4,inner1_train,0.0,0.0070678513731825526
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,fit,ef9d6a6abac88bf6870ca419233277f25ca38ffcec8d2e50ef36e5a7ae619400,1a376d5a8a154a77f83f187423efb4d9fc845968a0043a1454205c7b56a18c46,2021-01-07 23:10:00,2021-04-21 02:00:00,2021-01-08 00:10:00,2021-04-21 03:00:00,0,14850,15.0,28.6,20.11980471380471,2.3402472664786105,20.3,23.0,23.4,25.4,fit,0.0,0.0
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,calibration,9247b241a0fa2d22e3929a301f0ff3511dbadd5e2e8ec374799c5c7abceab76d,2d7a6ad1c542e4d2f60a787f5e43892e1e19f63a3d75ff6e0accd70b674462a7,2021-04-21 03:20:00,2021-05-25 12:20:00,2021-04-21 04:20:00,2021-05-25 13:20:00,0,4951,17.5,29.6,24.092607554029488,2.1899602648724827,24.0,27.1,27.6,28.7,fit,0.0,0.010906887497475258
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,test,c6974f8d3bde0930d9d56239e658a56ee8f6554aea2606844b45a070315571f1,ac5e21416b994368c2c6ea779989080df106bc5896da0483b1f5982a7af732fa,2021-05-25 13:30:00,2021-08-02 08:30:00,2021-05-25 14:30:00,2021-08-02 09:30:00,0,9907,21.8,33.4,28.939154133440997,1.9281015701582997,29.4,31.2,31.6,32.3,fit,0.0,0.6178459674977289
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,inner0_train,7e1d872fdae249702364dcedccb8344e6e44d13dde4694244d1d8af8576495fb,8f691537f61aeaf3b6b2bce9234e1f3f2fce1fa89f579c6620a77d4e9430bbe6,2021-01-07 23:10:00,2021-02-11 07:00:00,2021-01-08 00:10:00,2021-02-11 08:00:00,0,4944,15.0,23.6,19.91555420711974,2.251178848025952,20.1,22.8,23.1,23.4,inner0_train,0.0,0.0
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,inner0_validation,2984744e642beefa7ce03314b45942af4ef6594d8939fdf4b62e61c263f6bdb8,2d75f8c14ab352752c56668098b1a13d6f545d051d41b03dbb9af51140add5f3,2021-02-11 08:10:00,2021-03-17 16:00:00,2021-02-11 09:10:00,2021-03-17 17:00:00,0,4944,15.0,26.6,20.12807443365696,2.254442004519341,20.1,23.2,23.6,24.8,inner0_train,0.0,0.03822815533980582
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,inner1_train,b302ee02c2b16f2a988275f6ff329f6f03774c4c85d10d37902b32b54795d4e0,2330831bef316a2f27daff3f18c8507290a36952db81e8e9e7594e746f48686e,2021-01-07 23:10:00,2021-03-17 16:00:00,2021-01-08 00:10:00,2021-03-17 17:00:00,0,9888,15.0,26.6,20.02181432038835,2.2553156520634037,20.1,23.0,23.3,23.9,inner1_train,0.0,0.0
pleia,6,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/pleia_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,ff4f03a56c5f3fee34466478e87f5f2f7fb26fcbfc1ef160d240ad250f347b1b,inner1_validation,94c11b73e5e68059ca8334f73f6dc70805df5c01f5112cc20d147b640c4f52fd,30c0df9856e41df5c927bceaf854572d24fb209861c6708cc43afdf2762d6890,2021-03-17 17:10:00,2021-04-21 02:00:00,2021-03-17 18:10:00,2021-04-21 03:00:00,0,4950,15.0,28.6,20.310909090909092,2.490715320930386,20.6,23.0,24.2,26.4,inner1_train,0.0,0.007070707070707071
