dataset,horizon,outer_fold,model_seed,target_units,physical_minutes,source_run,source_hash,protocol_hash,model,role,candidate_id,selected_candidate,prediction_source,aggregation,n,bias,mae,rmse,truth_mean,truth_min,truth_max,prediction_min,prediction_max
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,xgboost,inner0_validation,0,1,saved prediction stream,sample weighted,4040,0.2715446222890722,0.3624334422196492,0.5357248525820798,29.02217821782178,21.7,39.6,23.611906051635742,39.780845642089844
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,xgboost,inner1_validation,0,1,saved prediction stream,sample weighted,4242,0.8332617681917859,0.9028391609209879,1.5724005953114097,26.21935407826497,16.0,39.6,21.892122268676758,39.390892028808594
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,xgboost,inner0_validation,1,1,saved prediction stream,sample weighted,4040,0.21872073315157756,0.37743279806458135,0.5559427614167124,29.02217821782178,21.7,39.6,23.622812271118164,39.785255432128906
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,xgboost,inner1_validation,1,1,saved prediction stream,sample weighted,4242,0.749084539202124,0.87250182148647,1.5487012224942636,26.21935407826497,16.0,39.6,21.81369972229004,39.26420974731445
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,attention_lstm,calibration,-1,1,saved prediction stream,sample weighted,4242,0.1280777582746809,0.3372667612977772,0.41660074144482,26.690334747760488,18.9,35.6,19.217037200927734,35.74895477294922
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,attention_lstm,test,-1,1,saved prediction stream,sample weighted,8282,2.084287462554615,2.382613208966968,2.86615015691731,20.42777106978991,13.7,31.0,17.85083770751953,29.320444107055664
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,attention_lstm,fit,1,1,new inference from unchanged saved final model,sample weighted,12322,0.013645735933997025,0.10820695858190561,0.1458125774032247,28.318552183087164,16.0,40.2,16.279705047607422,39.97990417480469
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,attention_lstm,inner0_validation,0,1,saved prediction stream,sample weighted,4040,1.6158413826593079,2.0198828474365835,2.9522585768709053,29.02217821782178,21.7,39.6,24.085865020751953,38.800559997558594
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,attention_lstm,inner1_validation,0,1,saved prediction stream,sample weighted,4242,0.9871616561364476,1.1630511644031574,1.7087031703962319,26.21935407826497,16.0,39.6,21.01093292236328,38.22994613647461
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,attention_lstm,inner0_validation,1,1,saved prediction stream,sample weighted,4040,1.556546781653225,1.9885598313926467,2.862194316383045,29.02217821782178,21.7,39.6,24.36895179748535,38.204856872558594
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,attention_lstm,inner1_validation,1,1,saved prediction stream,sample weighted,4242,0.8797946778854521,1.1082710361435748,1.641529766167347,26.21935407826497,16.0,39.6,20.723724365234375,37.97140884399414
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,persistence,calibration,-1,0,saved prediction stream,sample weighted,3927,0.05418894830659537,0.47211611917494267,0.7252406676228422,26.675070028011206,18.9,35.6,19.1,35.3
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,persistence,test,-1,0,saved prediction stream,sample weighted,7667,-0.06745793661145166,0.38969610016955786,0.5994280130858491,20.448506586670145,13.7,31.0,13.9,30.6
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,persistence,fit,0,0,new inference from unchanged saved final model,sample weighted,11407,0.02640483913386518,0.5962829841325502,0.9763334296735582,28.310923117384057,16.0,40.2,16.2,40.0
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,persistence,inner0_validation,-1,0,deterministic persistence on identical existing inner rows,sample weighted,3740,-0.026176470588235266,0.5391711229946524,0.9150450735515798,29.027566844919786,21.7,39.6,21.8,39.5
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,persistence,inner1_validation,-1,0,deterministic persistence on identical existing inner rows,sample weighted,3927,0.01403106697224347,0.7067226890756303,1.1697365844955037,26.21866564807741,16.0,39.6,16.2,39.4
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,xgboost,calibration,-1,1,saved prediction stream,sample weighted,3927,0.06883072567738922,0.2866951999028039,0.46149940482334517,26.675070028011206,18.9,35.6,18.718425750732422,35.587738037109375
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,xgboost,test,-1,1,saved prediction stream,sample weighted,7667,0.2763200447179044,0.6456994589201953,0.9054184288208361,20.448506586670145,13.7,31.0,16.164501190185547,31.550678253173828
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,xgboost,fit,1,1,new inference from unchanged saved final model,sample weighted,11407,3.668714115163388e-05,0.034616700884147825,0.04649020534243106,28.310923117384057,16.0,40.2,16.076786041259766,40.19504165649414
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,xgboost,inner0_validation,0,1,saved prediction stream,sample weighted,3740,0.4556903447441878,0.6260564763278247,0.855987578937795,29.027566844919786,21.7,39.6,23.62847137451172,39.87950134277344
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,xgboost,inner1_validation,0,1,saved prediction stream,sample weighted,3927,1.359208758757076,1.460439177848985,2.1840844564042596,26.21866564807741,16.0,39.6,21.99704360961914,39.260623931884766
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,xgboost,inner0_validation,1,1,saved prediction stream,sample weighted,3740,0.34322765533936866,0.6112138707370044,0.8941801159489124,29.027566844919786,21.7,39.6,23.749481201171875,39.748924255371094
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,xgboost,inner1_validation,1,1,saved prediction stream,sample weighted,3927,1.1841963519083503,1.3290686776142009,2.0463922356942494,26.21866564807741,16.0,39.6,21.95033836364746,38.97797393798828
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,attention_lstm,calibration,-1,0,saved prediction stream,sample weighted,3927,0.08457049201516546,0.3645345561098197,0.4648255630506006,26.675070028011206,18.9,35.6,19.3665771484375,35.72117614746094
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,attention_lstm,test,-1,0,saved prediction stream,sample weighted,7667,2.4753125881952838,2.647748233262293,3.094275563720874,20.448506586670145,13.7,31.0,17.877723693847656,30.54186248779297
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,attention_lstm,fit,0,0,new inference from unchanged saved final model,sample weighted,11407,-0.030191520763820878,0.10270654623667516,0.13980965979776344,28.310923117384057,16.0,40.2,16.302391052246094,39.987403869628906
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,attention_lstm,inner0_validation,0,0,saved prediction stream,sample weighted,3740,1.216168123745026,1.7309137272962272,3.0501505466966643,29.027566844919786,21.7,39.6,23.17913055419922,38.950035095214844
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,attention_lstm,inner1_validation,0,0,saved prediction stream,sample weighted,3927,1.0085369789117706,1.3355869379667704,1.9171546929076255,26.21866564807741,16.0,39.6,21.165470123291016,37.524112701416016
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,attention_lstm,inner0_validation,1,0,saved prediction stream,sample weighted,3740,1.4752454432319193,1.8457074310180335,2.767327120895826,29.027566844919786,21.7,39.6,24.370025634765625,38.496063232421875
rico,30,2,42,degrees C,30,smart_building_conformal/outputs/matched_forecasting005/rico_h30_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1ad851efbc64721175170cedc494487931981286fb015270b140f28c8c0a751b,attention_lstm,inner1_validation,1,0,saved prediction stream,sample weighted,3927,1.043095298186191,1.354224469869957,1.9290829743652718,26.21866564807741,16.0,39.6,20.96179962158203,37.72538757324219
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,persistence,calibration,-1,0,saved prediction stream,sample weighted,3297,0.11401273885350317,0.8667576584774036,1.2369365918435073,26.643312101910826,18.9,35.6,19.2,35.0
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,persistence,test,-1,0,saved prediction stream,sample weighted,6437,-0.10949199937859251,0.7156750038837967,1.041377894828978,20.47079384806587,13.7,31.0,14.1,30.3
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,persistence,fit,0,0,new inference from unchanged saved final model,sample weighted,9577,0.05658348125717868,1.088576798579931,1.6617668743918763,28.295071525529917,16.0,40.2,16.2,39.5
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,persistence,inner0_validation,-1,0,deterministic persistence on identical existing inner rows,sample weighted,3140,-0.025414012738853433,0.9945222929936306,1.5797746352214839,29.02452229299363,21.7,39.6,22.0,39.5
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,persistence,inner1_validation,-1,0,deterministic persistence on identical existing inner rows,sample weighted,3297,0.01640885653624505,1.2641492265696086,1.95576266010242,26.218835304822566,16.0,39.6,16.2,39.1
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,xgboost,calibration,-1,0,saved prediction stream,sample weighted,3297,-0.18318011046974522,0.5290867679076445,0.864447079318402,26.643312101910826,18.9,35.6,18.731231689453125,36.25296401977539
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,xgboost,test,-1,0,saved prediction stream,sample weighted,6437,0.5831425548136855,1.1955028583123037,1.788193478359507,20.47079384806587,13.7,31.0,16.2894344329834,33.26618194580078
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,xgboost,fit,0,0,new inference from unchanged saved final model,sample weighted,9577,0.00020977266026255177,0.09790612944011172,0.13582295932134691,28.295071525529917,16.0,40.2,16.128400802612305,40.05377960205078
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,xgboost,inner0_validation,0,0,saved prediction stream,sample weighted,3140,0.7276861925793302,0.9241886791302141,1.2804633361820066,29.02452229299363,21.7,39.6,23.61792755126953,39.743492126464844
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,xgboost,inner1_validation,0,0,saved prediction stream,sample weighted,3297,1.8075158990148996,2.0298513134212106,2.870302854491083,26.218835304822566,16.0,39.6,22.023860931396484,39.04777145385742
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,xgboost,inner0_validation,1,0,saved prediction stream,sample weighted,3140,0.6828803900700467,1.043623166053918,1.40553063123525,29.02452229299363,21.7,39.6,23.57755470275879,39.96504592895508
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,xgboost,inner1_validation,1,0,saved prediction stream,sample weighted,3297,1.681978126204227,1.9790871107328796,2.810223957992753,26.218835304822566,16.0,39.6,22.271509170532227,38.80495834350586
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,attention_lstm,calibration,-1,0,saved prediction stream,sample weighted,3297,0.194406327168653,0.44453301376236337,0.5869336235126144,26.643312101910826,18.9,35.6,19.197282791137695,36.472042083740234
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,attention_lstm,test,-1,0,saved prediction stream,sample weighted,6437,2.3534679160978142,2.636271101528024,3.1143982277118103,20.47079384806587,13.7,31.0,17.679777145385742,30.380212783813477
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,attention_lstm,fit,0,0,new inference from unchanged saved final model,sample weighted,9577,0.03563266768888184,0.18907021865773035,0.2663676153102887,28.295071525529917,16.0,40.2,16.06157875061035,40.003536224365234
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,attention_lstm,inner0_validation,0,0,saved prediction stream,sample weighted,3140,1.1182503669884556,1.5634580439670829,2.4399309521784245,29.02452229299363,21.7,39.6,23.797304153442383,38.732269287109375
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,attention_lstm,inner1_validation,0,0,saved prediction stream,sample weighted,3297,1.2231524591558733,1.606633694677379,2.180210950217923,26.218835304822566,16.0,39.6,21.19952964782715,37.85333251953125
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,attention_lstm,inner0_validation,1,0,saved prediction stream,sample weighted,3140,1.046054942137117,1.6489471219299703,2.555669495805393,29.02452229299363,21.7,39.6,23.834074020385742,38.44084167480469
rico,60,2,42,degrees C,60,smart_building_conformal/outputs/matched_forecasting005/rico_h60_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,1313d1f837d1a817bae522e566b1ae780eac3779acb6c6ce8a1d3c571d0498f2,attention_lstm,inner1_validation,1,0,saved prediction stream,sample weighted,3297,1.168615199451487,1.5993015142365012,2.1872873208877026,26.218835304822566,16.0,39.6,21.234058380126953,37.86852264404297
bdg2,3,2,42,kWh per hour,180,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,9f6ebede3e1cdfa1160ebb06d88768caf7c37e45b8bec777807b19531e87a260,persistence,calibration,-1,0,saved prediction stream,sample weighted,17360,-0.01545403225806442,42.245991117511515,73.29772958492946,285.50517330069124,0.0,1461.181,0.0,1461.181
bdg2,3,2,42,kWh per hour,180,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,9f6ebede3e1cdfa1160ebb06d88768caf7c37e45b8bec777807b19531e87a260,persistence,test,-1,0,saved prediction stream,sample weighted,34640,0.05589568129330246,42.80348447459585,78.69880137930757,269.5547669312933,0.0,1309.0,0.0,1309.0
bdg2,3,2,42,kWh per hour,180,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,9f6ebede3e1cdfa1160ebb06d88768caf7c37e45b8bec777807b19531e87a260,xgboost,calibration,-1,1,saved prediction stream,sample weighted,17360,-0.30192997487574774,26.275898089975772,47.287074456345096,285.50517330069124,0.0,1461.181,-22.14191246032715,1286.0164794921875
bdg2,3,2,42,kWh per hour,180,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,9f6ebede3e1cdfa1160ebb06d88768caf7c37e45b8bec777807b19531e87a260,xgboost,test,-1,1,saved prediction stream,sample weighted,34640,0.06914852122584834,26.969410939511018,52.10842213185799,269.5547669312933,0.0,1309.0,-3.1030523777008057,1277.236572265625
bdg2,3,2,42,kWh per hour,180,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,9f6ebede3e1cdfa1160ebb06d88768caf7c37e45b8bec777807b19531e87a260,attention_lstm,calibration,-1,0,saved prediction stream,sample weighted,17360,-2.9150953968382107,32.043307171923374,54.8815536942083,285.50517330069124,0.0,1461.181,-2.55511474609375,1286.6407470703125
bdg2,3,2,42,kWh per hour,180,smart_building_conformal/outputs/matched_forecasting005/bdg2_h3_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,9f6ebede3e1cdfa1160ebb06d88768caf7c37e45b8bec777807b19531e87a260,attention_lstm,test,-1,0,saved prediction stream,sample weighted,34640,-2.631064242437421,32.89965335330461,65.89405515011768,269.5547669312933,0.0,1309.0,-7.5257568359375,1242.8095703125
bdg2,6,2,42,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,dcffb11d9ae7c3210ce7211cd66ccbe05e3e96c486c605648bf7838a00e07f2c,persistence,calibration,-1,0,saved prediction stream,sample weighted,17350,0.15054770028818448,71.60000411527378,112.72192467346028,285.5152870778098,0.0,1461.181,0.0,1461.181
bdg2,6,2,42,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,dcffb11d9ae7c3210ce7211cd66ccbe05e3e96c486c605648bf7838a00e07f2c,persistence,test,-1,0,saved prediction stream,sample weighted,34640,0.10781524538106234,73.28396772228638,119.92957137497905,269.5521203435335,0.0,1309.0,0.0,1309.0
bdg2,6,2,42,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,dcffb11d9ae7c3210ce7211cd66ccbe05e3e96c486c605648bf7838a00e07f2c,xgboost,calibration,-1,0,saved prediction stream,sample weighted,17350,0.49506077977198,33.55958740840378,58.41177726373587,285.5152870778098,0.0,1461.181,-5.63851261138916,1248.9871826171875
bdg2,6,2,42,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,dcffb11d9ae7c3210ce7211cd66ccbe05e3e96c486c605648bf7838a00e07f2c,xgboost,test,-1,0,saved prediction stream,sample weighted,34640,-0.07083799753771687,34.160346078852164,66.77849584385011,269.5521203435335,0.0,1309.0,-15.960824966430664,1128.5548095703125
bdg2,6,2,42,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,dcffb11d9ae7c3210ce7211cd66ccbe05e3e96c486c605648bf7838a00e07f2c,attention_lstm,calibration,-1,0,saved prediction stream,sample weighted,17350,-3.137444040883353,39.480493406058635,66.2855876394424,285.5152870778098,0.0,1461.181,-2.031524658203125,1264.30908203125
bdg2,6,2,42,kWh per hour,360,smart_building_conformal/outputs/matched_forecasting005/bdg2_h6_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,dcffb11d9ae7c3210ce7211cd66ccbe05e3e96c486c605648bf7838a00e07f2c,attention_lstm,test,-1,0,saved prediction stream,sample weighted,34640,-2.313599500150968,39.96476742178126,77.69875929362189,269.5521203435335,0.0,1309.0,-5.531646728515625,1025.9488525390625
