dataset,horizon,outer_fold,model_seed,target_units,physical_minutes,source_run,source_hash,protocol_hash,model,role,candidate_id,selected_candidate,prediction_source,group_id,aggregation,n,bias,mae,rmse,truth_mean,truth_min,truth_max,prediction_min,prediction_max,phase
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S9,within original group,202,0.43514851485148504,0.4500000000000002,0.6243808814726112,30.932178217821786,29.7,34.8,29.7,36.5,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S10,within original group,202,0.25495049504950495,0.25495049504950495,0.2820539938478882,26.93118811881188,25.7,29.0,25.8,29.4,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S11,within original group,202,0.014851485148515062,0.029702970297029598,0.054500431463456775,25.54207920792079,25.4,25.7,25.4,25.7,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S12,within original group,202,-0.46386138613861383,0.4658415841584157,0.6188059405655443,31.525247524752476,27.4,33.0,26.1,32.9,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S13,within original group,202,-0.2089108910891088,0.2089108910891088,0.3251808331642959,38.4069306930693,36.6,38.9,35.6,38.9,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S14,within original group,202,0.5940594059405941,0.5940594059405941,0.7590379528464872,28.06584158415842,25.8,32.8,26.0,35.0,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S15,within original group,202,-0.06138613861386138,0.06138613861386138,0.12023080114743658,27.41930693069307,26.9,27.5,26.4,27.5,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S16,within original group,202,0.17623762376237628,0.17623762376237628,0.21845542400505358,25.348514851485145,24.7,26.9,24.7,27.2,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S17,within original group,202,-0.05940594059405946,0.05940594059405946,0.07834930670648049,25.26138613861386,24.8,25.6,24.8,25.6,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S20,within original group,202,0.09257425742574256,0.09257425742574256,0.10412292811103534,28.52623762376238,28.0,29.2,28.1,29.4,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S21,within original group,202,0.28960396039603953,0.28960396039603953,0.3005770028685916,25.12821782178218,23.5,27.3,23.7,27.6,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S22,within original group,202,-0.0465346534653464,0.0465346534653464,0.07035975447302899,23.966831683168312,23.6,24.2,23.5,24.2,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S23,within original group,202,-0.23366336633663382,0.23366336633663382,0.260995808167848,25.70049504950495,24.5,27.7,24.4,27.4,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S26,within original group,202,0.08316831683168326,0.09603960396039586,0.11035496283258922,25.687623762376237,24.9,26.2,25.0,26.2,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S27,within original group,202,0.1272277227722772,0.1272277227722772,0.14019081762560143,23.686138613861388,23.0,24.7,23.1,24.8,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S28,within original group,202,-0.22722772277227732,0.22722772277227732,0.26875215863742796,26.159405940594063,24.4,27.1,23.7,27.1,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S29,within original group,202,0.08712871287128729,0.10396039603960383,0.13533968997736137,26.105445544554453,25.8,27.0,25.8,27.2,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S31,within original group,202,-0.6193069306930694,0.6193069306930694,0.828304961298006,36.3049504950495,31.0,38.3,28.9,38.2,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S32,within original group,202,0.5792079207920792,0.5792079207920792,0.7464768735682823,27.858415841584158,25.7,32.5,25.9,34.7,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S33,within original group,202,-0.055445544554455495,0.08118811881188108,0.13570497995342098,27.321782178217823,26.8,27.5,26.3,27.5,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S34,within original group,202,-0.08564356435643553,0.08564356435643553,0.23133277218143666,29.844554455445543,29.2,29.9,28.2,29.9,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S37,within original group,202,-0.0034653465346535673,0.10643564356435645,0.14742005720839596,30.012871287128714,29.6,30.3,29.3,30.3,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S38,within original group,202,0.27178217821782175,0.27178217821782175,0.28170274340794826,27.181188118811882,25.6,29.2,25.8,29.5,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S39,within original group,202,-0.7128712871287127,0.7128712871287127,0.9598370323720957,37.022277227722775,31.1,39.4,28.5,39.2,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S40,within original group,202,-0.0019801980198020084,0.031683168316832135,0.05886719404433648,39.40049504950495,39.3,39.6,39.3,39.5,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S41,within original group,202,0.8524752475247526,0.8524752475247526,1.233926358185829,23.911881188118805,21.7,31.4,21.7,34.9,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S42,within original group,202,-0.10297029702970295,0.16633663366336646,0.24756237337865236,23.9970297029703,22.8,24.3,22.1,24.3,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S43,within original group,202,-0.12029702970297038,0.14405940594059394,0.465492393403836,29.81039603960397,29.4,30.0,26.9,30.0,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S44,within original group,202,0.0,0.03465346534653515,0.05886719404433648,29.735643564356437,29.7,29.8,29.7,29.8,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S45,within original group,202,0.31089108910891095,0.31089108910891095,0.3741657386773941,25.2,23.9,27.6,24.0,28.6,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S46,within original group,202,-0.03762376237623763,0.03762376237623763,0.06133821188805363,23.9029702970297,23.7,24.3,23.7,24.2,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S47,within original group,202,-0.402970297029703,0.402970297029703,0.4218065813607084,28.612376237623767,25.7,30.8,25.1,30.8,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S49,within original group,202,0.2965346534653465,0.2965346534653465,0.3141072529194983,28.7529702970297,27.2,31.0,27.4,31.4,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S50,within original group,202,-0.547029702970297,0.547029702970297,0.720320335780279,35.622772277227725,31.0,37.4,29.2,37.3,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S51,within original group,202,0.5702970297029702,0.5702970297029702,0.7499834981682946,28.171287128712866,26.2,32.9,26.4,34.9,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S52,within original group,202,-0.07475247524752482,0.07475247524752482,0.24885878137873083,29.78762376237625,29.4,29.8,28.0,29.8,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S53,within original group,202,0.2618811881188119,0.2618811881188119,0.2950918635286173,26.343564356435643,25.2,28.4,25.2,29.0,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S55,within original group,202,-0.6970297029702971,0.6970297029702971,0.9566856979972449,37.48811881188119,31.5,39.6,29.0,39.5,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S56,within original group,202,0.708910891089109,0.7227722772277229,1.108964372826296,22.782673267326736,21.2,29.0,21.2,32.6,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S57,within original group,202,-0.3698019801980199,0.3698019801980199,0.6846622351478309,29.288613861386143,25.7,29.8,24.0,29.8,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S58,within original group,202,0.5752475247524753,0.5752475247524753,0.7993190170946197,20.218316831683172,18.4,25.0,18.6,27.3,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S59,within original group,202,0.15099009900990099,0.15297029702970297,0.18252898861048988,16.708415841584156,16.0,18.0,16.1,18.2,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S60,within original group,202,-1.0574257425742575,1.0574257425742575,1.3639996515780164,32.661386138613864,23.8,36.4,20.3,36.1,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S61,within original group,202,0.6633663366336635,0.6633663366336635,0.9753902493944981,21.82326732673268,19.8,27.2,19.9,30.4,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S62,within original group,202,-0.38168316831683174,0.38168316831683174,0.5811817936134294,27.491089108910884,24.2,28.5,22.4,28.5,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S63,within original group,202,0.21188118811881193,0.26930693069306816,0.5329722374951569,21.290099009900988,21.1,22.9,21.1,25.1,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S64,within original group,202,-0.30148514851485153,0.30148514851485153,0.40863210595816135,27.144059405940595,24.7,28.2,23.4,28.1,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S65,within original group,202,0.20693069306930703,0.2613861386138607,0.5485354036968906,21.432178217821782,21.2,23.1,21.2,25.2,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S67,within original group,202,0.035643564356435675,0.035643564356435675,0.0597022314125994,23.616336633663366,23.4,23.8,23.4,23.9,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S68,within original group,202,-0.20792079207920788,0.20792079207920788,0.2741322944337007,26.03762376237624,24.3,26.8,23.6,26.7,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S69,within original group,202,0.21881188118811876,0.21881188118811876,0.23693588555004944,24.592574257425746,23.5,26.3,23.6,26.6,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S70,within original group,202,-0.15445544554455443,0.15445544554455443,0.21248179887106836,25.713366336633655,24.4,26.2,23.8,26.2,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S72,within original group,202,0.3183168316831683,0.3183168316831683,0.3988225243646527,24.836138613861383,23.6,27.4,23.7,28.5,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S73,within original group,202,-0.6391089108910891,0.6391089108910891,0.8239905315230291,33.266336633663364,28.0,35.6,25.9,35.4,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,fit,0,0,new inference from unchanged saved final model,P1S74,within original group,202,0.20693069306930698,0.20891089108910899,0.5017790133293957,29.91336633663367,29.7,31.5,29.7,33.5,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,inner0_validation,-1,0,deterministic persistence on identical existing inner rows,P1S27,within original group,202,0.1272277227722772,0.1272277227722772,0.14019081762560143,23.686138613861388,23.0,24.7,23.1,24.8,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,inner0_validation,-1,0,deterministic persistence on identical existing inner rows,P1S28,within original group,202,-0.22722772277227732,0.22722772277227732,0.26875215863742796,26.159405940594063,24.4,27.1,23.7,27.1,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,inner0_validation,-1,0,deterministic persistence on identical existing inner rows,P1S29,within original group,202,0.08712871287128729,0.10396039603960383,0.13533968997736137,26.105445544554453,25.8,27.0,25.8,27.2,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,inner0_validation,-1,0,deterministic persistence on identical existing inner rows,P1S31,within original group,202,-0.6193069306930694,0.6193069306930694,0.828304961298006,36.3049504950495,31.0,38.3,28.9,38.2,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,inner0_validation,-1,0,deterministic persistence on identical existing inner rows,P1S32,within original group,202,0.5792079207920792,0.5792079207920792,0.7464768735682823,27.858415841584158,25.7,32.5,25.9,34.7,1.0
rico,15,2,42,degrees C,15,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,03d1d452482977385b92c01bd2a2ba832e17ca51725e86b5a2d03b6d5399184a,persistence,inner0_validation,-1,0,deterministic persistence on identical existing inner rows,P1S33,within original group,202,-0.055445544554455495,0.08118811881188108,0.13570497995342098,27.321782178217823,26.8,27.5,26.3,27.5,1.0
