priority,dataset,horizon,outer_fold,model_seed,models,argv,output,command_exists,prerequisite,learned_fit_invocations,scenario_low_model_seconds,scenario_high_model_seconds,estimate_basis,fit_n,original_priority,updated_low_model_seconds,updated_high_model_seconds
83,rico,15,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f2_s45_v1""]",outputs/matched_forecasting005/rico_h15_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,46.39083476703122,425.4506704976021,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",12322,84,34.34155507835524,467.36349253868633
84,rico,30,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f2_s45_v1""]",outputs/matched_forecasting005/rico_h30_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,42.94597079918237,393.857798925998,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",11407,85,31.791439602239752,432.65828269670465
85,rico,60,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f2_s45_v1""]",outputs/matched_forecasting005/rico_h60_f2_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,36.05624286348466,330.67205578278976,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",9577,86,26.691208650008775,363.24786301274133
86,rico,5,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f1_s45_v1""]",outputs/matched_forecasting005/rico_h5_f1_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,73.43019325565469,673.4288165383243,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",19504,87,54.35787130727484,739.7709429049293
87,rico,15,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f1_s45_v1""]",outputs/matched_forecasting005/rico_h15_f1_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,69.96650489453889,641.6633063242523,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",18584,88,51.79382077391282,704.8760871075269
88,rico,30,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f1_s45_v1""]",outputs/matched_forecasting005/rico_h30_f1_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,64.77097235286521,594.0150410031445,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",17204,89,47.94774497386979,652.5338034114234
89,rico,60,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f1_s45_v1""]",outputs/matched_forecasting005/rico_h60_f1_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,54.37990726951786,498.71851036092886,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14444,90,40.25559337378373,547.8492360192165
90,rico,5,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f0_s45_v1""]",outputs/matched_forecasting005/rico_h5_f0_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,98.17297576571224,900.345048197977,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",26076,91,72.67411055211745,989.041586709851
91,rico,15,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f0_s45_v1""]",outputs/matched_forecasting005/rico_h15_f0_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,93.54217502204656,857.8759421509026,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",24846,92,69.2460864694704,942.3886816763675
92,rico,30,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f0_s45_v1""]",outputs/matched_forecasting005/rico_h30_f0_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,86.59597390654807,794.1722830802911,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",23001,93,64.10405034549983,872.4093241261422
93,rico,60,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f0_s45_v1""]",outputs/matched_forecasting005/rico_h60_f0_s45_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,72.70357167555105,666.7649649390679,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",19311,94,53.81997809755868,732.4506090256915
94,rico,5,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f2_s46_v1""]",outputs/matched_forecasting005/rico_h5_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,48.68741074559713,446.5125848786715,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",12932,95,36.041632062432235,490.5002991000074
95,rico,15,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f2_s46_v1""]",outputs/matched_forecasting005/rico_h15_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,46.39083476703122,425.4506704976021,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",12322,96,34.34155507835524,467.36349253868633
96,rico,30,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f2_s46_v1""]",outputs/matched_forecasting005/rico_h30_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,42.94597079918237,393.857798925998,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",11407,97,31.791439602239752,432.65828269670465
97,rico,60,2,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""2"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f2_s46_v1""]",outputs/matched_forecasting005/rico_h60_f2_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,36.05624286348466,330.67205578278976,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",9577,98,26.691208650008775,363.24786301274133
98,rico,5,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f1_s46_v1""]",outputs/matched_forecasting005/rico_h5_f1_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,73.43019325565469,673.4288165383243,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",19504,99,54.35787130727484,739.7709429049293
99,rico,15,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f1_s46_v1""]",outputs/matched_forecasting005/rico_h15_f1_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,69.96650489453889,641.6633063242523,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",18584,100,51.79382077391282,704.8760871075269
100,rico,30,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f1_s46_v1""]",outputs/matched_forecasting005/rico_h30_f1_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,64.77097235286521,594.0150410031445,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",17204,101,47.94774497386979,652.5338034114234
101,rico,60,1,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""1"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f1_s46_v1""]",outputs/matched_forecasting005/rico_h60_f1_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,54.37990726951786,498.71851036092886,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",14444,102,40.25559337378373,547.8492360192165
102,rico,5,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""5"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h5_f0_s46_v1""]",outputs/matched_forecasting005/rico_h5_f0_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,98.17297576571224,900.345048197977,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",26076,103,72.67411055211745,989.041586709851
103,rico,15,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""15"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h15_f0_s46_v1""]",outputs/matched_forecasting005/rico_h15_f0_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,93.54217502204656,857.8759421509026,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",24846,104,69.2460864694704,942.3886816763675
104,rico,30,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""30"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h30_f0_s46_v1""]",outputs/matched_forecasting005/rico_h30_f0_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,86.59597390654807,794.1722830802911,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",23001,105,64.10405034549983,872.4093241261422
105,rico,60,0,46,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""rico"", ""--horizon"", ""60"", ""--outer-fold"", ""0"", ""--model-seed"", ""46"", ""--out"", ""outputs/matched_forecasting005/rico_h60_f0_s46_v1""]",outputs/matched_forecasting005/rico_h60_f0_s46_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,72.70357167555105,666.7649649390679,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",19311,106,53.81997809755868,732.4506090256915
109,bdg2,3,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s42_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s42_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,292.3127084062521,2680.801895696707,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",77642,110,306.6847112272858,6941.108362560799
110,bdg2,6,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s42_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s42_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,292.1244644735828,2679.075509272029,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",77592,111,306.48721199283324,6936.638418224898
111,bdg2,1,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s42_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s42_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.3576782977492,3579.973001125903,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103684,112,409.5502124995479,9269.234170471573
112,bdg2,3,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s42_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s42_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.2070831516137,3578.5918919861606,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103644,113,409.3922131119859,9265.658215002852
113,bdg2,6,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s42_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s42_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.0188392189444,3576.8655055614827,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103594,114,409.19471387753333,9261.188270666951
114,bdg2,1,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f2_s43_v1""]",outputs/matched_forecasting005/bdg2_h1_f2_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.50869074857175,1783.8405648910984,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51664,115,204.0720089751229,4618.704083399978
115,bdg2,3,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f2_s43_v1""]",outputs/matched_forecasting005/bdg2_h3_f2_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.39574438897014,1782.8047330362917,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51634,116,203.95350943445138,4616.022116798437
116,bdg2,6,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f2_s43_v1""]",outputs/matched_forecasting005/bdg2_h6_f2_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.20750045630083,1781.078346611614,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51584,117,203.75601019999885,4611.552172462536
117,bdg2,1,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f1_s43_v1""]",outputs/matched_forecasting005/bdg2_h1_f1_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,292.4633035523875,2682.183004836449,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",77682,118,306.8427106148478,6944.68431802952
118,bdg2,3,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s43_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,292.3127084062521,2680.801895696707,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",77642,119,306.6847112272858,6941.108362560799
119,bdg2,6,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s43_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,292.1244644735828,2679.075509272029,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",77592,120,306.48721199283324,6936.638418224898
120,bdg2,1,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s43_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.3576782977492,3579.973001125903,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103684,121,409.5502124995479,9269.234170471573
121,bdg2,3,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s43_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.2070831516137,3578.5918919861606,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103644,122,409.3922131119859,9265.658215002852
122,bdg2,6,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s43_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s43_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,390.0188392189444,3576.8655055614827,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",103594,123,409.19471387753333,9261.188270666951
123,bdg2,1,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f2_s44_v1""]",outputs/matched_forecasting005/bdg2_h1_f2_s44_v1,True,separate authorization; frozen protocols and readiness; broader methods require separate implementation,10,194.50869074857175,1783.8405648910984,"same-dataset actual model-phase seconds per fitting row; min/max observed rates times [0.5,3]; not wall-time guarantees",51664,124,204.0720089751229,4618.704083399978
