model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09457679999468382,434663424,434786304,387579904,387629056,122880,484401152,5491945472,0.05,0.09375
persistence,tuning,False,0.0007046999962767586,426819584,426844160,383045632,383078400,24576,482127872,5474545664,0.05,0.0
persistence,final_fit,False,0.0005404999974416569,426844160,426844160,383078400,383078400,0,482127872,5474545664,0.05,0.0
persistence,calibration,False,0.002676100004464388,426844160,426926080,383078400,383078400,81920,482127872,5474476032,0.05,0.015625
persistence,inference,False,0.0038748000079067424,426926080,427196416,383078400,383291392,270336,482127872,5474476032,0.05,0.0
persistence,artifact_serialization,False,0.000628499998128973,427474944,427491328,383258624,383291392,16384,482127872,5474410496,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.6653444000112358,435134464,538943488,387391488,557649920,103809024,538943488,5386354688,0.05,0.640625
xgboost,tuning,False,3.259402099996805,433217536,544227328,387301376,560758784,111009792,546263040,5354057728,0.05,3.1875
xgboost,final_fit,False,1.1986987000127556,541077504,548007936,557572096,564535296,6930432,550109184,5325942784,0.05,1.171875
xgboost,calibration,False,0.07636039999488275,543133696,543137792,559644672,559661056,4096,550109184,5327585280,0.05,0.078125
xgboost,inference,False,0.14447290000680368,543133696,543137792,559644672,559661056,4096,550109184,5327605760,0.05,0.140625
xgboost,artifact_serialization,False,0.00566860000253655,543141888,544190464,559611904,561020928,1048576,550109184,5329223680,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.6618331000063336,539291648,560582656,557629440,605155328,21291008,560902144,5373870080,0.05,0.625
attention_lstm,tuning,False,46.97699110000394,535674880,646615040,554930176,679391232,110940160,648884224,5128716288,0.05,46.140625
attention_lstm,final_fit,False,12.139393600009498,635674624,646672384,667660288,679505920,10997760,648884224,5267824640,0.05,11.859375
attention_lstm,calibration,False,0.18663419999938924,642056192,642572288,674316288,674336768,516096,648884224,5260451840,0.05,0.1875
attention_lstm,inference,False,0.32373470001039095,629276672,633176064,665522176,667574272,3899392,648884224,5286252544,0.05,0.328125
attention_lstm,artifact_serialization,False,0.005180000007385388,634228736,634392576,668585984,668618752,163840,648884224,5290049536,0.05,0.0
