phase,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds
smoke_compute,23.45346399999835,174301184,267087872,133271552,226312192,92786688,277045248,3692384256,0.05
