dataset,horizon,outer_fold,model_seed,model,evidence_status,estimator_class,mae,rmse,n_fit,n_calibration,n_evaluation,selected_candidate,final_epochs,tuning_seconds,final_fit_seconds,calibration_seconds,inference_seconds,inference_batch_size,inference_rows_per_second,baseline_rss_bytes,peak_rss_bytes,peak_private_bytes,process_cpu_seconds,learned_tuning_fits,learned_final_fits,negative_predictions,status
bdg2,3,2,44,persistence,matched_forecasting005,src.pilot_forecasters.Persistence,42.80348447459585,78.69880137930757,51634,17360,34640,0,,0.0,0.0005004999984521419,0.007029500004136935,0.012976799989701249,256,2669379.201921219,452943872,453292032,407629824,0.015625,0,0,0,complete
bdg2,3,2,44,xgboost,matched_forecasting005,xgboost.sklearn.XGBRegressor,28.631108526298345,54.347339291416304,51634,17360,34640,0,,6.355394099999103,2.035436500009382,0.17482260000542738,0.29817609999736305,256,116172.95953735508,456499200,584429568,606064640,8.46875,4,1,47,complete
bdg2,3,2,44,attention_lstm,matched_forecasting005,src.attention_lstm.AttentionLSTM,33.40862848956101,64.60586569125029,51634,17360,34640,0,22.0,379.2760275000037,164.28734670000267,0.7026669999904698,1.4243972999975085,256,24319.057611286255,563466240,684412928,723165184,531.203125,4,1,1031,complete
