model,nominal_level,n_calibration,n_evaluation,rank,q,coverage,mpiw,winkler,negative_lower_bounds,verified
persistence,0.9,17350,34640,15616,203.15599999999995,0.8975461893764434,406.3119999999999,580.2719217667436,15085,True
persistence,0.95,17350,34640,16484,249.0,0.9442263279445727,498.0,703.0353413394918,16398,True
xgboost,0.9,17350,34640,15616,88.11931201171859,0.9079099307159353,176.23862402343724,323.8865528830091,12312,True
xgboost,0.95,17350,34640,16484,123.5343095703123,0.9484699769053118,247.06861914062472,444.44990676477437,13003,True
attention_lstm,0.9,17350,34640,15616,100.93195849609373,0.9083140877598153,201.8639169921875,366.89751064282575,12657,True
attention_lstm,0.95,17350,34640,16484,143.87679687499997,0.954243648960739,287.7535937499998,505.5403163812719,13485,True
