dataset,horizon,outer_fold,model_seed,model,estimator_class,payload_seed,fit_record_seeds,source_hash,protocol_hash,source_run,passed,seed_variability,actual_wrapper_random_state,actual_booster_seed,actual_n_jobs,serialized_training_seed,rng_paths
rico,15,2,46,persistence,src.pilot_forecasters.Persistence,46,[],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fba4163656ab14c306dd508668113d90ba96f38e46ee7b8f52fa4a00e8ee546f,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s46_v1,True,deterministic baseline alias on identical targets; not an independent replicate,,,,,
rico,15,2,46,xgboost,xgboost.sklearn.XGBRegressor,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fba4163656ab14c306dd508668113d90ba96f38e46ee7b8f52fa4a00e8ee546f,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s46_v1,True,,46.0,46.0,1.0,,
rico,15,2,46,attention_lstm,src.attention_lstm.AttentionLSTM,46,[46],cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,fba4163656ab14c306dd508668113d90ba96f38e46ee7b8f52fa4a00e8ee546f,smart_building_conformal/outputs/matched_forecasting005/rico_h15_f2_s46_v1,True,,,,,46.0,verified unchanged set_determinism NumPy/Torch and torch.Generator manual_seed path; actual fit and artifact seeds match
