dataset,group_id,target_id,units,n_rows,start,end,freq,missing_fraction,mean,std,min,max,season_steps,seasonal_naive_supported
rico,P4S7,B.RTD3,degC,240,2024-01-30 19:01:00,2024-01-30 23:00:00,0 days 00:01:00,0.0,18.6375,0.9025823019068572,16.3,19.5,,False
rico,P4S8,B.RTD3,degC,240,2024-01-30 23:01:00,2024-01-31 03:00:00,0 days 00:01:00,0.0,18.82833333333333,0.23076490358207444,18.6,19.5,,False
rico,P4S9,B.RTD3,degC,240,2024-01-31 03:01:00,2024-01-31 07:00:00,0 days 00:01:00,0.0,23.670416666666664,1.644694727347472,18.7,24.8,,False
rico,P4S10,B.RTD3,degC,240,2024-01-31 07:01:00,2024-01-31 11:00:00,0 days 00:01:00,0.0,23.477083333333333,0.4466704266167026,23.1,24.8,,False
rico,P4S11,B.RTD3,degC,240,2024-01-31 11:01:00,2024-01-31 15:00:00,0 days 00:01:00,0.0,23.747916666666665,0.2369520398247857,23.2,24.0,,False
rico,P4S12,B.RTD3,degC,240,2024-01-31 15:01:00,2024-01-31 19:00:00,0 days 00:01:00,0.0,28.716666666666665,1.6943832060940183,24.0,30.4,,False
rico,P4S13,B.RTD3,degC,240,2024-01-31 19:01:00,2024-01-31 23:00:00,0 days 00:01:00,0.0,25.18208333333333,2.248488993642792,22.7,30.4,,False
rico,P4S14,B.RTD3,degC,240,2024-01-31 23:01:00,2024-02-01 03:00:00,0 days 00:01:00,0.0,21.787499999999998,0.6325299536460025,20.8,22.7,,False
rico,P4S15,B.RTD3,degC,240,2024-02-01 03:01:00,2024-02-01 07:00:00,0 days 00:01:00,0.0,24.745833333333334,1.5279212138406626,20.8,26.1,,False
rico,P4S16,B.RTD3,degC,240,2024-02-01 07:01:00,2024-02-01 11:00:00,0 days 00:01:00,0.0,18.83291666666667,2.926241079431288,15.7,26.1,,False
rico,P4S17,B.RTD3,degC,240,2024-02-01 11:01:00,2024-02-01 15:00:00,0 days 00:01:00,0.0,15.715833333333334,0.13842861902889997,15.4,16.0,,False
rico,P4S18,B.RTD3,degC,240,2024-02-01 15:01:00,2024-02-01 19:00:00,0 days 00:01:00,0.0,20.591666666666665,1.9739128498070004,15.5,22.3,,False
rico,P4S19,B.RTD3,degC,240,2024-02-01 19:01:00,2024-02-01 23:00:00,0 days 00:01:00,0.0,18.756666666666664,1.3179312642525336,17.6,22.3,,False
rico,P4S20,B.RTD3,degC,240,2024-02-01 23:01:00,2024-02-02 03:00:00,0 days 00:01:00,0.0,18.666249999999998,0.33031381680641436,17.6,18.9,,False
rico,P4S21,B.RTD3,degC,240,2024-02-02 03:01:00,2024-02-02 07:00:00,0 days 00:01:00,0.0,21.27208333333333,1.0225960857214227,18.9,22.4,,False
rico,P4S22,B.RTD3,degC,240,2024-02-02 07:01:00,2024-02-02 11:00:00,0 days 00:01:00,0.0,23.11416666666667,0.23882411845057844,22.4,23.4,,False
rico,P4S23,B.RTD3,degC,240,2024-02-02 11:01:00,2024-02-02 15:00:00,0 days 00:01:00,0.0,21.853333333333335,1.1418939954269793,20.2,23.6,,False
rico,P4S24,B.RTD3,degC,240,2024-02-02 15:01:00,2024-02-02 19:00:00,0 days 00:01:00,0.0,18.747083333333332,0.5117774356633109,18.2,20.2,,False
rico,P4S25,B.RTD3,degC,240,2024-02-02 19:01:00,2024-02-02 23:00:00,0 days 00:01:00,0.0,15.2325,1.3675658673985835,13.7,18.2,,False
rico,P4S26,B.RTD3,degC,240,2024-02-02 23:01:00,2024-02-03 03:00:00,0 days 00:01:00,0.0,15.797916666666664,0.8442990168456806,13.7,16.6,,False
rico,P4S27,B.RTD3,degC,240,2024-02-03 03:01:00,2024-02-03 07:00:00,0 days 00:01:00,0.0,17.995,0.6425433251432874,16.6,18.6,,False
rico,P4S28,B.RTD3,degC,240,2024-02-03 07:01:00,2024-02-03 11:00:00,0 days 00:01:00,0.0,16.20625,0.8875254136263572,15.5,18.6,,False
rico,P4S29,B.RTD3,degC,240,2024-02-03 11:01:00,2024-02-03 15:00:00,0 days 00:01:00,0.0,15.737083333333333,0.2608319352875141,15.3,16.2,,False
rico,P4S30,B.RTD3,degC,240,2024-02-03 15:01:00,2024-02-03 19:00:00,0 days 00:01:00,0.0,21.439583333333335,2.72076622724544,15.3,24.3,,False
rico,P4S31,B.RTD3,degC,240,2024-02-03 19:01:00,2024-02-03 23:00:00,0 days 00:01:00,0.0,16.929583333333333,2.6533628763695245,14.7,24.3,,False
rico,P4S32,B.RTD3,degC,240,2024-02-03 23:01:00,2024-02-04 03:00:00,0 days 00:01:00,0.0,18.319999999999997,1.2001812973228316,14.7,19.2,,False
rico,P4S33,B.RTD3,degC,240,2024-02-04 03:01:00,2024-02-04 07:00:00,0 days 00:01:00,0.0,20.571250000000003,0.6814690782438412,19.1,21.3,,False
rico,P4S34,B.RTD3,degC,240,2024-02-04 07:01:00,2024-02-04 11:00:00,0 days 00:01:00,0.0,28.342499999999998,2.550844064095362,21.3,31.0,,False
rico,P4S35,B.RTD3,degC,240,2024-02-04 11:01:00,2024-02-04 15:00:00,0 days 00:01:00,0.0,24.79958333333333,2.0932147388209588,22.4,31.0,,False
rico,P4S36,B.RTD3,degC,240,2024-02-04 15:01:00,2024-02-04 19:00:00,0 days 00:01:00,0.0,18.10666666666667,1.8268904158030004,16.0,22.3,,False
rico,P4S37,B.RTD3,degC,240,2024-02-04 19:01:00,2024-02-04 23:00:00,0 days 00:01:00,0.0,18.993750000000002,1.1713823057721808,16.0,20.1,,False
rico,P4S38,B.RTD3,degC,240,2024-02-04 23:01:00,2024-02-05 03:00:00,0 days 00:01:00,0.0,24.585416666666667,1.6552173861873731,20.1,26.1,,False
rico,P4S39,B.RTD3,degC,240,2024-02-05 03:01:00,2024-02-05 07:00:00,0 days 00:01:00,0.0,22.970416666666665,1.2080621058554504,21.9,26.1,,False
rico,P4S40,B.RTD3,degC,240,2024-02-05 07:01:00,2024-02-05 11:00:00,0 days 00:01:00,0.0,20.34416666666667,0.9673581185001616,19.0,21.9,,False
rico,P4S41,B.RTD3,degC,240,2024-02-05 11:01:00,2024-02-05 15:00:00,0 days 00:01:00,0.0,26.572499999999998,3.467613759962969,19.0,30.2,,False
rico,P4S42,B.RTD3,degC,240,2024-02-05 15:01:00,2024-02-05 19:00:00,0 days 00:01:00,0.0,19.302500000000002,4.162614291594379,15.2,30.2,,False
rico,P4S43,B.RTD3,degC,240,2024-02-05 19:01:00,2024-02-05 23:00:00,0 days 00:01:00,0.0,20.393333333333334,2.052154020226945,15.2,22.2,,False
rico,P4S44,B.RTD3,degC,240,2024-02-05 23:01:00,2024-02-06 03:00:00,0 days 00:01:00,0.0,25.276249999999997,1.15591009082684,22.2,26.4,,False
rico,P4S45,B.RTD3,degC,240,2024-02-06 03:01:00,2024-02-06 07:00:00,0 days 00:01:00,0.0,22.04375,1.5577725555189479,20.7,26.4,,False
rico,P4S46,B.RTD3,degC,240,2024-02-06 07:01:00,2024-02-06 11:00:00,0 days 00:01:00,0.0,15.662083333333333,2.1169419784932306,13.7,20.7,,False
