model,mae,rmse,n,negative_predictions,verified
persistence,0.12998936988997678,0.25754481604675455,9907,0,True
xgboost,0.1275753094787926,0.2453679381741562,9907,0,True
attention_lstm,0.15473173186145373,0.2650504133471614,9907,0,True
