model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09901619999436662,396386304,396406784,351281152,351330304,20480,411684864,4516687872,0.05,0.09375
persistence,tuning,False,0.0008524000004399568,381726720,381743104,337924096,337956864,16384,407183360,4064579584,0.05,0.0
persistence,final_fit,False,0.000630000009550713,381743104,381743104,337956864,337956864,0,407183360,4064571392,0.05,0.0
persistence,calibration,False,0.002550699995481409,381743104,381820928,337956864,337956864,77824,407183360,4064497664,0.05,0.0
persistence,inference,False,0.004096899996511638,381820928,381820928,337956864,337956864,0,407183360,4064497664,0.05,0.0
persistence,artifact_serialization,False,0.001558200005092658,381882368,381882368,337924096,337924096,0,407183360,4064305152,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.5071577999915462,411652096,516284416,366948352,539897856,104632320,516284416,4417703936,0.05,0.484375
xgboost,tuning,False,2.800623100003577,388063232,500338688,342904832,522969088,112275456,501366784,3945017344,0.05,2.71875
xgboost,final_fit,False,0.6621644999977434,497389568,501075968,519995392,523706368,3686400,501366784,3945594880,0.05,0.65625
xgboost,calibration,False,0.04706459998851642,498774016,498774016,521371648,521371648,0,501366784,3948290048,0.05,0.0625
xgboost,inference,False,0.09128829999826849,498774016,498782208,521371648,521388032,8192,501366784,3948634112,0.05,0.109375
xgboost,artifact_serialization,False,0.004440999997314066,498774016,498790400,521338880,521371648,16384,501366784,3948773376,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.7097495999914827,517734400,537190400,541171712,585728000,19456000,537190400,4378198016,0.05,0.734375
attention_lstm,tuning,False,49.0571581999975,498573312,628490240,523550720,667402240,129916928,628490240,3830558720,0.05,48.078125
attention_lstm,final_fit,False,8.833134899992729,624799744,627617792,667226112,668311552,2818048,628490240,4175253504,0.05,8.59375
attention_lstm,calibration,False,0.1935898000083398,610242560,611291136,650616832,652779520,1048576,628490240,4194582528,0.05,0.1875
attention_lstm,inference,False,0.43872179999016225,611291136,612679680,652779520,655060992,1388544,628490240,4194582528,0.05,0.40625
attention_lstm,artifact_serialization,False,0.004585600006976165,612978688,613134336,658800640,658833408,155648,628490240,4201000960,0.05,0.015625
