model,mae,rmse,n,negative_predictions,verified
persistence,42.80348447459585,78.69880137930757,34640,0,True
xgboost,28.631108526298345,54.347339291416304,34640,47,True
attention_lstm,33.40862848956101,64.60586569125029,34640,1031,True
