dataset,outer_fold,model_seed,horizon,level,method,support,group_id,n,coverage,signed_coverage_deviation,absolute_coverage_deviation,mpiw,winkler,mae,rmse,sum_absolute_error,sum_squared_error,sum_width,sum_winkler,covered_count,available_count,unavailable_count,raw_crossed,status
pleia_energy,2,42,1,0.9,quantile_uncalibrated,native,,9907,0.689613404663369,-0.210386595336631,0.210386595336631,0.310015530537637,0.829369332616025,0.121679443986889,0.209503396427138,1205.47825157811,434.834805545415,3071.32386103637,8216.56197822696,6832,9907,0,0,complete
pleia_energy,2,42,1,0.9,quantile_uncalibrated,common,,9902,0.689456675419107,-0.210543324580893,0.210543324580893,0.309750024839304,0.829366073838555,0.121652662080801,0.209517281076377,1204.60465992409,434.672956571553,3067.14474595879,8212.38286314937,6827,9902,0,0,complete
pleia_energy,2,42,1,0.9,cqr,native,,9907,0.816695265973554,-0.083304734026446,0.083304734026446,0.33928650340894,0.800420088301342,0.121679443986889,0.209503396427138,1205.47825157811,434.834805545415,3361.31138927237,7929.7618148014,8091,9907,0,0,complete
pleia_energy,2,42,1,0.9,cqr,common,,9902,0.816602706523935,-0.0833972934760655,0.0833972934760655,0.339020997710607,0.800387431312811,0.121652662080801,0.209517281076377,1204.60465992409,434.672956571553,3356.98591933043,7925.43634485946,8086,9902,0,0,complete
pleia_energy,2,42,1,0.9,recentred_enbpi_static,native,,9907,0.172403351165842,-0.727596648834158,0.727596648834158,0.055988073348999,2.46104218979783,0.144227399739578,0.227309247090096,1428.86084922,511.889675202085,554.673842668533,24381.5449743271,1708,9907,0,0,complete
pleia_energy,2,42,1,0.9,recentred_enbpi_static,common,,9902,0.17249040597859,-0.72750959402141,0.72750959402141,0.055988073348999,2.46090762940495,0.144219479383963,0.227338056867217,1428.06128486,511.761026975804,554.393902301788,24367.9073463678,1708,9902,0,0,complete
pleia_energy,2,42,1,0.9,recentred_enbpi_updated,native,,9907,0.735843343090744,-0.164156656909256,0.164156656909256,0.279521033557081,1.28387616758353,0.144227399739578,0.227309247090096,1428.86084922,511.889675202085,2769.21487945,12719.36119225,7290,9907,0,0,complete
pleia_energy,2,42,1,0.9,recentred_enbpi_updated,common,,9902,0.735709957584326,-0.164290042415674,0.164290042415674,0.279365096562311,1.28422737820238,0.144219479383963,0.227338056867217,1428.06128486,511.761026975804,2766.27318616,12716.41949896,7285,9902,0,0,complete
pleia_energy,2,42,1,0.9,dscp,native,,9902,0.718440719046657,-0.181559280953343,0.181559280953343,0.251165960464567,1.33340850637052,0.123760010754429,0.214440433459663,1225.47162649035,455.340494472448,2487.04534052014,13203.4110300809,7114,9902,0,0,complete
pleia_energy,2,42,1,0.9,dscp,common,,9902,0.718440719046657,-0.181559280953343,0.181559280953343,0.251165960464567,1.33340850637052,0.123760010754429,0.214440433459663,1225.47162649035,455.340494472448,2487.04534052014,13203.4110300809,7114,9902,0,0,complete
