stage,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
dscp_assignment_000000_000064,0.7196139000006951,575860736,575889408,662224896,662278144,28672,1034448896,2925371392,0.05,0.71875
dscp_assignment_000064_000576,5.803207300006761,575868928,575889408,662224896,662278144,20480,1034448896,2918858752,0.05,5.578125
dscp_assignment_000576_001088,5.835643500002334,575868928,575889408,662224896,662278144,20480,1034448896,2930061312,0.05,5.65625
dscp_assignment_001088_001600,5.806756300007692,575868928,575889408,662224896,662278144,20480,1034448896,2937724928,0.05,5.671875
dscp_assignment_001600_002112,5.758803800010355,575868928,575889408,662224896,662278144,20480,1034448896,2937040896,0.05,5.640625
dscp_assignment_002112_002624,5.999204599997029,575852544,575873024,662192128,662245376,20480,1034448896,2947219456,0.05,5.90625
dscp_assignment_002624_003136,6.026166299998295,575852544,575873024,662192128,662245376,20480,1034448896,2987749376,0.05,5.796875
dscp_assignment_003136_003648,6.288423000005423,575852544,575873024,662192128,662245376,20480,1034448896,2927620096,0.05,6.0625
dscp_assignment_003648_004160,6.286069099995075,575852544,575873024,662192128,662245376,20480,1034448896,2938781696,0.05,6.15625
dscp_assignment_004160_004672,6.103317699991749,575852544,575873024,662192128,662245376,20480,1034448896,2938613760,0.05,6.015625
dscp_assignment_004672_005184,5.96313299999747,575852544,577150976,662192128,664203264,1298432,1034448896,2938920960,0.05,5.84375
dscp_assignment_005184_005696,5.917701700003818,575852544,575873024,662192128,662245376,20480,1034448896,2948415488,0.05,5.8125
dscp_assignment_005696_006208,5.939032800000859,575852544,575873024,662192128,662245376,20480,1034448896,2947264512,0.05,5.859375
dscp_assignment_006208_006720,5.79997770000773,575852544,575873024,662192128,662245376,20480,1034448896,2922889216,0.05,5.671875
dscp_assignment_006720_007232,5.773569299999508,575852544,575873024,662192128,662245376,20480,1034448896,2947330048,0.05,5.734375
dscp_assignment_007232_007744,5.788768300000811,575852544,575873024,662192128,662245376,20480,1034448896,2939625472,0.05,5.71875
dscp_assignment_007744_008256,5.83468489999359,575852544,575873024,662192128,662245376,20480,1034448896,2939228160,0.05,5.765625
dscp_assignment_008256_008768,6.063342900000862,575852544,575873024,662192128,662245376,20480,1034448896,2930487296,0.05,5.90625
dscp_assignment_008768_009280,6.039918499998748,575852544,575873024,662192128,662245376,20480,1034448896,2929139712,0.05,5.90625
dscp_assignment_009280_009792,5.841800100010005,575852544,575873024,662192128,662245376,20480,1034448896,2936619008,0.05,5.6875
dscp_assignment_009792_010304,5.751186800000141,575852544,575873024,662192128,662245376,20480,1034448896,2933321728,0.05,5.671875
dscp_assignment_010304_010816,5.990618600000744,575852544,575873024,662192128,662245376,20480,1034448896,2927616000,0.05,5.796875
dscp_assignment_010816_011328,5.892362700004014,575852544,575873024,662192128,662245376,20480,1034448896,2922491904,0.05,5.78125
dscp_assignment_011328_011840,5.891448399997898,575852544,575873024,662192128,662245376,20480,1034448896,2918371328,0.05,5.765625
dscp_assignment_011840_012352,6.017196500004502,575852544,575873024,662192128,662245376,20480,1034448896,2921578496,0.05,5.9375
dscp_assignment_012352_012864,5.9812479999964125,575852544,575873024,662192128,662245376,20480,1034448896,2869616640,0.05,5.875
dscp_assignment_012864_013376,5.97918270000082,575852544,575873024,662192128,662245376,20480,1034448896,2905489408,0.05,5.890625
dscp_assignment_013376_013888,6.135354400001233,575852544,575873024,662192128,662245376,20480,1034448896,2915553280,0.05,5.921875
dscp_assignment_013888_014400,6.222089100003359,575836160,575856640,662159360,662212608,20480,1034448896,2905133056,0.05,6.015625
dscp_assignment_014400_014912,6.28710209998826,575836160,575856640,662159360,662212608,20480,1034448896,2909405184,0.05,6.03125
dscp_assignment_014912_015424,6.263078399992082,575836160,575856640,662159360,662212608,20480,1034448896,2931453952,0.05,6.09375
dscp_assignment_015424_015936,6.292224499993608,575836160,575856640,662159360,662212608,20480,1034448896,2920304640,0.05,6.171875
dscp_assignment_015936_016448,6.251828299995395,575836160,575856640,662159360,662212608,20480,1034448896,2853765120,0.05,5.96875
dscp_assignment_016448_016960,6.420266800007084,575836160,575856640,662159360,662212608,20480,1034448896,2850209792,0.05,6.171875
dscp_assignment_016960_017472,6.2633946999994805,575836160,575856640,662159360,662212608,20480,1034448896,2846486528,0.05,6.140625
dscp_assignment_017472_017984,6.49240099999588,575836160,575856640,662159360,662212608,20480,1034448896,2844155904,0.05,6.296875
dscp_assignment_017984_018496,6.431391199992504,575836160,575856640,662159360,662212608,20480,1034448896,2837966848,0.05,6.234375
dscp_assignment_018496_019008,6.008069499992416,575836160,575856640,662159360,662212608,20480,1034448896,2867605504,0.05,5.875
dscp_assignment_019008_019520,5.8850395000044955,575836160,575856640,662159360,662212608,20480,1034448896,2843435008,0.05,5.859375
dscp_assignment_019520_020032,5.830177000010735,575836160,575856640,662159360,662212608,20480,1034448896,2882985984,0.05,5.71875
dscp_assignment_020032_020544,5.8507253999996465,575836160,575856640,662159360,662212608,20480,1034448896,2905620480,0.05,5.75
dscp_assignment_020544_021056,5.759725399999297,575836160,575856640,662159360,662212608,20480,1034448896,2907160576,0.05,5.609375
dscp_assignment_021056_021568,6.20004820000031,575836160,575856640,662159360,662212608,20480,1034448896,2904051712,0.05,5.984375
dscp_assignment_021568_022080,6.312800300001982,575836160,575856640,662159360,662212608,20480,1034448896,2837999616,0.05,6.15625
dscp_assignment_022080_022592,6.090854100009892,575836160,575856640,662159360,662212608,20480,1034448896,2837516288,0.05,5.859375
dscp_assignment_022592_023104,6.066959799994947,575836160,575856640,662159360,662212608,20480,1034448896,2844831744,0.05,5.828125
dscp_assignment_023104_023616,6.046401100000367,575836160,575856640,662159360,662212608,20480,1034448896,2834481152,0.05,5.90625
dscp_assignment_023616_024128,6.020678799992311,575836160,575856640,662159360,662212608,20480,1034448896,2831781888,0.05,5.859375
dscp_assignment_024128_024640,5.97131699998863,575836160,575856640,662159360,662212608,20480,1034448896,2809155584,0.05,5.921875
dscp_assignment_024640_025152,5.993379799998365,575836160,575856640,662159360,662212608,20480,1034448896,2871025664,0.05,5.859375
dscp_assignment_025152_025664,6.01119830000971,575836160,575856640,662159360,662212608,20480,1034448896,2878312448,0.05,5.890625
dscp_assignment_025664_026176,6.134170900011668,575836160,575856640,662159360,662212608,20480,1034448896,2874900480,0.05,5.96875
dscp_assignment_026176_026688,6.1190944999980275,575836160,575856640,662159360,662212608,20480,1034448896,2853003264,0.05,6.09375
dscp_assignment_026688_027200,6.600904300008551,575836160,575856640,662159360,662212608,20480,1034448896,2875629568,0.05,6.421875
dscp_assignment_027200_027712,6.420906599989394,575836160,575873024,662159360,662245376,36864,1034448896,2885152768,0.05,6.3125
dscp_assignment_027712_028224,5.961332799997763,575852544,575873024,662192128,662245376,20480,1034448896,2894700544,0.05,5.84375
dscp_assignment_028224_028736,5.932746099992073,575852544,575873024,662192128,662245376,20480,1034448896,2885308416,0.05,5.875
dscp_assignment_028736_029248,5.842011700005969,575852544,575873024,662192128,662245376,20480,1034448896,2897072128,0.05,5.765625
dscp_assignment_029248_029760,6.0200705000024755,575852544,575873024,662192128,662245376,20480,1034448896,2889875456,0.05,5.796875
dscp_assignment_029760_030272,5.98879190000298,575852544,575873024,662192128,662245376,20480,1034448896,2886250496,0.05,5.921875
dscp_assignment_030272_030784,6.082932499994058,575852544,575873024,662192128,662245376,20480,1034448896,2862047232,0.05,5.96875
dscp_assignment_030784_031296,6.015175200009253,575852544,575873024,662192128,662245376,20480,1034448896,2817110016,0.05,5.875
dscp_assignment_031296_031808,6.144902299987734,575852544,575873024,662192128,662245376,20480,1034448896,2815090688,0.05,5.96875
dscp_assignment_031808_032320,6.176004199995077,575852544,575873024,662192128,662245376,20480,1034448896,2822696960,0.05,5.984375
dscp_assignment_032320_032832,6.225718700006837,575852544,575873024,662192128,662245376,20480,1034448896,2840236032,0.05,6.03125
dscp_assignment_032832_033344,6.261302699989756,575852544,575873024,662192128,662245376,20480,1034448896,2854281216,0.05,6.046875
dscp_assignment_033344_033856,6.100105899997288,575852544,575873024,662192128,662245376,20480,1034448896,2869231616,0.05,5.984375
dscp_assignment_033856_034368,5.966080300000613,575852544,575873024,662192128,662245376,20480,1034448896,2868068352,0.05,5.8125
dscp_assignment_034368_034590,2.570532900004764,575852544,575873024,662192128,662245376,20480,1034448896,2877263872,0.05,2.515625
dscp_fit,0.8085945000057109,573702144,608649216,626962432,695140352,34947072,1034448896,2901258240,0.05,0.71875
dscp_joint,10.658413500001188,556417024,687104000,611229696,739942400,130686976,1034448896,2814627840,0.05,10.15625
historical_h1,5.9797423999989405,472887296,617463808,425885696,655077376,144576512,1034448896,2580070400,0.05,5.71875
historical_h3,5.33234700000321,604073984,626991104,656343040,696631296,22917120,1034448896,2783408128,0.05,5.203125
historical_h6,5.425842999989982,619831296,638525440,672059392,707604480,18694144,1034448896,2809270272,0.05,5.265625
owner_cal_h1_cqr_l90,1.672735100000864,589246464,592343040,608374784,611491840,3096576,1034448896,2615828480,0.05,1.609375
owner_cal_h1_cqr_l95,1.5875226000061957,604389376,607444992,623669248,626786304,3055616,1034448896,2644189184,0.05,1.53125
owner_cal_h1_enbpi,1.3226106999936746,600907776,612495360,621244416,631758848,11587584,1034448896,2627166208,0.05,1.34375
owner_cal_h3_cqr_l90,1.63536380000005,603942912,606998528,656789504,659902464,3055616,1034448896,2816397312,0.05,1.5625
owner_cal_h3_cqr_l95,1.6834976000100141,607080448,610320384,660258816,663412736,3239936,1034448896,2796204032,0.05,1.640625
owner_cal_h3_enbpi,1.3471347000013338,603774976,614977536,657084416,667488256,11202560,1034448896,2856587264,0.05,1.328125
owner_cal_h6_cqr_l90,1.6731615000026068,618274816,621338624,670461952,673570816,3063808,1034448896,2778796032,0.05,1.609375
owner_cal_h6_cqr_l95,1.690158800003701,617566208,620630016,669741056,672849920,3063808,1034448896,2862145536,0.05,1.671875
owner_cal_h6_enbpi,1.4017862000036985,612413440,624345088,665886720,678686720,11931648,1034448896,2766647296,0.05,1.328125
owner_fit_h1_cqr_l90,13.571431400006986,589889536,612683776,612229120,631922688,22794240,1034448896,2586288128,0.05,13.28125
owner_fit_h1_cqr_l95,13.105342800001381,600276992,628146176,621555712,647495680,27869184,1034448896,2614517760,0.05,12.9375
owner_fit_h1_enbpi,3.7631118999997852,600600576,638840832,623218688,659066880,38240256,1034448896,2603708416,0.05,3.640625
