stage,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
owner_fit_h3_cqr_l90,14.015949599997839,608575488,629514240,660930560,682438656,20938752,1034448896,2711130112,0.05,13.8125
owner_fit_h3_cqr_l95,13.150977299999795,602984448,630829056,657092608,684068864,27844608,1034448896,2765754368,0.05,13.0
owner_fit_h3_enbpi,3.636713100000634,604131328,640208896,658698240,693899264,36077568,1034448896,2842521600,0.05,3.5625
owner_fit_h6_cqr_l90,13.441191600009915,623624192,643588096,676421632,695869440,19963904,1034448896,2748760064,0.05,13.078125
owner_fit_h6_cqr_l95,13.860390099987853,612589568,641290240,665362432,693538816,28700672,1034448896,2820751360,0.05,13.484375
owner_fit_h6_enbpi,3.778534299999592,613351424,649486336,668459008,703901696,36134912,1034448896,2757046272,0.05,3.640625
preparation_h1,0.0007624999998370185,472883200,472899584,425885696,425918464,16384,1034448896,2723901440,0.05,0.0
preparation_h3,0.0006078000005800277,604073984,604090368,656343040,656375808,16384,1034448896,2809184256,0.05,0.0
preparation_h6,0.0006236000044737011,619831296,619847680,672059392,672092160,16384,1034448896,2847277056,0.05,0.015625
raw_h1_cqr_l90,14.10603359999368,586645504,603897856,605724672,623202304,17252352,1034448896,2551070720,0.05,13.796875
raw_h1_cqr_l95,13.946996200000285,601722880,616476672,621023232,635838464,14753792,1034448896,2625097728,0.05,13.34375
raw_h1_enbpi,15.368863499999861,601866240,688168960,621064192,741031936,86302720,1034448896,2543489024,0.05,15.09375
raw_h3_cqr_l90,14.058349400002044,600236032,616026112,653090816,668917760,15790080,1034448896,2746089472,0.05,13.65625
raw_h3_cqr_l95,14.106825499999104,604606464,619659264,657649664,672464896,15052800,1034448896,2796945408,0.05,13.59375
raw_h3_enbpi,16.095670900002006,604516352,690696192,656805888,743137280,86179840,1034448896,2686750720,0.05,15.5
raw_h6_cqr_l90,13.860236099993926,615624704,630321152,667824128,682569728,14696448,1034448896,2740674560,0.05,13.59375
raw_h6_cqr_l95,13.85146910000185,614912000,631496704,667099136,683745280,16584704,1034448896,2833403904,0.05,13.578125
raw_h6_enbpi,16.01098049999564,613822464,701214720,668037120,754315264,87392256,1034448896,2742415360,0.05,15.53125
seasonal_h1,0.22879750000720378,574431232,595714048,594571264,632619008,21282816,1034448896,2596020224,0.05,0.203125
seasonal_h3,0.2108363999868743,594124800,613392384,647323648,678387712,19267584,1034448896,2793455616,0.05,0.21875
seasonal_h6,0.19970300000568386,606220288,623915008,660508672,691744768,17694720,1034448896,2828890112,0.05,0.1875
stream_h1_l90_cqr,10.791591200002586,589545472,620933120,610377728,640262144,31387648,1034448896,2590302208,0.05,10.625
stream_h1_l90_dscp,8.278321200006758,578621440,604401664,664965120,689860608,25780224,1034448896,2866642944,0.05,8.0
stream_h1_l90_quantile_uncalibrated,11.371538000006694,590094336,622325760,609185792,641388544,32231424,1034448896,2601299968,0.05,11.0625
stream_h1_l90_recentred_enbpi_static,10.933270699999412,600674304,622329856,653332480,674209792,21655552,1034448896,2645475328,0.05,10.5
stream_h1_l90_recentred_enbpi_updated,23.58876959999907,592285696,645378048,645726208,697827328,53092352,1034448896,2660286464,0.05,23.015625
stream_h1_l95_cqr,10.730068899996695,590733312,619855872,613871616,639762432,29122560,1034448896,2602635264,0.05,10.25
stream_h1_l95_dscp,7.9633247000019765,572833792,602447872,658882560,688029696,29614080,1034448896,2870267904,0.05,7.84375
stream_h1_l95_quantile_uncalibrated,11.164706199997454,599760896,621494272,619048960,641478656,21733376,1034448896,2584891392,0.05,10.765625
stream_h1_l95_recentred_enbpi_static,10.367313999988255,605114368,633470976,659492864,685969408,28356608,1034448896,2601066496,0.05,10.140625
stream_h1_l95_recentred_enbpi_updated,24.272536000004038,598855680,645361664,652492800,697716736,46505984,1034448896,2426118144,0.05,23.703125
stream_h3_l90_cqr,10.986597700000857,592609280,625930240,647786496,678875136,33320960,1034448896,2772865024,0.05,10.75
stream_h3_l90_dscp,8.109096999993199,570400768,603893760,656650240,689496064,33492992,1034448896,2854862848,0.05,7.9375
stream_h3_l90_quantile_uncalibrated,11.244550900009926,601284608,624295936,654102528,677175296,23011328,1034448896,2763116544,0.05,10.9375
stream_h3_l90_recentred_enbpi_static,10.487051499992958,605552640,626049024,657793024,678596608,20496384,1034448896,2809913344,0.05,10.1875
stream_h3_l90_recentred_enbpi_updated,22.62561149999965,594927616,645914624,649334784,698478592,50987008,1034448896,2796699648,0.05,22.140625
stream_h3_l95_cqr,10.612787699996261,594247680,624005120,647270400,676478976,29757440,1034448896,2852519936,0.05,10.265625
stream_h3_l95_dscp,7.849832399995648,569774080,603881472,655466496,689098752,34107392,1034448896,2879971328,0.05,7.578125
stream_h3_l95_quantile_uncalibrated,10.892175999993924,604987392,627720192,657649664,680243200,22732800,1034448896,2851176448,0.05,10.53125
stream_h3_l95_recentred_enbpi_static,10.306634300010046,609861632,631988224,663760896,684441600,22126592,1034448896,2789683200,0.05,10.171875
stream_h3_l95_recentred_enbpi_updated,22.973631599990767,604876800,645775360,660545536,698458112,40898560,1034448896,2806099968,0.05,22.203125
stream_h6_l90_cqr,11.339572800003225,602914816,634351616,658055168,686981120,31436800,1034448896,2828595200,0.05,10.953125
stream_h6_l90_dscp,8.147866300001624,570269696,603811840,656236544,689475584,33542144,1034448896,2847604736,0.05,7.8125
stream_h6_l90_quantile_uncalibrated,10.98820340000384,613605376,632713216,665755648,685363200,19107840,1034448896,2727497728,0.05,10.546875
stream_h6_l90_recentred_enbpi_static,10.521650800001225,615645184,631693312,668037120,684150784,16048128,1034448896,2845720576,0.05,9.84375
stream_h6_l90_recentred_enbpi_updated,23.470551099992008,603246592,646955008,657281024,699617280,43708416,1034448896,2816913408,0.05,21.515625
stream_h6_l95_cqr,10.415077500001644,603467776,635650048,658833408,688513024,32182272,1034448896,2734227456,0.05,10.15625
stream_h6_l95_dscp,7.782850599993253,570077184,604577792,656048128,690208768,34500608,1034448896,2881306624,0.05,7.671875
stream_h6_l95_quantile_uncalibrated,10.534410200009006,616763392,636641280,668930048,689213440,19877888,1034448896,2732634112,0.05,10.328125
stream_h6_l95_recentred_enbpi_static,10.347415199998068,615284736,637472768,670007296,689860608,22188032,1034448896,2837778432,0.05,9.890625
stream_h6_l95_recentred_enbpi_updated,23.092826199994306,607100928,646983680,661958656,699580416,39882752,1034448896,2820063232,0.05,22.5
