dataset,outer_fold,model_seed,horizon,level,method,support,n,coverage,signed_coverage_deviation,absolute_coverage_deviation,mpiw,winkler,mae,rmse,sum_absolute_error,sum_squared_error,sum_width,sum_winkler,covered_count,available_count,unavailable_count,raw_crossed,status
bdg2,2,43,1,0.9,quantile_uncalibrated,common,34590,0.823619543220584,-0.07638045677941607,0.07638045677941607,67.69449836160615,119.41712589666604,17.31820667573736,35.86187843531962,599036.7689137553,44485310.89862453,2341552.6983279567,4130638.384765678,28489,34590,0,0,complete
bdg2,2,43,1,0.9,cqr,common,34590,0.8856895056374675,-0.014310494362532511,0.014310494362532511,71.98443031309378,118.22886151280333,17.31820667573736,35.86187843531962,599036.7689137553,44485310.89862453,2489941.444529914,4089536.3197278674,30636,34590,0,0,complete
bdg2,2,43,1,0.9,recentred_enbpi_static,common,34590,0.8970511708586296,-0.0029488291413704015,0.0029488291413704015,99.65842154947924,185.18223937938174,23.105648903931773,38.56442494546236,799224.3955870001,51442762.40083358,3447184.801396487,6405453.660132814,31029,34590,0,0,complete
bdg2,2,43,1,0.9,recentred_enbpi_updated,common,34590,0.9022260769008384,0.002226076900838425,0.002226076900838425,85.67170640670713,134.3944899614918,23.105648903931773,38.56442494546236,799224.3955870001,51442762.40083358,2963384.3246079995,4648705.407768001,31208,34590,0,0,complete
bdg2,2,43,1,0.9,dscp,common,34590,0.9014165943914426,0.0014165943914425938,0.0014165943914425938,82.70935642572194,151.70324705510222,17.757091956644476,34.95374732587911,614217.8107803324,42260832.39887925,2860916.6387657216,5247415.315635986,31180,34590,0,0,complete
bdg2,2,43,1,0.95,quantile_uncalibrated,common,34590,0.8836368892743568,-0.06636311072564316,0.06636311072564316,89.35570883137129,156.54430118166775,17.31820667573736,35.86187843531962,599036.7689137553,44485310.89862453,3090813.9684771327,5414867.377873887,30565,34590,0,0,complete
bdg2,2,43,1,0.95,cqr,common,34590,0.9504191962995086,0.00041919629950859516,0.00041919629950859516,98.45169397355002,154.43777188593452,17.31820667573736,35.86187843531962,599036.7689137553,44485310.89862453,3405444.094545095,5342002.529534475,32875,34590,0,0,complete
bdg2,2,43,1,0.95,recentred_enbpi_static,common,34590,0.9448684590922232,-0.005131540907776788,0.005131540907776788,142.4620081380212,248.68335308595204,23.105648903931773,38.56442494546236,799224.3955870001,51442762.40083358,4927760.861494153,8601957.183243081,32683,34590,0,0,complete
bdg2,2,43,1,0.95,recentred_enbpi_updated,common,34590,0.9509973980919341,0.0009973980919341097,0.0009973980919341097,117.59862698326104,169.41690776961545,23.105648903931773,38.56442494546236,799224.3955870001,51442762.40083358,4067736.5073509994,5860130.839750999,32895,34590,0,0,complete
bdg2,2,43,1,0.95,dscp,common,34590,0.9457068516912402,-0.004293148308759709,0.004293148308759709,115.26204637898358,202.8427793390705,17.757091956644476,34.95374732587911,614217.8107803324,42260832.39887925,3986914.184249042,7016331.737338448,32712,34590,0,0,complete
bdg2,2,43,3,0.9,quantile_uncalibrated,common,34590,0.8145128649898815,-0.08548713501011851,0.08548713501011851,98.6073902446611,175.21488023588873,26.08801608139209,54.232093608091226,902384.4762553524,101733340.00846905,3410829.6285628276,6060682.707359391,28174,34590,0,0,complete
bdg2,2,43,3,0.9,cqr,common,34590,0.8688349233882625,-0.031165076611737508,0.031165076611737508,105.1059319992996,172.84861863562756,26.08801608139209,54.232093608091226,902384.4762553524,101733340.00846905,3635614.187855773,5978833.718606357,30053,34590,0,0,complete
bdg2,2,43,3,0.9,recentred_enbpi_static,common,34590,0.9032668401272044,0.0032668401272043512,0.0032668401272043512,152.76510266113291,273.9402853730828,32.166373609077766,56.35052124120373,1112634.863138,109836437.23533365,5284144.901048588,9475594.471054934,31244,34590,0,0,complete
bdg2,2,43,3,0.9,recentred_enbpi_updated,common,34590,0.9054640069384216,0.005464006938421528,0.005464006938421528,131.8915685971379,197.13950858326106,32.166373609077766,56.35052124120373,1112634.863138,109836437.23533365,4562129.357775,6819055.601895,31320,34590,0,0,complete
bdg2,2,43,3,0.9,dscp,common,34590,0.8909511419485401,-0.00904885805145994,0.00904885805145994,124.62118675225707,238.50063360826869,28.576279177826148,54.141894830239174,988453.4967610064,101395215.79522221,4310646.849760572,8249736.916510014,30818,34590,0,0,complete
bdg2,2,43,3,0.95,quantile_uncalibrated,common,34590,0.8697889563457647,-0.08021104365423526,0.08021104365423526,121.33076771861538,223.16369904840641,26.08801608139209,54.232093608091226,902384.4762553524,101733340.00846905,4196831.255386906,7719232.350084377,30086,34590,0,0,complete
bdg2,2,43,3,0.95,cqr,common,34590,0.9537727666955768,0.0037727666955768013,0.0037727666955768013,139.49247348177278,216.53985775524657,26.08801608139209,54.232093608091226,902384.4762553524,101733340.00846905,4825044.657734521,7490113.679753979,32991,34590,0,0,complete
