dataset,outer_fold,model_seed,horizon,level,method,support,group_id,n,coverage,signed_coverage_deviation,absolute_coverage_deviation,mpiw,winkler,mae,rmse,sum_absolute_error,sum_squared_error,sum_width,sum_winkler,covered_count,available_count,unavailable_count,raw_crossed,status
bdg2,2,43,1,0.9,quantile_uncalibrated,native,Eagle_assembly_Benny,3475,0.8742446043165467,-0.025755395683453308,0.025755395683453308,22.365816726452735,36.36427285759806,5.752216678884639,9.426935648461999,19988.95295912412,308813.2271278467,77721.21312442326,126365.84818015326,3038,3475,0,0,complete
bdg2,2,43,1,0.9,quantile_uncalibrated,native,Eagle_assembly_Ian,3475,0.8164028776978417,-0.08359712230215832,0.08359712230215832,154.8211424499184,327.73913820916243,44.029622415584186,75.3141060809347,153002.93789415504,19710945.647326745,538003.4700134664,1138893.5052768395,2837,3475,0,0,complete
bdg2,2,43,1,0.9,quantile_uncalibrated,native,Fox_education_Henrietta,3475,0.8684892086330935,-0.03151079136690649,0.03151079136690649,5.557632164926873,7.938807853746506,1.0354142803756259,1.6373254549363032,3598.0646243053,9315.900392703745,19312.771773120883,27587.35729176911,3018,3475,0,0,complete
bdg2,2,43,1,0.9,quantile_uncalibrated,native,Hog_assembly_Colette,3475,0.7588489208633094,-0.14115107913669067,0.14115107913669067,127.50614746053512,266.30236224975744,41.44174996655403,56.830769299880785,144010.08113377524,11223333.778776545,443083.86242535955,925400.7088179071,2637,3475,0,0,complete
bdg2,2,43,1,0.9,quantile_uncalibrated,native,Hog_assembly_Dona,3475,0.8500719424460431,-0.049928057553956906,0.049928057553956906,112.84863885767066,169.66223741504834,31.97214024907567,40.97954470745166,111103.18736553796,5835647.718394352,392149.02003040555,589576.2750172929,2954,3475,0,0,complete
bdg2,2,43,1,0.9,quantile_uncalibrated,native,Lamb_assembly_Bertie,3475,0.6857553956834532,-0.2142446043165468,0.2142446043165468,45.676371241881185,73.89564617461302,10.869221211596582,20.377989294052057,37770.54371029812,1443037.0056480384,158725.39006553713,256787.37045678025,2383,3475,0,0,complete
bdg2,2,43,1,0.9,quantile_uncalibrated,native,Lamb_assembly_Cesar,3475,0.6946762589928057,-0.2053237410071943,0.2053237410071943,7.744181005556,15.329443568106793,1.2989881717780136,1.9428214095551641,4513.9838969285975,13116.578727255053,26911.0289943071,53269.816399171104,2414,3475,0,0,complete
bdg2,2,43,1,0.9,quantile_uncalibrated,native,Moose_education_Ricardo,3365,0.9170876671619613,0.017087667161961306,0.017087667161961306,40.003266588430726,51.2994533164385,7.020898867681159,9.875046681649028,23625.3246897471,328143.1805363753,134610.9920700694,172622.66040981555,3086,3365,0,0,complete
bdg2,2,43,1,0.9,quantile_uncalibrated,native,Mouse_health_Estela,3475,0.9260431654676259,0.02604316546762586,0.02604316546762586,55.92693809121696,72.2405890533011,9.65264638556631,17.9404660310754,33542.94618984293,1118464.6169072916,194346.10986697895,251036.04696022128,3218,3475,0,0,complete
bdg2,2,43,1,0.9,quantile_uncalibrated,native,Mouse_health_Justin,3475,0.8457553956834533,-0.05424460431654676,0.05424460431654676,103.26473149032934,170.70021678994428,19.70480458043268,36.04407200760844,68474.19591700356,4514633.565941578,358844.94192889443,593183.2533450563,2939,3475,0,0,complete
bdg2,2,43,1,0.9,quantile_uncalibrated,common,Eagle_assembly_Benny,3470,0.8740634005763689,-0.025936599423631135,0.025936599423631135,22.377113375888577,36.395740193101844,5.7544096629516845,9.428191077738903,19967.801530442346,308451.0308842935,77648.58341433336,126293.2184700634,3033,3470,0,0,complete
bdg2,2,43,1,0.9,quantile_uncalibrated,common,Eagle_assembly_Ian,3470,0.8161383285302594,-0.08386167146974066,0.08386167146974066,154.9483681968639,328.1155253332826,44.077429157981065,75.36629184607047,152948.6791781943,19709870.474795923,537670.8376431178,1138560.8729064907,2832,3470,0,0,complete
bdg2,2,43,1,0.9,quantile_uncalibrated,common,Fox_education_Henrietta,3470,0.868299711815562,-0.03170028818443804,0.03170028818443804,5.556394290383142,7.941001068091565,1.0361953937042498,1.6383520965972167,3595.5980161537473,9314.165645713001,19280.6881876295,27555.27370627773,3013,3470,0,0,complete
