control_id,rule_id,channel,conditional_context_detection,restricted_ttd_equal_stratum_minutes,supported_strata,minimum_original_contexts,status,status_inference,valid_draws,lower,upper,seed_mean_detection,seed_sd_detection,seed_min_detection,seed_max_detection,mean_restricted_ttd_minutes,mean_detected,mean_misses,mean_background_episodes_per_asset_day,mean_fraction_time_in_alert,mean_original_asset_days
cqr_rolling,180min_3of18,availability_only,0.1261221988795518,99.70331757703082,21,50,supported_point_estimate,supported,2000,0.11951980809124724,0.13350426930156956,0.1261221988795518,0.0,0.1261221988795518,0.1261221988795518,99.70331757703082,349.0,2393.0,0.0,0.0,68.79861111111111
cqr_rolling,180min_3of18,combined,0.38548792016806727,80.05901610644257,21,50,supported_point_estimate,supported,2000,0.30408073143050324,0.46930236705071643,0.3854879201680672,0.04720647328363028,0.3276137955182073,0.4532090336134454,80.05901610644257,1069.6,1672.4,1.2180478449581105,0.0991016453013021,68.79861111111111
cqr_rolling,180min_3of18,numerical_only,0.2822051820728292,89.69188900560223,21,50,supported_point_estimate,supported,2000,0.2263534680699203,0.34088644252185085,0.2822051820728292,0.043584864280822616,0.23132352941176468,0.33841299019607846,89.69188900560223,794.4,1947.6,1.2180478449581105,0.0991016453013021,68.79861111111111
cqr_rolling,30min_3of3,availability_only,0.10777223389355742,100.96954656862746,21,50,supported_point_estimate,supported,2000,0.10264694014615036,0.11280446269416858,0.10777223389355742,0.0,0.10777223389355742,0.10777223389355742,100.96954656862744,303.0,2439.0,0.0,0.0,68.79861111111111
cqr_rolling,30min_3of3,combined,0.3309443277310924,82.65333508403361,21,50,supported_point_estimate,supported,2000,0.29578816664028246,0.36609839904174507,0.33094432773109245,0.016978131479528473,0.3082396708683473,0.3553186274509804,82.65333508403361,930.8,1811.2,0.13081659432724335,0.0010497627939840518,68.79861111111111
cqr_rolling,30min_3of3,numerical_only,0.21060119047619047,92.9796831232493,21,50,supported_point_estimate,supported,2000,0.1698809395817507,0.2497280463293413,0.21060119047619047,0.014818800367405944,0.1900498949579832,0.2310171568627451,92.9796831232493,596.4,2145.6,0.13081659432724335,0.0010497627939840518,68.79861111111111
cqr_rolling,360min_4of36,availability_only,0.05965511204481792,105.41557247899159,21,50,supported_point_estimate,supported,2000,0.055698885614852,0.06396331718171139,0.05965511204481792,0.0,0.05965511204481792,0.05965511204481792,105.41557247899159,166.0,2576.0,0.0,0.0,68.79861111111111
cqr_rolling,360min_4of36,combined,0.2582850140056022,90.36823179271708,21,50,supported_point_estimate,supported,2000,0.16585693504544294,0.3530745303171774,0.2582850140056022,0.035808087271661626,0.21274334733893557,0.2940414915966386,90.36823179271708,718.2,2023.8,1.0349046128999697,0.16354093065509234,68.79861111111111
cqr_rolling,360min_4of36,numerical_only,0.1893984593837535,96.38998949579832,21,50,supported_point_estimate,supported,2000,0.12460902561560502,0.25629179913577094,0.1893984593837535,0.03226268546498381,0.14640231092436973,0.22341386554621848,96.38998949579832,535.0,2207.0,1.0349046128999697,0.16354093065509234,68.79861111111111
cqr_rolling,60min_4of6,availability_only,0.05965511204481792,105.41557247899159,21,50,supported_point_estimate,supported,2000,0.055698885614852,0.06396331718171139,0.05965511204481792,0.0,0.05965511204481792,0.05965511204481792,105.41557247899159,166.0,2576.0,0.0,0.0,68.79861111111111
