model_seed,control_id,rule_id,channel,conditional_context_detection,restricted_ttd_equal_stratum_minutes,detected,misses,detected_delay_median_minutes,detected_delay_q90_minutes,supported_strata,original_eligible_rows,original_asset_days,background_episodes,background_episodes_per_asset_day,alert_rows,time_in_alert_days,fraction_time_in_alert
42,cqr_rolling,180min_3of18,availability_only,0.1261221988795518,99.70331757703082,349,2393,30.0,40.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
42,cqr_rolling,180min_3of18,combined,0.4532090336134454,74.35189075630252,1251,1491,30.0,60.0,21,9907,68.79861111111111,87,1.264560411830019,1015,7.048611111111111,0.1024528111436358
42,cqr_rolling,180min_3of18,numerical_only,0.33841299019607846,85.68174019607844,952,1790,30.0,80.0,21,9907,68.79861111111111,87,1.264560411830019,1015,7.048611111111111,0.1024528111436358
42,cqr_rolling,30min_3of3,availability_only,0.10777223389355742,100.96954656862744,303,2439,30.0,30.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
42,cqr_rolling,30min_3of3,combined,0.32863532913165266,82.98354341736696,925,1817,30.0,40.0,21,9907,68.79861111111111,12,0.17442212576965782,14,0.09722222222222221,0.0014131422226708386
42,cqr_rolling,30min_3of3,numerical_only,0.2139250700280112,92.94094887955183,607,2135,30.0,50.0,21,9907,68.79861111111111,12,0.17442212576965782,14,0.09722222222222221,0.0014131422226708386
42,cqr_rolling,360min_4of36,availability_only,0.05965511204481792,105.41557247899159,166,2576,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
42,cqr_rolling,360min_4of36,combined,0.2692778361344538,89.96059173669467,745,1997,30.0,60.0,21,9907,68.79861111111111,70,1.017462400323004,1574,10.930555555555555,0.15887756132027858
42,cqr_rolling,360min_4of36,numerical_only,0.1994607843137255,95.93134628851541,562,2180,30.0,80.0,21,9907,68.79861111111111,70,1.017462400323004,1574,10.930555555555555,0.15887756132027858
42,cqr_rolling,60min_4of6,availability_only,0.05965511204481792,105.41557247899159,166,2576,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
42,cqr_rolling,60min_4of6,combined,0.2638375350140056,90.41678046218487,739,2003,30.0,50.0,21,9907,68.79861111111111,14,0.20349248006460077,32,0.2222222222222222,0.003230039366104774
42,cqr_rolling,60min_4of6,numerical_only,0.17256477591036412,97.74968487394959,490,2252,30.0,60.0,21,9907,68.79861111111111,14,0.20349248006460077,32,0.2222222222222222,0.003230039366104774
42,cqr_rolling,single_sample,availability_only,0.2857142857142857,82.4297268907563,702,2040,10.0,30.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
42,cqr_rolling,single_sample,combined,0.8095999649859943,38.427485994397756,2200,542,10.0,60.0,21,9907,68.79861111111111,460,6.686181487836882,516,3.583333333333333,0.052084384778439484
42,cqr_rolling,single_sample,numerical_only,0.6461440826330532,58.80927871148459,1797,945,20.0,70.0,21,9907,68.79861111111111,460,6.686181487836882,516,3.583333333333333,0.052084384778439484
42,cqr_static,180min_3of18,availability_only,0.1261221988795518,99.70331757703082,349,2393,30.0,40.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
42,cqr_static,180min_3of18,combined,0.4683132002801121,70.86689425770308,1297,1445,20.0,60.0,21,9907,68.79861111111111,173,2.514585646512567,3982,27.652777777777775,0.4019380236196628
42,cqr_static,180min_3of18,numerical_only,0.379764530812325,80.93616946778711,1058,1684,30.0,80.0,21,9907,68.79861111111111,173,2.514585646512567,3982,27.652777777777775,0.4019380236196628
42,cqr_static,30min_3of3,availability_only,0.10777223389355742,100.96954656862744,303,2439,30.0,30.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
42,cqr_static,30min_3of3,combined,0.38342349439775913,80.26247373949579,1070,1672,30.0,70.0,21,9907,68.79861111111111,79,1.1482789946502472,227,1.5763888888888888,0.02291309175330574
42,cqr_static,30min_3of3,numerical_only,0.264171918767507,90.83254551820728,742,2000,30.0,90.0,21,9907,68.79861111111111,79,1.1482789946502472,227,1.5763888888888888,0.02291309175330574
42,cqr_static,360min_4of36,availability_only,0.05965511204481792,105.41557247899159,166,2576,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
42,cqr_static,360min_4of36,combined,0.2557869397759103,89.88008578431374,704,2038,30.0,50.0,21,9907,68.79861111111111,51,0.7412940345210457,5206,36.15277777777778,0.5254870293731705
42,cqr_static,360min_4of36,numerical_only,0.19130952380952382,96.13161764705882,535,2207,30.0,80.0,21,9907,68.79861111111111,51,0.7412940345210457,5206,36.15277777777778,0.5254870293731705
42,cqr_static,60min_4of6,availability_only,0.05965511204481792,105.41557247899159,166,2576,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
42,cqr_static,60min_4of6,combined,0.30308823529411766,88.13345588235295,842,1900,30.0,70.0,21,9907,68.79861111111111,107,1.555263954779449,425,2.951388888888889,0.04289896033107903
42,cqr_static,60min_4of6,numerical_only,0.2049431022408964,96.53046218487395,577,2165,40.0,100.0,21,9907,68.79861111111111,107,1.555263954779449,425,2.951388888888889,0.04289896033107903
42,cqr_static,single_sample,availability_only,0.2857142857142857,82.4297268907563,702,2040,10.0,30.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
42,cqr_static,single_sample,combined,0.8977591036414565,29.952083333333338,2450,292,10.0,60.0,21,9907,68.79861111111111,965,14.026445947309982,1424,9.888888888888888,0.14373675179166243
42,cqr_static,single_sample,numerical_only,0.7714522058823529,47.94477415966387,2140,602,20.0,70.0,21,9907,68.79861111111111,965,14.026445947309982,1424,9.888888888888888,0.14373675179166243
42,persistence_static,180min_3of18,availability_only,0.1261221988795518,99.70331757703082,349,2393,30.0,40.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
42,persistence_static,180min_3of18,combined,0.15879551820728294,99.56762079831933,441,2301,40.0,70.0,21,9907,68.79861111111111,38,0.5523367316039164,4859,33.74305555555556,0.49046128999697186
42,persistence_static,180min_3of18,numerical_only,0.08608018207282912,105.42825630252102,243,2499,50.0,90.0,21,9907,68.79861111111111,38,0.5523367316039164,4859,33.74305555555556,0.49046128999697186
42,persistence_static,30min_3of3,availability_only,0.10777223389355742,100.96954656862744,303,2439,30.0,30.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
42,persistence_static,30min_3of3,combined,0.44069065126050416,81.88918942577028,1221,1521,40.0,90.0,21,9907,68.79861111111111,431,6.26466135056021,2179,15.131944444444443,0.21994549308569694
42,persistence_static,30min_3of3,numerical_only,0.39517419467787124,89.1391281512605,1085,1657,60.0,90.0,21,9907,68.79861111111111,431,6.26466135056021,2179,15.131944444444443,0.21994549308569694
42,persistence_static,360min_4of36,availability_only,0.05965511204481792,105.41557247899159,166,2576,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
42,persistence_static,360min_4of36,combined,0.09039128151260502,104.90457808123251,253,2489,50.0,90.0,21,9907,68.79861111111111,30,0.4360553144241445,5206,36.15277777777778,0.5254870293731705
42,persistence_static,360min_4of36,numerical_only,0.05246673669467787,107.82617296918768,147,2595,60.0,100.0,21,9907,68.79861111111111,30,0.4360553144241445,5206,36.15277777777778,0.5254870293731705
42,persistence_static,60min_4of6,availability_only,0.05965511204481792,105.41557247899159,166,2576,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
42,persistence_static,60min_4of6,combined,0.2604359243697479,95.03436624649859,726,2016,50.0,100.0,21,9907,68.79861111111111,152,2.2093469264156655,3664,25.444444444444443,0.3698395074189966
42,persistence_static,60min_4of6,numerical_only,0.28061974789915967,97.0235906862745,772,1970,70.0,100.0,21,9907,68.79861111111111,152,2.2093469264156655,3664,25.444444444444443,0.3698395074189966
