model_seed,scope,control_id,target,streams,n,unavailable_n,coverage,mpiw,winkler
42,identity,cqr_rolling,clean_counterfactual,68,9792.0,0.0,0.9105392156862745,0.4972826724236654,0.9254024725200104
42,identity,cqr_rolling,corrupted_observation,68,9792.0,0.0,0.9105392156862745,0.4972826724236654,0.9254024725200104
42,identity,cqr_static,clean_counterfactual,68,9792.0,0.0,0.8566176470588235,0.3808916943389073,1.1717319844203793
42,identity,cqr_static,corrupted_observation,68,9792.0,0.0,0.8566176470588235,0.3808916943389073,1.1717319844203793
42,identity,persistence_static,clean_counterfactual,68,9792.0,0.0,0.6483864379084967,0.125,3.715750102124183
42,identity,persistence_static,corrupted_observation,68,9792.0,0.0,0.6483864379084967,0.125,3.715750102124183
42,identity,quantile_static,clean_counterfactual,68,9792.0,0.0,0.8409926470588235,0.43573383609833777,1.0528769839042886
42,identity,quantile_static,corrupted_observation,68,9792.0,0.0,0.8409926470588235,0.43573383609833777,1.0528769839042886
42,all_scheduled_fault_slots,cqr_rolling,clean_counterfactual,2856,411264.0,0.0,0.9112273381574852,0.5057015255592004,0.9340334413768641
42,all_scheduled_fault_slots,cqr_rolling,corrupted_observation,2856,409195.0,2069.0,0.9047251310499884,0.5058754089207836,0.960615089737038
42,all_scheduled_fault_slots,cqr_static,clean_counterfactual,2856,411264.0,0.0,0.8576777933395581,0.3883511018540995,1.1809244349931756
42,all_scheduled_fault_slots,cqr_static,corrupted_observation,2856,409195.0,2069.0,0.8505382519336746,0.3885272201899816,1.2049112690086552
42,all_scheduled_fault_slots,persistence_static,clean_counterfactual,2856,411264.0,0.0,0.6385752217553688,0.125,3.795959919206398
42,all_scheduled_fault_slots,persistence_static,corrupted_observation,2856,409195.0,2069.0,0.6453255782695292,0.125,3.7300873953127485
42,all_scheduled_fault_slots,quantile_static,clean_counterfactual,2856,411264.0,0.0,0.8417828937130408,0.44319323522132037,1.0613246736985729
42,all_scheduled_fault_slots,quantile_static,corrupted_observation,2856,409195.0,2069.0,0.8352399222864404,0.4433698355548396,1.0936262644875094
42,effective_fault_slots,cqr_rolling,clean_counterfactual,2742,394848.0,0.0,0.9117964381230246,0.5045431362443488,0.9297523378459637
42,effective_fault_slots,cqr_rolling,corrupted_observation,2742,392779.0,2069.0,0.9050254723394071,0.5047181850495309,0.9574224016669315
42,effective_fault_slots,cqr_static,clean_counterfactual,2742,394848.0,0.0,0.8585556973822838,0.3876387334476928,1.1745939117670614
42,effective_fault_slots,cqr_static,corrupted_observation,2742,392779.0,2069.0,0.8511223868893194,0.38781846009351256,1.1995499167785546
42,effective_fault_slots,persistence_static,clean_counterfactual,2742,394848.0,0.0,0.6399500567306913,0.125,3.780126238989434
42,effective_fault_slots,persistence_static,corrupted_observation,2742,392779.0,2069.0,0.6469897830586666,0.125,3.7114172008304918
42,effective_fault_slots,quantile_static,clean_counterfactual,2742,394848.0,0.0,0.8424912877866926,0.4424809946146806,1.0554601202720695
42,effective_fault_slots,quantile_static,corrupted_observation,2742,392779.0,2069.0,0.8356785877045362,0.4426612240761825,1.0890808476577993
42,fullstream_clean,cqr_rolling,clean_counterfactual,1,9907.0,0.0,0.9479156152215605,0.6316353667916591,0.8212628493321795
42,fullstream_clean,cqr_rolling,corrupted_observation,1,9907.0,0.0,0.9479156152215605,0.6316353667916591,0.8212628493321795
42,fullstream_clean,cqr_static,clean_counterfactual,1,9907.0,0.0,0.8562632482083375,0.38539716899114834,1.1791411028043424
42,fullstream_clean,cqr_static,corrupted_observation,1,9907.0,0.0,0.8562632482083375,0.38539716899114834,1.1791411028043424
42,fullstream_clean,persistence_static,clean_counterfactual,1,9907.0,0.0,0.6428787725850409,0.125,3.78358736247098
42,fullstream_clean,persistence_static,corrupted_observation,1,9907.0,0.0,0.6428787725850409,0.125,3.78358736247098
42,fullstream_clean,quantile_static,clean_counterfactual,1,9907.0,0.0,0.8411224386797214,0.44023959784117145,1.0595828764759978
42,fullstream_clean,quantile_static,corrupted_observation,1,9907.0,0.0,0.8411224386797214,0.44023959784117145,1.0595828764759978
43,identity,cqr_rolling,clean_counterfactual,68,9792.0,0.0,0.8972630718954249,0.5430726683163403,1.0192439214615858
43,identity,cqr_rolling,corrupted_observation,68,9792.0,0.0,0.8972630718954249,0.5430726683163403,1.0192439214615858
43,identity,cqr_static,clean_counterfactual,68,9792.0,0.0,0.8633578431372549,0.410201946490577,1.2989436080615855
43,identity,cqr_static,corrupted_observation,68,9792.0,0.0,0.8633578431372549,0.410201946490577,1.2989436080615855
43,identity,persistence_static,clean_counterfactual,68,9792.0,0.0,0.6483864379084967,0.125,3.715750102124183
43,identity,persistence_static,corrupted_observation,68,9792.0,0.0,0.6483864379084967,0.125,3.715750102124183
43,identity,quantile_static,clean_counterfactual,68,9792.0,0.0,0.8095383986928104,0.46782218248151475,1.2231622426454465
43,identity,quantile_static,corrupted_observation,68,9792.0,0.0,0.8095383986928104,0.46782218248151475,1.2231622426454465
43,all_scheduled_fault_slots,cqr_rolling,clean_counterfactual,2856,411264.0,0.0,0.8983499649859944,0.5502882942201506,1.030296110076075
43,all_scheduled_fault_slots,cqr_rolling,corrupted_observation,2856,409195.0,2069.0,0.8925475628978848,0.5504166137894427,1.0555728667387574
43,all_scheduled_fault_slots,cqr_static,clean_counterfactual,2856,411264.0,0.0,0.8626259531590414,0.41662302717566824,1.309710202878344
43,all_scheduled_fault_slots,cqr_static,corrupted_observation,2856,409195.0,2069.0,0.8564938476765357,0.41676946209425286,1.3328384991964257
43,all_scheduled_fault_slots,persistence_static,clean_counterfactual,2856,411264.0,0.0,0.6385752217553688,0.125,3.795959919206398
43,all_scheduled_fault_slots,persistence_static,corrupted_observation,2856,409195.0,2069.0,0.6453255782695292,0.125,3.7300873953127485
43,all_scheduled_fault_slots,quantile_static,clean_counterfactual,2856,411264.0,0.0,0.8113061196700903,0.47423738184682585,1.2325161524431216
43,all_scheduled_fault_slots,quantile_static,corrupted_observation,2856,409195.0,2069.0,0.8055816908808758,0.4743840908969088,1.2639915819970449
43,effective_fault_slots,cqr_rolling,clean_counterfactual,2742,394848.0,0.0,0.8988420860685631,0.5494650212816706,1.026431274674869
43,effective_fault_slots,cqr_rolling,corrupted_observation,2742,392779.0,2069.0,0.8927997678083605,0.5495943672356213,1.0527441022398387
43,effective_fault_slots,cqr_static,clean_counterfactual,2742,394848.0,0.0,0.8634715130885809,0.41624182302032064,1.3034081347522466
43,effective_fault_slots,cqr_static,corrupted_observation,2742,392779.0,2069.0,0.8570875734191492,0.41639237008396934,1.3274698698066272
43,effective_fault_slots,persistence_static,clean_counterfactual,2742,394848.0,0.0,0.6399500567306913,0.125,3.780126238989434
43,effective_fault_slots,persistence_static,corrupted_observation,2742,392779.0,2069.0,0.6469897830586666,0.125,3.7114172008304918
43,effective_fault_slots,quantile_static,clean_counterfactual,2742,394848.0,0.0,0.8120314652727125,0.4738561682708997,1.226602647692538
43,effective_fault_slots,quantile_static,corrupted_observation,2742,392779.0,2069.0,0.8060716076979676,0.47400700087361036,1.2593624269958832
43,fullstream_clean,cqr_rolling,clean_counterfactual,1,9907.0,0.0,0.947713737761179,0.6900511482721916,0.8721637564440813
43,fullstream_clean,cqr_rolling,corrupted_observation,1,9907.0,0.0,0.947713737761179,0.6900511482721916,0.8721637564440813
43,fullstream_clean,cqr_static,clean_counterfactual,1,9907.0,0.0,0.8625214494801655,0.4133170219754776,1.3067988499239747
43,fullstream_clean,cqr_static,corrupted_observation,1,9907.0,0.0,0.8625214494801655,0.4133170219754776,1.3067988499239747
43,fullstream_clean,persistence_static,clean_counterfactual,1,9907.0,0.0,0.6428787725850409,0.125,3.78358736247098
43,fullstream_clean,persistence_static,corrupted_observation,1,9907.0,0.0,0.6428787725850409,0.125,3.78358736247098
43,fullstream_clean,quantile_static,clean_counterfactual,1,9907.0,0.0,0.8094276773998184,0.470937902016428,1.2294383468672718
43,fullstream_clean,quantile_static,corrupted_observation,1,9907.0,0.0,0.8094276773998184,0.470937902016428,1.2294383468672718
44,identity,cqr_rolling,clean_counterfactual,68,9792.0,0.0,0.904922385620915,0.5940078705181493,0.996559838124542
44,identity,cqr_rolling,corrupted_observation,68,9792.0,0.0,0.904922385620915,0.5940078705181493,0.996559838124542
44,identity,cqr_static,clean_counterfactual,68,9792.0,0.0,0.8185253267973857,0.33809481216886444,1.4728373460706095
44,identity,cqr_static,corrupted_observation,68,9792.0,0.0,0.8185253267973857,0.33809481216886444,1.4728373460706095
44,identity,persistence_static,clean_counterfactual,68,9792.0,0.0,0.6483864379084967,0.125,3.715750102124183
44,identity,persistence_static,corrupted_observation,68,9792.0,0.0,0.6483864379084967,0.125,3.715750102124183
44,identity,quantile_static,clean_counterfactual,68,9792.0,0.0,0.860498366013072,0.5302826428297894,1.1470282071054672
44,identity,quantile_static,corrupted_observation,68,9792.0,0.0,0.860498366013072,0.5302826428297894,1.1470282071054672
44,all_scheduled_fault_slots,cqr_rolling,clean_counterfactual,2856,411264.0,0.0,0.9053479030501089,0.60187880615529,1.007378003696726
44,all_scheduled_fault_slots,cqr_rolling,corrupted_observation,2856,409195.0,2069.0,0.9001405198010728,0.6020256398523819,1.0269895009343888
44,all_scheduled_fault_slots,cqr_static,clean_counterfactual,2856,411264.0,0.0,0.819026221599751,0.3456448131028552,1.4835569213569353
44,all_scheduled_fault_slots,cqr_static,corrupted_observation,2856,409195.0,2069.0,0.8131306589767715,0.3457988832883819,1.5004592540317905
44,all_scheduled_fault_slots,persistence_static,clean_counterfactual,2856,411264.0,0.0,0.6385752217553688,0.125,3.795959919206398
