dataset,horizon,outer_fold,role,n,groups,membership_hash,row_id_hash,origin_min,origin_max,target_min,target_max,seasonal_rows
rico,30,1,fit,17204,92,c294de36638f9853d41f18a5e916453d00821d2e41c6cbd7173f90db5d0841c3,53469bdeb149ba05026aecbb76c619d5f314d9b3faf17a8d276f5caed3604952,2023-07-26 15:24:00,2024-01-30 02:30:00,2023-07-26 15:54:00,2024-01-30 03:00:00,0
rico,30,1,calibration,5797,31,fda57b0658c291301ea1fbc03025f9be6b32489132b514bf1b0fd379e285fdae,ad810ee7e79cba1de86a614c2765675043b2908a86748eec3f9abac91dee1dd0,2024-01-30 03:24:00,2024-02-04 10:30:00,2024-01-30 03:54:00,2024-02-04 11:00:00,0
rico,30,1,test,7667,41,f275f32d728595bf50eed054b819b2e9789a4e94489aa083b3907bda83942f3a,22269bf773d23713c5b0f7d5e269ef1dac3f7217f94a67187f0666e9abf00f83,2024-02-04 11:24:00,2024-05-11 02:30:00,2024-02-04 11:54:00,2024-05-11 03:00:00,0
rico,30,1,inner0_train,5610,30,0854d689e4dc3d938a5933e70f5c93690b987a648a08d92111a99b0924114428,f727c7dd854fffd4c68e44541a140b4fadcaa272b2b60c131254da8fce311b14,2023-07-26 15:24:00,2023-08-02 02:30:00,2023-07-26 15:54:00,2023-08-02 03:00:00,0
rico,30,1,inner0_validation,5797,31,f7a979d7cbfcfec1bcb5afd71d7704f05cbed88366afa8c79a9c34a816615c75,8691e5acff25499b7aeb32cd7f1e288a0be5fdd5e43e12323a152ee9ce5a9085,2023-08-02 03:24:00,2023-08-07 22:30:00,2023-08-02 03:54:00,2023-08-07 23:00:00,0
rico,30,1,inner1_train,11407,61,3d3d4fbb4d8f672ec67c556a83ae19646d5a6de50b7cef115aeeb5cfb30d6489,6694a63ad907e314cbbc07e2400b311ddd6b4f95f7a83bc06ccbfbeb0182f11d,2023-07-26 15:24:00,2023-08-07 22:30:00,2023-07-26 15:54:00,2023-08-07 23:00:00,0
rico,30,1,inner1_validation,5797,31,286e93f34b04c37a37a657dff7bb60fafaf78a6481ec77fbdaea7d0757a8ade3,5725a916974aae4d049e8704bf62a5925cf9a912784a08430a4a2d979ab477ef,2023-08-07 23:24:00,2024-01-30 02:30:00,2023-08-07 23:54:00,2024-01-30 03:00:00,0
rico,30,2,fit,11407,61,3d3d4fbb4d8f672ec67c556a83ae19646d5a6de50b7cef115aeeb5cfb30d6489,6694a63ad907e314cbbc07e2400b311ddd6b4f95f7a83bc06ccbfbeb0182f11d,2023-07-26 15:24:00,2023-08-07 22:30:00,2023-07-26 15:54:00,2023-08-07 23:00:00,0
rico,30,2,calibration,3927,21,1342cd8dc9aab44620a5efca7a56fe3be333047033313391a9fdd3a20a8b7ca6,f9b289627840a6d96ddd5e6badfd891669d409792d950a9f947a49ad9da2cce1,2023-08-07 23:24:00,2023-08-12 02:30:00,2023-08-07 23:54:00,2023-08-12 03:00:00,0
rico,30,2,test,7667,41,4290f7193c9add8034e3beb246e9dc5ec1c5c7bc64043a75f4aef0370f2da91a,c55446a7da7e2c214397a68556bddc7f23f1100285beae4d6b6b40dd40de0584,2023-08-12 07:24:00,2024-02-04 10:30:00,2023-08-12 07:54:00,2024-02-04 11:00:00,0
rico,30,2,inner0_train,3740,20,198603de0d21c28b727a91bb36f1d71531516714d0ef322aad814988637b63aa,9d917672abf8233ef65c066aade1c65e97bc2f98f30ac865e3880f9148611e97,2023-07-26 15:24:00,2023-07-30 22:30:00,2023-07-26 15:54:00,2023-07-30 23:00:00,0
rico,30,2,inner0_validation,3740,20,1587766cd9a1b662669f11a62c95e7d2fd19b24001ef93ceaa6cfb25ca8059b0,0097da66de91d3a060f37562847bdc9aac7b47a0108c449f7bb67c62b7b490ce,2023-07-30 23:24:00,2023-08-03 22:30:00,2023-07-30 23:54:00,2023-08-03 23:00:00,0
rico,30,2,inner1_train,7480,40,e8aa89ac449919910789c941c06679a8faba7d42a3be6a5e7d1c598619b933ac,39428fb6ae40555288f096d7afd6fd9eb71c9e5d48b714de4c1f38d81aebc06c,2023-07-26 15:24:00,2023-08-03 22:30:00,2023-07-26 15:54:00,2023-08-03 23:00:00,0
rico,30,2,inner1_validation,3927,21,0c1086ba100d4a63d10c3054ddcf3d1803ca6464fc6960b4acbf90b625f25618,776e68499bf8cfa868629e2b39477d8a3b6a9656f0f716467b99404358cfdea4,2023-08-03 23:24:00,2023-08-07 22:30:00,2023-08-03 23:54:00,2023-08-07 23:00:00,0
rico,60,0,fit,19311,123,cc5a4f6b5e9a7bf664769475c6f82f2dbfe590aeff04095675f323884f49ff93,80b35f9711c018277aa8f36ce3baf79e894f331ae495ec8d5df8459c1973f907,2023-07-26 15:24:00,2024-02-04 10:00:00,2023-07-26 16:24:00,2024-02-04 11:00:00,0
rico,60,0,calibration,6437,41,a3c6d524be4f9b4f63f3d464fac072f0555ab32cf19d4e5b63a807e8437777a5,9160cccc9027f222943bf8ee282bf2eac6e66acebe1b57a5dd0ddc9a2ff43b7e,2024-02-04 11:24:00,2024-05-11 02:00:00,2024-02-04 12:24:00,2024-05-11 03:00:00,0
rico,60,0,test,6751,43,0ac211431af96db80ce8bad783a63053c1685d4c20f9312e60af914ffa2120cb,10260d6621404a7ee1a574faf921fe43083ffebe4d23eeb8f387c22dd818fb20,2024-05-11 03:24:00,2024-05-18 06:00:00,2024-05-11 04:24:00,2024-05-18 07:00:00,0
rico,60,0,inner0_train,6437,41,d3995904e6f0772722eaeb35bcc99cb0764f6ba653575194039099e5dd321a93,035d0721bccdf547bff11a6df80f77cfee9098b4f811794984a7c006bfbd191a,2023-07-26 15:24:00,2023-08-04 02:00:00,2023-07-26 16:24:00,2023-08-04 03:00:00,0
rico,60,0,inner0_validation,6437,41,e79d03287bd882f9652be4e054a5de5e8b3826ef06adfb06a7a1f735716abd8d,7c945e7378d20544a0c858e9b3a04a0b7111b56c4c553a55599fe6bf360bded9,2023-08-04 03:24:00,2023-08-12 02:00:00,2023-08-04 04:24:00,2023-08-12 03:00:00,0
rico,60,0,inner1_train,12874,82,219eab055a30e31e85f433656c2cf9fa04f1419741aee2568fb356838a994d0e,297b7b8cc62be22e2f0c2f754c570b5c3c96fd53a599384a985d3fc3d75762e5,2023-07-26 15:24:00,2023-08-12 02:00:00,2023-07-26 16:24:00,2023-08-12 03:00:00,0
rico,60,0,inner1_validation,6437,41,96e3e48ce62ca523eaae571b05e9ad301988a1f12a3ac66ae726426480decd2d,11822b6b9a8ddf1e52a552fb0d6807f186a45a3e449b33787f74c1ab55098a86,2023-08-12 07:24:00,2024-02-04 10:00:00,2023-08-12 08:24:00,2024-02-04 11:00:00,0
rico,60,1,fit,14444,92,fe378a3d2e9a7a1738696f2eba5de70fe2ec24730857ae9b93a63b5ebd6be15a,ea15f70edf07c1255fa252ab8b5883c45948237a19ea9229f222a1079085b380,2023-07-26 15:24:00,2024-01-30 02:00:00,2023-07-26 16:24:00,2024-01-30 03:00:00,0
rico,60,1,calibration,4867,31,4037473ff6f9e39b126e148d6b34aaeadd5b5e48cef237f360cbdd57455e63f5,81b7eb9d1075db4b54c34c93df5e7ac891a3075c967a9efed59e0ea80d665c6c,2024-01-30 03:24:00,2024-02-04 10:00:00,2024-01-30 04:24:00,2024-02-04 11:00:00,0
rico,60,1,test,6437,41,a3c6d524be4f9b4f63f3d464fac072f0555ab32cf19d4e5b63a807e8437777a5,9160cccc9027f222943bf8ee282bf2eac6e66acebe1b57a5dd0ddc9a2ff43b7e,2024-02-04 11:24:00,2024-05-11 02:00:00,2024-02-04 12:24:00,2024-05-11 03:00:00,0
rico,60,1,inner0_train,4710,30,e8b5e068082efaf313003fb17301eae91af2291e7528c2357020e42b1e8904b9,d2fdd6f8df23434b330f564b237319e7fcca4ea57941ef5ba33385a4f9024a44,2023-07-26 15:24:00,2023-08-02 02:00:00,2023-07-26 16:24:00,2023-08-02 03:00:00,0
rico,60,1,inner0_validation,4867,31,8fdc20988feee8ca6df26e814a9613965edfd1571a39c4a04b2015e9147f52ba,2f84096d098598acd965a3da423914f7903ad4720212a418c15d582bdd0ddaa7,2023-08-02 03:24:00,2023-08-07 22:00:00,2023-08-02 04:24:00,2023-08-07 23:00:00,0
rico,60,1,inner1_train,9577,61,3b2ee7b2aa12c1ffb1d92fa0d145bb40ec7eda5553d5aea200e775ff319f45fe,917983dc467388ac885978e9b74c0f5ae88208d9e772efb9a39ac7017ffda1e5,2023-07-26 15:24:00,2023-08-07 22:00:00,2023-07-26 16:24:00,2023-08-07 23:00:00,0
rico,60,1,inner1_validation,4867,31,87e65787ff7d29d052a8e3d894fbe7e7f0a15b0abcb4a8df0c5c71b40e414c0a,84e8bf637a9ea8d8cc6799a7034f2c5a77ac5069b643e031a382b55bd9d3976a,2023-08-07 23:24:00,2024-01-30 02:00:00,2023-08-08 00:24:00,2024-01-30 03:00:00,0
rico,60,2,fit,9577,61,3b2ee7b2aa12c1ffb1d92fa0d145bb40ec7eda5553d5aea200e775ff319f45fe,917983dc467388ac885978e9b74c0f5ae88208d9e772efb9a39ac7017ffda1e5,2023-07-26 15:24:00,2023-08-07 22:00:00,2023-07-26 16:24:00,2023-08-07 23:00:00,0
rico,60,2,calibration,3297,21,19a46d1f1e763d33d1e2c9dbf5a850710435131d3255b74cb7409a8b19d08a11,4a3e49a4d097af747bc134411c84fb6696c6a47b21c1662b14e547fb2301bda0,2023-08-07 23:24:00,2023-08-12 02:00:00,2023-08-08 00:24:00,2023-08-12 03:00:00,0
rico,60,2,test,6437,41,96e3e48ce62ca523eaae571b05e9ad301988a1f12a3ac66ae726426480decd2d,11822b6b9a8ddf1e52a552fb0d6807f186a45a3e449b33787f74c1ab55098a86,2023-08-12 07:24:00,2024-02-04 10:00:00,2023-08-12 08:24:00,2024-02-04 11:00:00,0
rico,60,2,inner0_train,3140,20,e1a9b7343d9985a4ced316edb7ca5ace194bf2d2e7e084f168c35f13e080aa6d,906ab9a1ce19f9094aefe6e85d3d493ca1b0ddbbfc4ec199202eb446fe8e10a3,2023-07-26 15:24:00,2023-07-30 22:00:00,2023-07-26 16:24:00,2023-07-30 23:00:00,0
rico,60,2,inner0_validation,3140,20,39d39957ce206e9dc8190020883a07fd168cf109f8d1fef65ca5b15ba45f3e7b,406473e2a41452b02d46fde11295f5af4f59560a02cff20d21cc7edb15b284d6,2023-07-30 23:24:00,2023-08-03 22:00:00,2023-07-31 00:24:00,2023-08-03 23:00:00,0
rico,60,2,inner1_train,6280,40,c3047313f13abd432da4994930a13dcfbc9e03a7b7b859795cb091b4566b1a2c,1291fe31555aec90de912a6b974688464079c6c237fe80da5387b28dbf887b01,2023-07-26 15:24:00,2023-08-03 22:00:00,2023-07-26 16:24:00,2023-08-03 23:00:00,0
rico,60,2,inner1_validation,3297,21,a6ae4c6f274995caa3ad0f21a8955eef12dc85407e9117f47e34988102374fe8,b2de499abb1d5fd66ddd772d071f835e97be3afc0f2f49bebe556b036ece718e,2023-08-03 23:24:00,2023-08-07 22:00:00,2023-08-04 00:24:00,2023-08-07 23:00:00,0
bdg2,1,0,fit,103684,10,ee44d8613e8abfaa543acf0611da544c7ea75c304fc2b1601cec69088cb242fb,ba8eca07323406caa22658c0dda16afe57988e270615db43f33bb2b1df9c5dc9,2016-01-07 23:00:00,2017-03-17 05:00:00,2016-01-08 00:00:00,2017-03-17 06:00:00,103684
bdg2,1,0,calibration,34534,10,20a19c9bb65b5ebae1ec5893b579e4045721b5bd2509a8bd9255d89c977d3ca5,7df0866a865ce5020ffd281c09f7331aeeded34f98d708ddb39ed213bf1f531b,2017-03-17 07:00:00,2017-08-09 01:00:00,2017-03-17 08:00:00,2017-08-09 02:00:00,34534
bdg2,1,0,test,34426,10,0883bcec72707b2c585a3d1121c418e59665cbb4abf522ef48cdcdddfe2bb6b1,dd1d1b58d08dbe7c0b58c40bb954006c1a2895816cc447c803c9f72e0ae920ad,2017-08-09 03:00:00,2017-12-31 22:00:00,2017-08-09 04:00:00,2017-12-31 23:00:00,34426
bdg2,1,0,inner0_train,34348,10,ca155d9e30e27b00878d71b37f1791c1c99e3c6dbc1ef0bcbf48a8765308b13f,752c7f6dce7b50411397a9551eed35162931aa0dbc8c63069c8fc9168f67c101,2016-01-07 23:00:00,2016-05-31 15:00:00,2016-01-08 00:00:00,2016-05-31 16:00:00,34348
bdg2,1,0,inner0_validation,34676,10,9c697532cef8bda4df84fafacf6152c759ac0dac490dfc04545439fee078abf0,8c8a93d153b5265116902b02ee84a5b0371ed3e16d2788374abb03f0313d39b5,2016-05-31 17:00:00,2016-10-23 09:00:00,2016-05-31 18:00:00,2016-10-23 10:00:00,34676
bdg2,1,0,inner1_train,69024,10,e1f6b754949e90617536de55965cb5dc71e3f6c0bc2aab56aa126a5cd08e57df,3db5f573f52193574925fbccbd7edb186154af2bb2386824bcb8d10e6e227fda,2016-01-07 23:00:00,2016-10-23 09:00:00,2016-01-08 00:00:00,2016-10-23 10:00:00,69024
bdg2,1,0,inner1_validation,34640,10,0e3579cdb75106176669bf6bca3f3318da8d4ff2a22f8fcac20201e5a12aed25,30033a22333111d36546734e38159a0a9f0dc552f6eccab5fc3ebfe7075e88f8,2016-10-23 11:00:00,2017-03-17 05:00:00,2016-10-23 12:00:00,2017-03-17 06:00:00,34640
bdg2,1,1,fit,77682,10,c61d0ce87333c6036353f5043be4d611484d01df556131b179fa36886e30a124,f4417d3de06dff4be913c74297a30f7a355a70b1c3ce4787282cad5b65ac9d38,2016-01-07 23:00:00,2016-11-28 15:00:00,2016-01-08 00:00:00,2016-11-28 16:00:00,77682
bdg2,1,1,calibration,26002,10,3774890259ec0793a54689f2982a53890a212f20f2e6e36f991e42ee0fd1109c,0279fb765fd96b32167f13dc6a90fa6cb929738a01ee551f7fe6b06926492957,2016-11-28 17:00:00,2017-03-17 06:00:00,2016-11-28 18:00:00,2017-03-17 07:00:00,26002
bdg2,1,1,test,34532,10,f2c4357ca265b1e18601ff28abb7f7e467f6b38d1dfce7780de59e268059325e,4db6c2b7916d5090baddb51977c7b31a2a9e18a6052a49186a774153b13a6a49,2017-03-17 08:00:00,2017-08-09 02:00:00,2017-03-17 09:00:00,2017-08-09 03:00:00,34532
bdg2,1,1,inner0_train,25658,10,8ff1e3de0fca7927fb288f419e3563bffd95cf16da9a3c161023f9b9948cb1e2,86a6edee6781dd3b168513dc38b7d136591ab2e921ea51336d7c5f26d88c3a22,2016-01-07 23:00:00,2016-04-25 10:00:00,2016-01-08 00:00:00,2016-04-25 11:00:00,25658
bdg2,1,1,inner0_validation,25996,10,fb86f291f2e99fa59b705fc7639cb55a3c9bc712b56be4cee8d1307a3a9d7a79,3f6d019b2c2a64fdd4acf1d9d7bfa90fe20049b9c48c26db5467e5e4dc684237,2016-04-25 12:00:00,2016-08-12 00:00:00,2016-04-25 13:00:00,2016-08-12 01:00:00,25996
bdg2,1,1,inner1_train,51654,10,e8f744967dede1b64800de45e210ffb04f41bcbce897a4af8fff67dfb860f602,2dd249431441716a6d68caf342bfa9ad07e00255c482209205f0c93f6d6238fd,2016-01-07 23:00:00,2016-08-12 00:00:00,2016-01-08 00:00:00,2016-08-12 01:00:00,51654
bdg2,1,1,inner1_validation,26008,10,449998e9a797cf2ad7b981dd4272d4488091f44fb20a45b8b874956e2f9a7dcc,0798bdf7cc372103837f5cbcc1163262f75751e55fa5f728b80dcc04973812c2,2016-08-12 02:00:00,2016-11-28 15:00:00,2016-08-12 03:00:00,2016-11-28 16:00:00,26008
bdg2,1,2,fit,51664,10,6e0d45c48d3a4b44d9f76f6b73bcfa544059c044e4fcb2bb043113a3ea0c98b3,a768c33faacf5ee1c4dc438e25212bf45d7ea78dfea5619e155deb5319db6fde,2016-01-07 23:00:00,2016-08-12 00:00:00,2016-01-08 00:00:00,2016-08-12 01:00:00,51664
bdg2,1,2,calibration,17370,10,6a3ee02d97428f6ac606609430e38532655800cc84db58c3aa6ea5cd92b5b046,26c6b13b52297d2afd3247d44c89c4f19830685e9ff40c4c6362776af4a4537a,2016-08-12 03:00:00,2016-10-23 11:00:00,2016-08-12 04:00:00,2016-10-23 12:00:00,17370
bdg2,1,2,test,34640,10,c0a9c62ab5c2c19e2bcda261042739e825c4525966fbd8708bf07bb1a963c3a3,b57c00d734ecf2193bf555669b2e5662f0e8634317096680bd62d91bca9d41b9,2016-10-23 13:00:00,2017-03-17 07:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00,34640
bdg2,1,2,inner0_train,17103,10,3b0ce3c40fb104a4f9776689f902c2ebe24fb8f34c3c1dee00a43f065304be50,39798ad61dbc450c98f123d94ad9dd68d17987e19b2eba92912c07cd4315061a,2016-01-07 23:00:00,2016-03-20 05:00:00,2016-01-08 00:00:00,2016-03-20 06:00:00,17103
bdg2,1,2,inner0_validation,17225,10,5107d05697add3596888e9689d63abf9f53717168f4d4e2512a41f0ed22456bf,7f1a703b31df6c2e9b0965dafe1ac65d9043ef8e91b79743ba2c5671dd174389,2016-03-20 07:00:00,2016-05-31 14:00:00,2016-03-20 08:00:00,2016-05-31 15:00:00,17225
bdg2,1,2,inner1_train,34328,10,e84068cb2e5bb9ddf91d2e95c8970ef283ab8f0917ce39666fca328339caea80,2a9ec624a426e36fb1aa25c4c6154cd94037384dc1380aca8518429489b22811,2016-01-07 23:00:00,2016-05-31 14:00:00,2016-01-08 00:00:00,2016-05-31 15:00:00,34328
bdg2,1,2,inner1_validation,17316,10,69372493d379fab7967b2ee8f30590cb6c7908fa72c8046b7992da14d71184e0,870d2f28235a81b4591b8c3e267d4762572c5b01721d5748e2c50872ca667b5a,2016-05-31 16:00:00,2016-08-12 00:00:00,2016-05-31 17:00:00,2016-08-12 01:00:00,17316
bdg2,3,0,fit,103644,10,4d149952a994e22840b7b62205e8cdc99230de642aa47e4d8fad2102384f35c1,adf8c39237f339b51e21d1d047669c116d16046d07d3317205dd5dec4b309c18,2016-01-07 21:00:00,2017-03-16 23:00:00,2016-01-08 00:00:00,2017-03-17 02:00:00,103644
bdg2,3,0,calibration,34532,10,506e514204044434f5a526a17299130f3f7bcd04e71e6151cf70f2a8365f3aa3,631235b6bdaf2de5b7358a98969653b802883fa7c1635a41c0aee51bd89c4b45,2017-03-17 04:00:00,2017-08-08 21:00:00,2017-03-17 07:00:00,2017-08-09 00:00:00,34532
bdg2,3,0,test,34422,10,32092b9bbe641553bd173188845082590f61b1f6fe3e1c6f169e8d6ea9f02c08,10e51924a3351a5aa15ec567c1705029936cee510d919220b7350339945d6498,2017-08-09 01:00:00,2017-12-31 20:00:00,2017-08-09 04:00:00,2017-12-31 23:00:00,34422
bdg2,3,0,inner0_train,34318,10,ab8a9aa2cebb533a186fba39c916101f0cfa7fea2e18a8683e5f281b4fb7f89d,bc6e33d6ec7b8c7823b3ed3556f2124a75a4b098b2110670b23caf7b5437c20c,2016-01-07 21:00:00,2016-05-31 10:00:00,2016-01-08 00:00:00,2016-05-31 13:00:00,34318
bdg2,3,0,inner0_validation,34646,10,7b96bfb6c2d8db3296a78d2f57044041fb45efcbc4e915107751cf6fcefac1f8,4a2473b598d0000de8ed51b8028aa678e04e2fc5fba77eb748b89ed63a14ca45,2016-05-31 14:00:00,2016-10-23 03:00:00,2016-05-31 17:00:00,2016-10-23 06:00:00,34646
bdg2,3,0,inner1_train,68964,10,695f08474769f6813c7d0d3f3f12e3f2bbb4de1ab55519e0e2a4c7fae7730f05,44dab3e1dfac93aef626140f5e37bef60ded5e9a4d34be586fe6b5ed2058fabe,2016-01-07 21:00:00,2016-10-23 03:00:00,2016-01-08 00:00:00,2016-10-23 06:00:00,68964
bdg2,3,0,inner1_validation,34620,10,16f0dfe0340254775d449b64055e72e1757e22b60e10a7c570bf1c6aaef1893d,168961c454e691170dafa26339577d561659d35d8137cc573e4e4137fec342a3,2016-10-23 07:00:00,2017-03-16 23:00:00,2016-10-23 10:00:00,2017-03-17 02:00:00,34620
bdg2,3,1,fit,77642,10,bc26a52c2cd92278e47813f8602921cb15f573793c5566a4412b8fb96b34c8e3,df7e90af28ac334a706d5f2e6f4f74b6bccae2e4068f647043199e32fc17715e,2016-01-07 21:00:00,2016-11-28 09:00:00,2016-01-08 00:00:00,2016-11-28 12:00:00,77642
bdg2,3,1,calibration,25992,10,1b1a728474782130776d95baf6ee1aa897dd3fd5e5ad8e3f9b5f90b17dda47ed,ce2b16c29e364bdf860ab75228ad9c07939230262790b6d4972229b68245a811,2016-11-28 14:00:00,2017-03-17 02:00:00,2016-11-28 17:00:00,2017-03-17 05:00:00,25992
bdg2,3,1,test,34536,10,414fbe698b05bc437e34a8bb0715cd644800d3b8059788d2fe04f2dc9212c2d1,bc304a101928ca0eecc5631ae0a417aa87f808274be4045f942bbf0d1d339e2c,2017-03-17 06:00:00,2017-08-09 00:00:00,2017-03-17 09:00:00,2017-08-09 03:00:00,34536
bdg2,3,1,inner0_train,25628,10,0661d81968993b9dd8c70ca53b239fac0469d68e9b7bd2926c0401a68f65a25c,1e981b2154788a416fe78d882f09a2681b12f96178a440b782a0a71e2224f4f7,2016-01-07 21:00:00,2016-04-25 05:00:00,2016-01-08 00:00:00,2016-04-25 08:00:00,25628
bdg2,3,1,inner0_validation,25956,10,b08abac9f6657ee9618c85efe679fa80598dc89c88138f32cd08cd95f119d142,f16944ce3dc98b840504e177410a5df1d4bcb63e88ab979a2538a7055bc56916,2016-04-25 09:00:00,2016-08-11 17:00:00,2016-04-25 12:00:00,2016-08-11 20:00:00,25956
bdg2,3,1,inner1_train,51584,10,7e142879d9fa748e10060bd6aac21f3b02d2edcf39c160f39fcf8b3db7072e58,72c05071cca56041c94c4906a3c3ca74e18115d03f00e5a5215272dbc48d77df,2016-01-07 21:00:00,2016-08-11 17:00:00,2016-01-08 00:00:00,2016-08-11 20:00:00,51584
bdg2,3,1,inner1_validation,25998,10,ca81f2a5d1e1fd94654b6b6d0925f5ad860b17185dc843a4f5f58ca04f02efa5,1f591a54c5bdc4e9ab327666e92f57b70099efd135df938736b2834d276ba1d2,2016-08-11 21:00:00,2016-11-28 09:00:00,2016-08-12 00:00:00,2016-11-28 12:00:00,25998
bdg2,3,2,fit,51634,10,24548642307cad42aa249770e9c2f9976be06ca00a3344af4cc76eb72d8340b5,ffa384f38312c9dc3d731360d923fcf346a931431bf149fc831c4adea813d691,2016-01-07 21:00:00,2016-08-11 19:00:00,2016-01-08 00:00:00,2016-08-11 22:00:00,51634
bdg2,3,2,calibration,17360,10,d0abd97ca8d625e40fb2a1cb4a703de04db6f055eefe3ab56cd15b66319b5aba,863c0af90269298b0e6f5a2f56b55eaff6d6133311914cf4e057fa69feec07d4,2016-08-12 00:00:00,2016-10-23 07:00:00,2016-08-12 03:00:00,2016-10-23 10:00:00,17360
bdg2,3,2,test,34640,10,ac209fd38c4629ceb7d8ca27dc61c0e078efffe969b14c5a757d27aa8ff1b6c5,c96bb83824e1a9ba2a796cae7018992bad567e577c67a2840e377bec1990828c,2016-10-23 11:00:00,2017-03-17 05:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00,34640
bdg2,3,2,inner0_train,17073,10,8e295ef626f371c07b1ec49afd7f2693659cd6afde4f22be484735f11239b065,e1dc0b63558312fca058d40b4bfa82e47e74c4313fcadb1123b077c3d0c819f3,2016-01-07 21:00:00,2016-03-20 00:00:00,2016-01-08 00:00:00,2016-03-20 03:00:00,17073
bdg2,3,2,inner0_validation,17195,10,c1889776e05fcec42d92ea64731f69999ff88e2a223554807aa3617934c1addb,3e1e48c2f2fee5c8f54852c9b499600ff5daf14d9974942119e4e5e818d41013,2016-03-20 04:00:00,2016-05-31 08:00:00,2016-03-20 07:00:00,2016-05-31 11:00:00,17195
bdg2,3,2,inner1_train,34268,10,95b32a00537cd05f86880ccdef0381bf1831d69289c8361feb735b598d2d9ff1,6a6104fa7e43733847fe9b10a19040ca38296c59a9f9056b38739bc2e0aab954,2016-01-07 21:00:00,2016-05-31 08:00:00,2016-01-08 00:00:00,2016-05-31 11:00:00,34268
bdg2,3,2,inner1_validation,17306,10,5974dd749dae94b806e58e7445c48c198e82f3cba50cd0d6c54572d87fcd2191,ce214c17538c51e016a687e3548b8d719a95205251378923f0db0f3b4a862fb9,2016-05-31 12:00:00,2016-08-11 19:00:00,2016-05-31 15:00:00,2016-08-11 22:00:00,17306
bdg2,6,0,fit,103594,10,744808be80508b367c4f4ae0feaa66907b5582cde3405330c39f7c09a2efb29b,2b76ab4a41eff2eb04fe2dd554bea2e4a64ee62ad2cd647655e0b352c205728c,2016-01-07 18:00:00,2017-03-16 15:00:00,2016-01-08 00:00:00,2017-03-16 21:00:00,103594
bdg2,6,0,calibration,34524,10,1b18e3fb9139e042e4f2c4d5187bb76792ccc6bc525499bf43c234eb9b091ead,3dacd06f2263d36fac887bdcb4c666e4232767375737a253f26871fd5fbd10d1,2017-03-17 00:00:00,2017-08-08 15:00:00,2017-03-17 06:00:00,2017-08-08 21:00:00,34524
bdg2,6,0,test,34416,10,480bd0239caa41d4159cf7bde8027d95fe26354b67836a8cf58a30f4de9f0ed8,4350085ce11ca4204aa7702712e2c358e41851db8e42c79fa8373bc45e6a79b9,2017-08-08 22:00:00,2017-12-31 17:00:00,2017-08-09 04:00:00,2017-12-31 23:00:00,34416
bdg2,6,0,inner0_train,34268,10,82d1b8e9ef6b2a80125d4bdb5a840f9f92d535ec204098e864b71bfd62324488,1c4885d1b36fb44777ca3bbe08cfb089290e315770f057093209d12edc2f5bfd,2016-01-07 18:00:00,2016-05-31 02:00:00,2016-01-08 00:00:00,2016-05-31 08:00:00,34268
bdg2,6,0,inner0_validation,34596,10,d281a9b5ffbf6f0c0ccab7294dec5a28269fcc4f30e96ac4bca966e535f4bfaf,4e9eb27914328e28a23218b5ba5813cc0be254508a36c912afb6b22da4439d90,2016-05-31 09:00:00,2016-10-22 17:00:00,2016-05-31 15:00:00,2016-10-22 23:00:00,34596
bdg2,6,0,inner1_train,68864,10,6461a864d533f37e5aba538bc5c4d7b98814a2d2e2d0758e9a6baca7a3bb5261,d2374d50720a77640191e72578661c4fde430a28329c42ab4024022591b858ff,2016-01-07 18:00:00,2016-10-22 17:00:00,2016-01-08 00:00:00,2016-10-22 23:00:00,68864
bdg2,6,0,inner1_validation,34610,10,c167426da10e6867fcd66e8caa34a801954f8069f3f1f75075d8daae074b9b36,8713ffb95a98e22c086fd69cae761947352c668b0f8c6035a4cb1b866f433ee8,2016-10-23 00:00:00,2017-03-16 15:00:00,2016-10-23 06:00:00,2017-03-16 21:00:00,34610
bdg2,6,1,fit,77592,10,d879f002216d85c82c3d828f5f9b87a9f4aa8c3d37d2bd03abdcbf836519a73e,4d3f2765266c193e55ecb0dba767d8ce8db2dc0f1327e84c00e39b727f744bec,2016-01-07 18:00:00,2016-11-28 01:00:00,2016-01-08 00:00:00,2016-11-28 07:00:00,77592
bdg2,6,1,calibration,25982,10,88cf068f7e50fb074d54793f78dad884fc2d70d8589c710c333d667a11fb62d2,9ab0b294172b2efca99479e0c31340b2f19f17651daa09ccab2600e97d4d0d77,2016-11-28 09:00:00,2017-03-16 20:00:00,2016-11-28 15:00:00,2017-03-17 02:00:00,25982
bdg2,6,1,test,34542,10,bae73ee6295ceff906e927fdff4a127189f14acbe39345a78b485e1d6772a642,f31af9d36b9364497694606a5a1a05f04f81672f32ab867e0a747652761209fd,2017-03-17 03:00:00,2017-08-08 21:00:00,2017-03-17 09:00:00,2017-08-09 03:00:00,34542
bdg2,6,1,inner0_train,25578,10,b8c31e0cada2bf4caabd5223e43f1fa86eeb1048d40e387178cc1514462c7407,af13fffb1e16ee388a113300c7f397cfb1f9bef744f55ebfcf0c513456f6196c,2016-01-07 18:00:00,2016-04-24 21:00:00,2016-01-08 00:00:00,2016-04-25 03:00:00,25578
