dataset,outer_fold,role,n,groups,origin_min,origin_max,target_min,target_max,asset_days,membership_hash,segments,eligible_onset_positions,guarded_capacity_per_catalogue,request_per_catalogue,frequency_minutes,horizon_steps
rico,1,inner0_selection,8398,38,2023-08-10 23:15:00,2024-02-02 22:55:00,2023-08-10 23:20:00,2024-02-02 23:00:00,5.831944444444445,e3cc4b75464d0ecf8720dabd8e185c4961c7e3a1cd7f5b4d96ccafd7cd7f0e8a,38,5738,38,3,1.0,5
rico,1,inner1_train,16796,76,2023-07-26 15:15:00,2023-08-10 22:55:00,2023-07-26 15:20:00,2023-08-10 23:00:00,11.66388888888889,a62fe1850c74262b1a73477cee238270ba9130ee432f6c5194461f897c028988,76,11476,76,6,1.0,5
rico,1,inner1_calibration,8398,38,2023-08-10 23:15:00,2024-02-02 22:55:00,2023-08-10 23:20:00,2024-02-02 23:00:00,5.831944444444445,e3cc4b75464d0ecf8720dabd8e185c4961c7e3a1cd7f5b4d96ccafd7cd7f0e8a,38,5738,38,3,1.0,5
rico,1,inner1_selection,8619,39,2024-02-02 23:15:00,2024-05-09 06:55:00,2024-02-02 23:20:00,2024-05-09 07:00:00,5.985416666666667,e53e5595a14a5d918cc28a39919b0a7667949a0721debb94655eecc13f7199e8,39,5889,39,3,1.0,5
rico,2,B0,8398,38,2023-07-26 15:15:00,2023-08-03 10:55:00,2023-07-26 15:20:00,2023-08-03 11:00:00,5.831944444444445,3ec4d0c02b57b609e3435e551869e98d39649c2dc54124d4723f9339dd006937,38,5738,38,3,1.0,5
rico,2,B1,8398,38,2023-08-03 15:15:00,2023-08-10 22:55:00,2023-08-03 15:20:00,2023-08-10 23:00:00,5.831944444444445,2b4090e187806b3bd0cfc534c871120632ec0ab91af1f636a0c1e863e9ddfeb8,38,5738,38,3,1.0,5
rico,2,B2,8398,38,2023-08-10 23:15:00,2024-02-02 22:55:00,2023-08-10 23:20:00,2024-02-02 23:00:00,5.831944444444445,e3cc4b75464d0ecf8720dabd8e185c4961c7e3a1cd7f5b4d96ccafd7cd7f0e8a,38,5738,38,3,1.0,5
rico,2,B3,8619,39,2024-02-02 23:15:00,2024-05-09 06:55:00,2024-02-02 23:20:00,2024-05-09 07:00:00,5.985416666666667,e53e5595a14a5d918cc28a39919b0a7667949a0721debb94655eecc13f7199e8,39,5889,39,3,1.0,5
rico,2,final_fit,33813,153,2023-07-26 15:15:00,2024-05-09 06:55:00,2023-07-26 15:20:00,2024-05-09 07:00:00,23.48125,fdd06e09f2c7460b0b4d7da508cc2034528cfbd12bf5bab0314157b5d02cac58,153,23103,153,12,1.0,5
rico,2,final_calibration,11271,51,2024-05-09 07:15:00,2024-05-17 18:55:00,2024-05-09 07:20:00,2024-05-17 19:00:00,7.827083333333333,bead5fb80ae9943c331928ad16708a245ead1a3c9592b6674afba0277249d8bb,51,7701,51,4,1.0,5
rico,2,outer_test,221,1,2024-05-17 19:15:00,2024-05-17 22:55:00,2024-05-17 19:20:00,2024-05-17 23:00:00,0.1534722222222222,e23a08470b5bb76f9c0be4ab10fa518c0b9291eb897aec73cbb06e92cfe0baef,1,151,1,0,1.0,5
rico,2,inner0_train,8398,38,2023-07-26 15:15:00,2023-08-03 10:55:00,2023-07-26 15:20:00,2023-08-03 11:00:00,5.831944444444445,3ec4d0c02b57b609e3435e551869e98d39649c2dc54124d4723f9339dd006937,38,5738,38,3,1.0,5
rico,2,inner0_calibration,8398,38,2023-08-03 15:15:00,2023-08-10 22:55:00,2023-08-03 15:20:00,2023-08-10 23:00:00,5.831944444444445,2b4090e187806b3bd0cfc534c871120632ec0ab91af1f636a0c1e863e9ddfeb8,38,5738,38,3,1.0,5
rico,2,inner0_selection,8398,38,2023-08-10 23:15:00,2024-02-02 22:55:00,2023-08-10 23:20:00,2024-02-02 23:00:00,5.831944444444445,e3cc4b75464d0ecf8720dabd8e185c4961c7e3a1cd7f5b4d96ccafd7cd7f0e8a,38,5738,38,3,1.0,5
rico,2,inner1_train,16796,76,2023-07-26 15:15:00,2023-08-10 22:55:00,2023-07-26 15:20:00,2023-08-10 23:00:00,11.66388888888889,a62fe1850c74262b1a73477cee238270ba9130ee432f6c5194461f897c028988,76,11476,76,6,1.0,5
rico,2,inner1_calibration,8398,38,2023-08-10 23:15:00,2024-02-02 22:55:00,2023-08-10 23:20:00,2024-02-02 23:00:00,5.831944444444445,e3cc4b75464d0ecf8720dabd8e185c4961c7e3a1cd7f5b4d96ccafd7cd7f0e8a,38,5738,38,3,1.0,5
rico,2,inner1_selection,8619,39,2024-02-02 23:15:00,2024-05-09 06:55:00,2024-02-02 23:20:00,2024-05-09 07:00:00,5.985416666666667,e53e5595a14a5d918cc28a39919b0a7667949a0721debb94655eecc13f7199e8,39,5889,39,3,1.0,5
