dataset,outer_fold,role,context_id,group_id,segment_id,onset_offset,duration,warmup,followup,context_start_row_id,context_end_row_id,onset_row_id,onset,context_rows,sigma,context_row_hash
pleia,0,inner0_selection,8f5a6c906d37e42efba0,None,None:segment:0,50,6,36,6,d7f1477deb2c78657b3d7561d568596ae02fc2b63e86ac5f1082560ad4490ed5,8baaa5c6e6d83a095dad87c9a69ff06cd0806c5b1580060020b4d1d34e5716fb,b2349c97538d9400c44c7ca74c092f921f1ae42d38d4ff495e9744b24253c5d8,2021-06-06 13:00:00,144,2.9652,b7dad3f46eea6dac45f27308258978d3e2715e8d956af9ccf9c80eed46222bfc
pleia,0,inner0_selection,3be2f3986ff73094c14f,None,None:segment:0,68,6,36,6,f677c1beecbb21464e3ead9bbb8429b68e9615de58e075a96ccb73db67bb49fc,a45cb9523757b556e8781273b77313e42acdee81a177c7c5442a20f43c781fee,5f5ec618fee201a6a72deecee2e40db85ec23facea0e153dbd0cd8b01cb35dbd,2021-06-07 16:00:00,144,2.9652,1af721b68e3f16a177902b85e20d5df26fdb3a84bdbf849ccd8098caf4d5e9f1
pleia,0,inner0_selection,2208de2b59ebd4489b16,None,None:segment:0,49,6,36,6,46193e80e30a818b8cd3586ba1c94c1163f1f76d88dd30705917f0fa7f6f7e7d,f6cf5e79bf2a4a04662d3c24c0dee1ff02548c10b76c9ea09e45dd2e49852234,fd41533ebcad546f8ed7a0575edc7ff7fbbe4971be57218a605e6d1955abc8aa,2021-06-08 12:50:00,144,2.9652,81af64c59175e4a4a2562e488ae8bbbeeae3fa62b34137eecccec70a6565feb6
pleia,0,inner0_selection,817b3ef5a63f0bc4fe86,None,None:segment:0,129,6,36,6,f89bfdfe98175787a3d3e17247fd7a33b16fdaf37bc595b2c94b3bcb4a0f5aa9,c348d8edd33d2d9d8f28292d43554e00c6b4063b3493cf0ed8b8f232ca546d78,e0aa00350b130b3253d00299eedcea68e002e11b920aafd63a6e8c01cdf43d5c,2021-06-10 02:10:00,144,2.9652,73ee4b5377f33f9d7f257c995fa8215e51d528bfb2d166143384580886cde8b6
pleia,0,inner0_selection,3556116d0ff08b80d161,None,None:segment:0,95,6,36,6,76b2535b23801d52b468d7ff6c5b1fc69a51b2bc9329e95e4d212a1eeb6b3d3a,4b576a1596f25cb12c8419c6bf33bd4f150eda1946bbeba1d22da04a9baf9d96,d37e2324ffc280853d008c34a6e8716dab8bb3fbe406d045e95dd18081405618,2021-06-10 20:30:00,144,2.9652,f1668c970516b1a7452ea55c068a9a151749ff3993a52e5765799ea15e877c89
pleia,0,inner1_selection,d23a85cc6b2cec3eaf0e,None,None:segment:0,54,6,36,6,2e9410192c515ec35818daa3896cedd0750213560d3d7cc233d57a4e40ea427d,db45e4058e6a71b8f10e783adb82f4193344dffec10b614c3236fae7d11cf9a4,8e15be4760eb146c5073ee4246b5a6fb68da54d5997160344a71ef6b46f7f1de,2021-06-12 04:00:00,144,2.8169399999999976,057ad524f26978cfa1a998f31a03e2eede58483d35b52403556a1bd7d1b5d59a
pleia,0,inner1_selection,62cea58d015e9a91b228,None,None:segment:0,49,6,36,6,57dafa3cd1a9082c06fcfc8f4a3291e9cb6487c528bfa8c2f4728ada9fadcc97,004197cf13e6ef279c7b176eecfdc96e709903153ab1d73ba60ecb554c7e0173,8769313717090180f147a1dfbde8a47b4c4ddf7072b95b044d52f92c47ec56d6,2021-06-13 03:10:00,144,2.8169399999999976,e89491cd288420e8be6d9b1069803832da233a552726da31d6e924412c7e4a7f
pleia,0,inner1_selection,84070a30cf5117417915,None,None:segment:0,54,6,36,6,a320e74b784bb0b4562d95575db7f3516f1359bf4f0acfa3f2046c83ad8c4e3e,3129b79168093d0bc2d352169f833be961a55bba4f9941c50b605136a0121429,5f1a19e4e97e44ca7e001921eb31f9fa33d1d773698d5211bbd4d7e7a52c7f99,2021-06-14 04:00:00,144,2.8169399999999976,dcd3771440af31337bd10e0a2eb9d9699acd903d24c733793bbeae5dacf6c69e
pleia,0,inner1_selection,5b092c31f639149b85ee,None,None:segment:0,132,6,36,6,780356c6522dfc660322f73f922fa85422ffe341e2f3fd0c96b7967bfbf86132,82e0e87f870b7841f2b677724c65674cd4168301a3e489bdbb231b9f71c2eea3,0cedde7f08d8a076858264b735ef0e4da08cf6d0ed49f8fce291ece60b652721,2021-06-15 17:00:00,144,2.8169399999999976,e495fd31566a39deea024972a0cea788cb53053d57bfbe4a1a10f288ec4f90aa
pleia,0,inner1_selection,37d6e7dc2a076fde8709,None,None:segment:0,116,6,36,6,91bab87eaf76241a663714dfc904370a0d87779f7c88871734dcbfa2288fa937,5152a5d8d1aa4df44ad9e5032bf9ff7be22f57c4211ee3e973211bd0c050ea0d,93ede0162115cb3a19a8d4d01f39afc8c8c8af778fddb435938202be4293e7a0,2021-06-16 14:20:00,144,2.8169399999999976,aa3675a41a0c347027c8964e166ae9148a016e5f3ef2eb51c7378d7a5ceda377
pleia,0,inner1_selection,b7e1308ac2e702141e95,None,None:segment:0,76,6,36,6,2175eff471ad9420776e68519ca0ad393910afc5b0599e828fd4d672ff3c154f,907daf0252d2100a0c2880c12e7f2e009a67d7202f7a96826371a39ef818640f,1ffc3e81b7394f40cd4baeea3cd4e3b3793c68f9077ea3f7158a8f7d56561c48,2021-06-17 07:40:00,144,2.8169399999999976,115dcf149f1ea298db372617e762adbe6b9c9f5e9d9067f87ccbebbc9f091b61
pleia,0,inner1_selection,44f07e6f746c7f331d8e,None,None:segment:0,46,6,36,6,beba8ecec957c1f5aaa7f980c91aa6723125355b8c777dea7dcf86fad9dfb471,6fbc52823b58ca5c4986a2d02a38348e51cf676070784fa185dba2b21be49097,f855b31c9f71c0d5450e444c5afa1708a4a401b47f7d011e5e1c56aeb677c537,2021-06-18 02:40:00,144,2.8169399999999976,8fa5852a45f178f46786398f476f68b9e0657fae29f50fcd52183cdf6fb51ccc
