dataset,outer_fold,role,context_id,group_id,segment_id,onset_offset,duration,warmup,followup,context_start_row_id,context_end_row_id,onset_row_id,onset,context_rows,sigma,context_row_hash
pleia,0,inner0_selection,b34e2b28d5408aaf0965,None,None:segment:0,69,6,36,6,7568f90b970565d33e169cc2515538895694e44ff523b38bb6d951a7de38739a,5e552b414b77bcd9e224c534dd0678e8f65774b0d40e32a2334f6ab77a1f478e,741f8e50d00625d4755632a07aeddf60c6de32fb3d26938a5660f448f9567896,2021-04-21 16:10:00,144,2.9652,6bed1b12ee566456f0e85858f26fde0ec255b8bcceebf39713fb47d429f2676d
pleia,0,inner0_selection,bc01ec4ca9123cc16bdc,None,None:segment:0,64,6,36,6,ffea0f010f6588f57ad63ff7e207f428b76fc336eba478338d23c87a076b01c8,5fe16de547479c190ff09091b54817ad0773f057ab135bbda00b5be4412be3eb,ddca0486903dc0e817b867b2b09600381fc02cba80ed764321b98803f0dc3649,2021-04-22 15:20:00,144,2.9652,990622d8763847f5e44471b7ef6e1ed9ac4e7e27bc7756d0025557f700a42b13
pleia,0,inner0_selection,67a643b22b77f63cf757,None,None:segment:0,59,6,36,6,f108187e7ea2fa460b766872e3eceb3dd5f036cd0807a293d3132cde290eff23,8c193d11b83bd3b65d7041874ab44604456865ada58e0c12dfe54452b340a1e1,a3dd484e517ff8036332e155aa8399bb28b20cb0cba56ab4aa3b6f972614263b,2021-04-23 14:30:00,144,2.9652,5bde8591f7fd2143867ede2fe98be5b97325b6a079c8989e030b673ed693aedd
pleia,0,inner0_selection,9d58db7401a7834e80a9,None,None:segment:0,109,6,36,6,2cde267c4b42b49ac651a15b6dcf3423c03b04beb5ab9284624afe7246365580,6d87e2abb9fb05ad32ca01e88580ac962c298cc0a507f936a7e32b40308b83b1,ca903dd04125f81de9876ea54417b43ce2b72d1fc1ad44efbf60a64b1a049cb9,2021-04-24 22:50:00,144,2.9652,18a6a5e8c4bb811b43fa9984c531962576817040004a391314ec671d2e33fdf9
pleia,0,inner0_selection,d11a864bd0bc5102ded6,None,None:segment:0,98,6,36,6,5024437397494f0920a91f623ff97210af24f6f5b0694d7141296592307f7ec0,e41f09dbfa5278a66ee2f77d814588c3ec0cdd469a7c7ee3b4e74e1a7043fba6,77bae6ae266e117a2598dd16c611b520db89238b1ef4257a43b5addedcb8a784,2021-04-25 21:00:00,144,2.9652,0c964fb61651b47cfa78b246d82ec057603b411531ce35424e4d6725a93497ad
pleia,0,inner0_selection,37d208f3b082de018723,None,None:segment:0,94,6,36,6,5e2661299e804c93dcc245d6882df1f0cc2df0e4b2005c5810b25e912ac12362,6954054208f1ae0c1d3069bb023d83bd2e9143eec351bdc6507bcc4709f4b62b,680a61246dfa6623c5e955b839778136d52f19cca639dd31390b75e7b09764c0,2021-04-26 20:20:00,144,2.9652,469237460f3ad2d055512b3abd47d9de4b0b0c17afcdb13a891e15b61f9d5d2b
pleia,0,inner0_selection,d0104064bd20e563047c,None,None:segment:0,56,6,36,6,9ffd0771b749d1bc7198a425750e88f74b6b4ccb22c1b1c72f7062626e487386,3263634a28134d079a1b6c249d50784710171a34d06f0909fd7785dc94c57cbc,57d2c49c9f18fa22aa50c9795d0a12a9718121ee65674ef46cf3bb1a0818ada9,2021-04-27 14:00:00,144,2.9652,3b96eb8be1a313af49431a4b3e260ecb81ee01a27f7483182d601fff674a0dac
pleia,0,inner0_selection,2a76de7de7569434c69f,None,None:segment:0,116,6,36,6,ac35940d49be562a3663ccb4e4ea55f32816a41a3d8bde645f1840965ee38a5f,74ed55e9945e0fcf19743e435b98183c58b369ea688a97c96c0da10e117d7b9e,264f6c24c92342039ac9df64cbdb2ade5ce92f16279fd44786340423cef4f7b4,2021-04-29 00:00:00,144,2.9652,a1cd08beca3e8c2040c9e29e4459e95400a088e80b7cdc299d13cb2c46a77262
pleia,0,inner0_selection,2ffbbc50251fb3d6c71c,None,None:segment:0,82,6,36,6,2ce2f770ac9de1f73e45076bb54b3e7e103449e90eceedcbdd41894ec0af2ff9,1cdc78a7f85bbfa2578dab5d14c5d6b2cbc961f171202c1e12cc203b7fbab69a,dc6e2bd2533a95c645749be73eee896295add56e669945fbdc7166c2cdca3c4a,2021-04-29 18:20:00,144,2.9652,0ef12b9245d87cbb32fc140d2838c59b6427b56022e55cb143f1cba58cf75065
pleia,0,inner0_selection,9f9635677f0aff2f90aa,None,None:segment:0,92,6,36,6,c3710a3dea2e441d68673a0c42eb166c6a51bbec65810ad6b875b7d491755e7e,d57cf105055a81d92fdb175ba1e70a8082e22416ddc6a5ad4caf824e91b3f1ad,0a3b9375255269906bace1c062ecb82040a00fc4f25decac5b26b67b9827044f,2021-04-30 20:00:00,144,2.9652,d3adbb84eb3abe45a4a21c1237880a6c1c1e6f168efff3f886bb743beb1bbfe3
pleia,0,inner0_selection,a71672c291754971d1c9,None,None:segment:0,121,6,36,6,a5cd120a7cab0f600e49d0a3c21485362bf636a9f05121afbd13cc500a517b6b,63305b087ebab86ed356113ab9a97a14ecddacb8a71ff67c5a4ad539df71a7b9,bbc2e1dd6d87feaf52d8638f4098068f9e0e95b10a22e1d1ceb230c1f7b40334,2021-05-02 00:50:00,144,2.9652,ed4fd66e7e1aa571f521f38c65405ca762f266d248a56e84124bc8c0ec1a9390
pleia,0,inner0_selection,1dfd54815940b3af3d26,None,None:segment:0,109,6,36,6,ac80092d26dc4c6c66b7a6e310b00d7c5942ca4c0197c5449290d364d4b7d859,9c6cefae9fb55e0e9b82f4dab1df567ded01ea68ee3d39b12eb1913bcfad391e,db3ecc682374f8a7e0916d849ba35a42b152414b5c42b8293605e55fdb5c2033,2021-05-02 22:50:00,144,2.9652,1973858f975454b519ba6034dd36d6389650f30fd96cc589c8596d4ec9906701
pleia,0,inner0_selection,138a428e6826f724ba55,None,None:segment:0,129,6,36,6,7d1f6a981c047abe9d91f821d58fef2f6efb7cf15c586da455892fe0989898ad,8fad43f26fb746668baafa4763e39bba8e7b9df938f9bc2afcf7c98a626d547c,15641efc2fe08b318ca2cfd7bd49f5ed50620ee522794e91a26ad94eb336e090,2021-05-04 02:10:00,144,2.9652,0dd4ccc1365b476c0b503311f03652e0db2388c8a8b5ab5219d77d889ac1d075
pleia,0,inner0_selection,504d106cc30bcdd65687,None,None:segment:0,63,6,36,6,f99c7fec5774f138537a7ed7ac270522cce7b59cbeb227c848d08ff159458774,c6ae302cbad60c53964641ec2c990378c3fa3c2cd1b943c1269162f65bbebd35,c1def39141046fc574a5c48e4d846f00f0f007f069263989fb23c808b2dc5b43,2021-05-04 15:10:00,144,2.9652,4d6871217c126e4ba8e789cab57d4c4174e6b774c77dfefaa83e3e2c89784533
pleia,0,inner0_selection,2b9d69bda8271ec84d74,None,None:segment:0,55,6,36,6,2571a51fd8678ed3f72652d241eeffc611b6b6f5b6c48f29f6a2b3494a816551,a67b8a66a676c89aa8333fa7e7ef37b932340ce7df401ad2a65531a2ca1536a9,b5dc4cce49b536e5458905b923377ff79402a9b7383fa1b077476bed185be978,2021-05-05 13:50:00,144,2.9652,2d6c0b7bb5403a4bd8b7996addb19fe28ba0967a1780ec01a372b9980bcfe599
pleia,0,inner0_selection,bd475027ae69169ad6b9,None,None:segment:0,106,6,36,6,d5b9a3217e0c4d95f3550d9085207c5fd4d86a37b214c62a6d211120d9f6b0f2,2049932d44c008b4a5b2cf0fdcf27330a84e747b1033039cb64f983fdc5c361d,fcbb7bd791cfde4e4dac7e17a5ca33ede5a04346a790d9fbfe35a41be9bb6669,2021-05-06 22:20:00,144,2.9652,864569ae388532abae575117b65f55648d012f00762b177e48c3a31a29356c36
pleia,0,inner0_selection,906180fd539acfde8f9c,None,None:segment:0,124,6,36,6,1381e5a923826c0c6aec09a70b45c9926072249871a00b63386ea96d36fde841,2606f93433caa165bc1dae98d9e39ded76ccf4f4b7fac3f2d366d221e2243cb3,942bc3c8f346a2f8480d8e1e8715bf4381ea7ca254c331ffcdce0c62fc692676,2021-05-08 01:20:00,144,2.9652,d2fdc515c9a4c201e04c085c3dfc50a4fe6db6dae9e2f7c7e8f401ad7d6b8e7d
pleia,0,inner0_selection,fbc0beca2e263fb83673,None,None:segment:0,95,6,36,6,729e2d541e72d0291b03951b73e76e7f7ba12ea96c6da001a96da33bf97de429,40c84780804a331278b54b5ada847df4b42218b6296d1600c5aa7b90292486f1,282a9815603e32a3d754b00e4d65ee7e189fbed6b122bdce7743532c1f908c62,2021-05-08 20:30:00,144,2.9652,428b16ce897c6a81b413fbeaff6831b9b2ea3a21e71b567a2af14af91dcf06be
pleia,0,inner0_selection,690a77084eb773510dfb,None,None:segment:0,117,6,36,6,00389de579390f5d31a1217a5211b2cb20b7207cbf3779a16b1e1ba97c05f55e,71506175d3c3d532842f5ac198166e352245242776a2298ac2360013ef7ace81,1fa9f83ded68ddcb7e77219aebcc452fcfbc600c20de7e09a8c4265343fd7ec7,2021-05-10 00:10:00,144,2.9652,57093fb7e2f6723d05f34564367f7dd77be44030fd8c1e16623f9a79153040e0
pleia,0,inner0_selection,51dab6420c54b53bd616,None,None:segment:0,89,6,36,6,e1d83336742e8e7f41ea3f5d291769415660f9c2935d3eaf9b776557bd769772,f6e0101c2caf5b64c7124d73d6a6c7a3d412a865c61af00d8e1b48f5c1b408a8,52e89256e32bfc3613db0d1bd37d74874c4e96d27fe89ac8062777f9d7f1b3a5,2021-05-10 19:30:00,144,2.9652,d9d2b6764416cdb6d2f87fd0dc212e1e39520f5d7fa37d6846dc5bc94c629d06
pleia,0,inner0_selection,c08ed88842e24e8e3be7,None,None:segment:0,86,6,36,6,6b26be17c2aa7895464fb6cdca2665d0dbf1e222aef9df882d9070353c2aa38e,23f173af5bee26d37f5fdbf4ed8169aac996a6f60159ad7e7209d99fda9d025d,982c6ce3509106cad7eaa974392748cf3d3101fae8ab3250bcf86e88a3582274,2021-05-11 19:00:00,144,2.9652,a704dd14dc8238b22a3f9fe27f7f9830ddc8726f6a22b2fe068fe3978332e188
pleia,0,inner0_selection,cb29a9dfd98580f7581c,None,None:segment:0,98,6,36,6,c4b3cac38222c614da1281025646ab67fe2dce50a8c907d4913dd8a8927d805c,4a1db154e8c19ff9f26a00aedc89fd3b9de30903e9c964764197fd599881c721,26ea9756bf5f7dfe76ac704017d31a87293f83dd249c99c5bb420e85dbfe4f98,2021-05-12 21:00:00,144,2.9652,a86b5d21c69e2617b7352ed67321617ef35909442a22910c2ea4312ed23a0bf5
pleia,0,inner0_selection,1d3cb0a9c0dd9fd11a5d,None,None:segment:0,89,6,36,6,bb7ba5cdecf3c9de13aaceaf95d1cffc1808dfa881bd0127d0d315ff540bb185,18ff6a04b57627c131299e0779fd923a21eae1d67d7dab98ecf51606330388ea,98b1fa524c77377afc8496713a84b492947f3e317e3fa06a166d748a4225e54d,2021-05-13 19:30:00,144,2.9652,2551d8d9ee15e1685fc725d7d2e2d9e1bfc67665aa02ab95311cb6ac9b9aed41
pleia,0,inner0_selection,798a9242e039b62cf77a,None,None:segment:0,64,6,36,6,6df8dcbe3658d871606a4e5d601f81f829301fbaa5f5ba30606758592a6188c3,65e5529b01f02c0a770df4a0c91c40e438228adb56bf898aa4b35e938db49334,9a359084c4ef2cb68b882c66f396e38a5c455c8ec8f72ecc79d1017850ced62e,2021-05-14 15:20:00,144,2.9652,e0b0a6baaa2204917eb793b9d12af99e4aeba3f35edd42333d578cc299d83842
pleia,0,inner0_selection,85bdb210f8ce6406261e,None,None:segment:0,76,6,36,6,0ddf9f98680c296c5311f03438cad03631912c341e843bed12d39bb9046c4968,3953c11a40e6458f7b9c91ffb2a8812218d190eb930932e3ae20ef2a1a5adf1f,74fba96912068d06ec9d2125abfa4d9ed62d11f0a8b202ee43413338ac3ef5d9,2021-05-15 17:20:00,144,2.9652,21a7835ccdff902217b711542b0696b221b8fe5a43fff0a97642359eb3a42115
pleia,0,inner0_selection,d840307063d9e7320168,None,None:segment:0,49,6,36,6,f47c552e76eb4bc5081833efed567d7bd03804462c9a7d0bcef1dcc6081e97eb,5365dd5bcffdd0c4afc8244ff5bc23c6b564c68ecc786ac420cb7146bcc8cdf0,6272339b68c33691283ec8c65e3c965b58b9b67b43445446d8b322f245fb47ab,2021-05-16 12:50:00,144,2.9652,20d4cb8550924c4a8952b728daa690871ff91aba16cf8e67ff153be69651fddd
pleia,0,inner0_selection,d96ed3b6d3a2c1f47ce9,None,None:segment:0,119,6,36,6,e585a2660c1125488ecc7021edb2d08ce6b93c9159e0f1d587489a3db82f2fe8,2d002154e43bf3d5705ccdfeec456a1424b347f9502f73ee852f90f278957097,8b9829002834ff152fb9e4b63c17b9daa80fd5f045b5cf3738c2118d67b974d7,2021-05-18 00:30:00,144,2.9652,f05a698b8db3daa827b73abbdcf4cc51a4d2f3cd960a8e193919d1c031545963
pleia,0,inner0_selection,b7ecbb58a4057b454c0a,None,None:segment:0,86,6,36,6,fc2b4db14842193f5bded705e44fd5e337d5f5f891b07e6af27949d2bd42b3f3,7a9945937b485bbb9941f9ac83695fcde8ecb4cb576c9759d0b50cf63dc50600,3c20630704696b7453b4b889e0112d03d3d93ecbb26999c334e1779357c65a66,2021-05-18 19:00:00,144,2.9652,27d76d93fc6a2fb73e44da126d7b1dae51f9f31a0b8ee95e06a344f9786863af
pleia,0,inner0_selection,e2f33f87e0e79704e72e,None,None:segment:0,104,6,36,6,1572476ba33c574165192f7a9eb944b2058d6b471b7fd97205bc8d8e4c833595,1f502752fdb86a8283124c2f12a9960049c723dc89a0c7f0980cb51a940426a1,46024de4fdde62d88ba366d97cd8520e2f5784975a5080a87e64a2649eae9235,2021-05-19 22:00:00,144,2.9652,bc3a7a64b4b8856d8d44f8e211854538e15c7b3da50b110dfc822b7d594ad5cc
pleia,0,inner0_selection,949d4836f255e26a55d4,None,None:segment:0,40,6,36,6,78e6efa977ec113bf822a90915aeaa132091fc79a970b690ace8079467dfe8a6,b2bfc7a9f51cc32739c085adba3b54cd10c7082388e1e209f1b489153e59292a,eebe9eee21249bccbbc9275e61376387af92528e0dcb0cf2a27f93c0075d9abf,2021-05-20 11:20:00,144,2.9652,3fc800c0ffe179e974da2ed669c5b841942b7b48ef6854c1ee4d125b60491308
pleia,0,inner0_selection,8ab6292344f450de8d0a,None,None:segment:0,46,6,36,6,80c8e54595e3b4fcb6944dce825ae94a01f4640ff7d54f95f13316a22adb5567,d0f8a88f2122a71e01c09170dfb809671200e6c277bcc2c545d5b430a4149352,65ed76752573d47c590236644521edd574a6b8f844ff373ee172b7ffb4f2825b,2021-05-21 12:20:00,144,2.9652,27481532baf239c885ab5345579c8f033008c3d8018bb19f5d48198bab296205
pleia,0,inner0_selection,2f7ce68489eccf4affa8,None,None:segment:0,131,6,36,6,92938ce1a8201a73fe47eff3d26ea16e7cac23a8e383dcf78978b056cc727a8e,495bbd34278008b3fc2e2636e2a9a63ecad29fe05cc5131d8065727a3a6c0993,dbde117010562aab8b855d7e6d940a41c0264c45f38e830a53a1250ecf170829,2021-05-23 02:30:00,144,2.9652,9310e976839686c6d3d6f18d33de654dacd791d0c6c295071e724553addb8e04
pleia,0,inner0_selection,b2715dfdc256a176ecf2,None,None:segment:0,43,6,36,6,0de7629b38a9e59dc6d4cbf6cd7778e4086f87c0efd69b51142c7f2449488d4d,8e0364e5918e1ec0a7684bc7c4d3d5e82ad427522a07037e6921ab4da08902c4,55975372fc199e6b2d98c6af84da6a9fca9329ce89fdff8fc66ef3ad73c3d2ae,2021-05-23 11:50:00,144,2.9652,c41bbb4814f5267b72bf30f29c2b26472d611818d015dd966946e4f8f7095240
pleia,0,inner0_selection,eca1b3b78ef026eb4635,None,None:segment:0,124,6,36,6,4bd00dba5d9af2f430d5e44f93be8d8fef5fca3914eb68700504609089005bee,dcee53e565a3bd10e3a36d66e63e492b1900d06a8cfe857263903dbf88157a25,ce2860abba9aad97de7f3032d60d24cc8901f63d5c1cfb549d8fcaf24bade48f,2021-05-25 01:20:00,144,2.9652,e333d0a4044fee4f98aba540a3c4151d8568921648c05b0276cc92a2a2466f1f
pleia,0,inner0_selection,6f43d0b0b2f81c9c64ad,None,None:segment:0,64,6,36,6,c25cccb32a88bf498b5fa640267d03e9dfeb9939b724ae3ff0d1115cedf18bb9,6e5329717fcb5a20151baa1bdb377802b41c8f27d17dbd2f7267705221721f4c,cb8e11b1a95593440e57ccc81779878445928c774659ba153dec773561c5ac7f,2021-05-25 15:20:00,144,2.9652,e2dc993c84f8cde2b92f4afab7d8e0e68624bd608ef3cec6ddbb1d0b636141bb
pleia,0,inner0_selection,db60bd0f6fb70358b1ef,None,None:segment:0,130,6,36,6,db6e0ee7739b1ea7103090ee6478051025de6c3871e125b2fa45b8d8f3e6b7f2,f89dbfacbff99b5202de0197062c37b8ae1a12f72577aa228c9eeb6b2ce66728,524a23dba91bd6f0f6d70daf2a8b5ae247bafe3352037c4f644ba36f52a0506b,2021-05-27 02:20:00,144,2.9652,56968a9dc5203024028efec46b7bfae76e3967060e9d3acec0ba6cd470dece03
pleia,0,inner0_selection,3f8486a26344b62e0af8,None,None:segment:0,39,6,36,6,6bae189a0df48e5873042425037060e03b0500c328893e97350ef67b0ff39498,be3bb2e0a64171fe975ffd4214428bec2bf99637da5912ded5486823841089c0,04aaf8a82780f755a38acf5b1d72f7eb8f2599a78ee7cf90c41c824578982504,2021-05-27 11:10:00,144,2.9652,ae78ec29e7fd2c31ff44629a1286a852422b19f0b383f4dd4f1bb02ebe059137
pleia,0,inner0_selection,5beaab2f25bd7a19de63,None,None:segment:0,119,6,36,6,9e27e7cae81156aaab3ea4c63e604bbe648396c8caaa1b09f51eb90514989176,7fb283ae90b2966bf28de716a3f826532da14123fa2379302edb916f969ec558,136dc33d80ead431ecbecc51fdb609e7abb24ebafa5c83cc074640f7b6654f71,2021-05-29 00:30:00,144,2.9652,7077d34617f6e0dd180d456c5d8ca717401d87f65763abf9aae525ab2f215dcb
pleia,0,inner0_selection,1e02e5f8d3522a8dd0b9,None,None:segment:0,118,6,36,6,1cf94930f41706b08cfd2d53e93a775e5406170270a3884cf417b304bf6b9a00,f62baa7b0d0199ed96d33e7b12957a15357c3abc73336a785fbc4f3d388b6aa4,aed41ce6983f02fdd56b81fe6de942ea3e00351b8ce6636363e99f28055e2454,2021-05-30 00:20:00,144,2.9652,42f8c510a63107e7da560af23e1042d95fd876f5b095ec623acc394f13d87c3b
pleia,0,inner0_selection,22cd4633779731a41aa6,None,None:segment:0,126,6,36,6,3c68ac829239fd81a39f23f9083c0f3f639d08e9ce5fce76283807a155a18e20,0ba90e8e42b2e822f48fb0c32ee606ec98a64aad2db3b5de498f10b873341c81,be540ba45bb1b5125d6075f775ff348ec6d7ce0c62595a603a7325f2602d6919,2021-05-31 01:40:00,144,2.9652,4dd29e5b096ddf261e4d1fb06e52034781a13abe6dab9530c8faa8902e691451
pleia,0,inner0_selection,da38547b45157f074aeb,None,None:segment:0,85,6,36,6,e3ae9e1756c015da37cee10547531d5134d4356c0d367d797d106591390e9f59,e271544ec0412d44ff0f60925a2fcb83beb5d0fddf657a3e7cc9c8d3e69604ad,385b3664ebf674cc8da202c9f8370c8fad780d970a161d05cfcb1abd1df11bfc,2021-05-31 18:50:00,144,2.9652,2c340661d18318aa53b3b53e4543ff93f1a04c39a6ba5cba58e6249940b67947
pleia,0,inner0_selection,149cbdba4d390bf02db0,None,None:segment:0,42,6,36,6,dced3bc4de56923825677f2e833bfc3861dcfcf83a7b38203558314429e9444c,dd14041c0e1cfd25594484a9315881c2e8416093b66d462a8d5a791e4a78e9a9,e99a965cd0da8e6d1adb37ddad178d9cd1b27aa1f03bf1dc5cfe9f14486fa3ae,2021-06-01 11:40:00,144,2.9652,4655a79e168e857a3d487da88202f7891164d2a2681335a7b6ebdba78b99bf8e
pleia,0,inner0_selection,680cbb1b3c48f96d62c3,None,None:segment:0,65,6,36,6,71f2360e39c6c2743a2b70648cfff322ffe2d8d0ba6819b518f4eabdb3b271a0,f845629441970d7cf11eeb24ecf3c5723ae57c783aa2fcee845eb6ef14b8e2e0,41b0305dd7ab7908c6e965e81051b2610de7236d55745a66efc686dea81be3d9,2021-06-02 15:30:00,144,2.9652,3078fea95fbb386445f5e3efbb203e2d2475d582d778d5ca9f62270270d15ed8
pleia,0,inner0_selection,0556c8e2a262a9dd1c75,None,None:segment:0,98,6,36,6,03a035bc71158c9a0527ffdd76d477098f57f3605a72e8dbac9a1ebcb7b1fae3,eef9be82df29eb287bd2ba0041036ac92bd6ba115439358d53e48e9772ade8dd,e5e8cec836716bbad48d2360b6e03538c53177b705ad123379fc9291c079dcbe,2021-06-03 21:00:00,144,2.9652,7a9417a8ce4cff0b9c942a9db649699fc42b90ee715b084e9ed324fb14e6cc2f
pleia,0,inner0_selection,4bbe871d6e1272ceb007,None,None:segment:0,59,6,36,6,091462197b8c4170d2d9507ab8f52a3fb3610422e3bb43aaa0c23de2d84c02ed,35682f51613834d8bf0e0ad56301d8294afcb297a59c8525a7fcd198b713da87,325703444b14698f8daaea66d35a49baef19e9da664db6d206b241bd1b5c9cb2,2021-06-04 14:30:00,144,2.9652,c899e8def3124d8b7482af2caf51d2bdca5b3bc2b0e0f11a678cf8912a2e5c61
pleia,0,inner0_selection,0bf785ecbd988679d34e,None,None:segment:0,132,6,36,6,09620b0c26b336d4e76198ef0bda9e846a006ba0940d9a9afb99509c74ddad75,39b5f38382581c625715fc96b5056bf81d46a26df849c145bcf38ddf30bf7a4c,2e8b0cdf96999c72b104e8a1d158b50918e73358c5d1eb27863182a83b5f371c,2021-06-06 02:40:00,144,2.9652,0e1f41fb5cf79d0a11640980b5a168318ccd28c2844817efe794ed01011ad21e
