dataset,outer_fold,role,family,severity,requested,placed,effective,null,distinct_effective_onsets,effective_original_units,supported
rico,1,inner1_selection,level_shift,2.0,46,46,46,0,23,23,True
rico,1,inner1_selection,drift,0.5,46,46,46,0,23,23,True
rico,1,inner1_selection,drift,1.0,46,46,46,0,23,23,True
rico,1,inner1_selection,drift,2.0,46,46,46,0,23,23,True
rico,1,outer_test,random_missing,0.5,82,82,82,0,41,41,True
rico,1,outer_test,random_missing,1.0,82,82,82,0,41,41,True
rico,1,outer_test,random_missing,2.0,82,82,82,0,41,41,True
rico,1,outer_test,block_missing,0.5,82,82,82,0,41,41,True
rico,1,outer_test,block_missing,1.0,82,82,82,0,41,41,True
rico,1,outer_test,block_missing,2.0,82,82,82,0,41,41,True
rico,1,outer_test,stuck,0.5,82,82,72,10,36,36,True
rico,1,outer_test,stuck,1.0,82,82,76,6,38,38,True
rico,1,outer_test,stuck,2.0,82,82,78,4,39,39,True
rico,1,outer_test,dropout,0.5,82,82,82,0,41,41,True
rico,1,outer_test,dropout,1.0,82,82,82,0,41,41,True
rico,1,outer_test,dropout,2.0,82,82,82,0,41,41,True
rico,1,outer_test,bias,0.5,82,82,82,0,41,41,True
rico,1,outer_test,bias,1.0,82,82,82,0,41,41,True
rico,1,outer_test,bias,2.0,82,82,82,0,41,41,True
rico,1,outer_test,level_shift,0.5,82,82,82,0,41,41,True
rico,1,outer_test,level_shift,1.0,82,82,82,0,41,41,True
rico,1,outer_test,level_shift,2.0,82,82,82,0,41,41,True
rico,1,outer_test,drift,0.5,82,82,82,0,41,41,True
rico,1,outer_test,drift,1.0,82,82,82,0,41,41,True
rico,1,outer_test,drift,2.0,82,82,82,0,41,41,True
rico,2,inner0_selection,random_missing,0.5,30,30,30,0,15,15,True
rico,2,inner0_selection,random_missing,1.0,30,30,30,0,15,15,True
rico,2,inner0_selection,random_missing,2.0,30,30,30,0,15,15,True
rico,2,inner0_selection,block_missing,0.5,30,30,30,0,15,15,True
rico,2,inner0_selection,block_missing,1.0,30,30,30,0,15,15,True
rico,2,inner0_selection,block_missing,2.0,30,30,30,0,15,15,True
rico,2,inner0_selection,stuck,0.5,30,30,22,8,11,11,True
rico,2,inner0_selection,stuck,1.0,30,30,24,6,12,12,True
rico,2,inner0_selection,stuck,2.0,30,30,26,4,13,13,True
rico,2,inner0_selection,dropout,0.5,30,30,30,0,15,15,True
rico,2,inner0_selection,dropout,1.0,30,30,30,0,15,15,True
rico,2,inner0_selection,dropout,2.0,30,30,30,0,15,15,True
rico,2,inner0_selection,bias,0.5,30,30,30,0,15,15,True
rico,2,inner0_selection,bias,1.0,30,30,30,0,15,15,True
rico,2,inner0_selection,bias,2.0,30,30,30,0,15,15,True
rico,2,inner0_selection,level_shift,0.5,30,30,30,0,15,15,True
rico,2,inner0_selection,level_shift,1.0,30,30,30,0,15,15,True
rico,2,inner0_selection,level_shift,2.0,30,30,30,0,15,15,True
rico,2,inner0_selection,drift,0.5,30,30,30,0,15,15,True
rico,2,inner0_selection,drift,1.0,30,30,30,0,15,15,True
rico,2,inner0_selection,drift,2.0,30,30,30,0,15,15,True
rico,2,inner1_selection,random_missing,0.5,32,32,32,0,16,16,True
rico,2,inner1_selection,random_missing,1.0,32,32,32,0,16,16,True
rico,2,inner1_selection,random_missing,2.0,32,32,32,0,16,16,True
rico,2,inner1_selection,block_missing,0.5,32,32,32,0,16,16,True
rico,2,inner1_selection,block_missing,1.0,32,32,32,0,16,16,True
rico,2,inner1_selection,block_missing,2.0,32,32,32,0,16,16,True
rico,2,inner1_selection,stuck,0.5,32,32,26,6,13,13,True
rico,2,inner1_selection,stuck,1.0,32,32,30,2,15,15,True
rico,2,inner1_selection,stuck,2.0,32,32,32,0,16,16,True
rico,2,inner1_selection,dropout,0.5,32,32,32,0,16,16,True
rico,2,inner1_selection,dropout,1.0,32,32,32,0,16,16,True
rico,2,inner1_selection,dropout,2.0,32,32,32,0,16,16,True
rico,2,inner1_selection,bias,0.5,32,32,32,0,16,16,True
rico,2,inner1_selection,bias,1.0,32,32,32,0,16,16,True
rico,2,inner1_selection,bias,2.0,32,32,32,0,16,16,True
rico,2,inner1_selection,level_shift,0.5,32,32,32,0,16,16,True
rico,2,inner1_selection,level_shift,1.0,32,32,32,0,16,16,True
rico,2,inner1_selection,level_shift,2.0,32,32,32,0,16,16,True
rico,2,inner1_selection,drift,0.5,32,32,32,0,16,16,True
rico,2,inner1_selection,drift,1.0,32,32,32,0,16,16,True
rico,2,inner1_selection,drift,2.0,32,32,32,0,16,16,True
rico,2,outer_test,random_missing,0.5,82,82,81,1,41,41,True
rico,2,outer_test,random_missing,1.0,82,82,82,0,41,41,True
rico,2,outer_test,random_missing,2.0,82,82,82,0,41,41,True
rico,2,outer_test,block_missing,0.5,82,82,82,0,41,41,True
rico,2,outer_test,block_missing,1.0,82,82,82,0,41,41,True
rico,2,outer_test,block_missing,2.0,82,82,82,0,41,41,True
rico,2,outer_test,stuck,0.5,82,82,72,10,36,36,True
rico,2,outer_test,stuck,1.0,82,82,78,4,39,39,True
rico,2,outer_test,stuck,2.0,82,82,80,2,40,40,True
rico,2,outer_test,dropout,0.5,82,82,82,0,41,41,True
rico,2,outer_test,dropout,1.0,82,82,82,0,41,41,True
rico,2,outer_test,dropout,2.0,82,82,82,0,41,41,True
rico,2,outer_test,bias,0.5,82,82,82,0,41,41,True
rico,2,outer_test,bias,1.0,82,82,82,0,41,41,True
rico,2,outer_test,bias,2.0,82,82,82,0,41,41,True
rico,2,outer_test,level_shift,0.5,82,82,82,0,41,41,True
rico,2,outer_test,level_shift,1.0,82,82,82,0,41,41,True
rico,2,outer_test,level_shift,2.0,82,82,82,0,41,41,True
rico,2,outer_test,drift,0.5,82,82,82,0,41,41,True
rico,2,outer_test,drift,1.0,82,82,82,0,41,41,True
rico,2,outer_test,drift,2.0,82,82,82,0,41,41,True
