model_seed,control_id,rule_id,channel,conditional_context_detection,restricted_ttd_equal_stratum_minutes,detected,misses,detected_delay_median_minutes,detected_delay_q90_minutes,supported_strata,original_eligible_rows,original_asset_days,background_episodes,background_episodes_per_asset_day,alert_rows,time_in_alert_days,fraction_time_in_alert
43,cqr_static,360min_4of36,combined,0.12000468178835456,102.24257889398459,332,2395,40.0,80.0,21,9907,68.79861111111111,19,0.2761683658019582,8039,55.826388888888886,0.8114464520036337
43,cqr_static,360min_4of36,numerical_only,0.10487830758520149,104.01566038891221,292,2435,40.0,100.0,21,9907,68.79861111111111,19,0.2761683658019582,8039,55.826388888888886,0.8114464520036337
43,cqr_static,60min_4of6,availability_only,0.0625634927072711,105.22304529371775,172,2555,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
43,cqr_static,60min_4of6,combined,0.262613917646877,97.94165561260195,737,1990,70.0,90.0,21,9907,68.79861111111111,78,1.1337438175027759,6732,46.75,0.6795195316442919
43,cqr_static,60min_4of6,numerical_only,0.33018447279950264,97.09964162903967,921,1806,80.0,90.0,21,9907,68.79861111111111,78,1.1337438175027759,6732,46.75,0.6795195316442919
43,cqr_static,single_sample,availability_only,0.2857142857142857,82.30504841862118,687,2040,10.0,30.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
43,cqr_static,single_sample,combined,0.4218722734064425,75.72489443538609,1155,1572,20.0,60.0,21,9907,68.79861111111111,199,2.8925002523468253,6853,47.59027777777778,0.6917331179973756
43,cqr_static,single_sample,numerical_only,0.5458552114064317,69.47219226756245,1457,1270,40.0,60.0,21,9907,68.79861111111111,199,2.8925002523468253,6853,47.59027777777778,0.6917331179973756
43,persistence_static,180min_3of18,availability_only,0.1299780213837644,99.3854099069868,357,2370,30.0,40.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
43,persistence_static,180min_3of18,combined,0.5127071330641276,74.29511464303437,1412,1315,40.0,60.0,21,9907,68.79861111111111,56,0.8139699202584031,620,4.305555555555555,0.06258201271828
43,persistence_static,180min_3of18,numerical_only,0.3539444208897056,88.61295260316975,998,1729,50.0,100.0,21,9907,68.79861111111111,56,0.8139699202584031,620,4.305555555555555,0.06258201271828
43,persistence_static,30min_3of3,availability_only,0.1098438320818269,100.8119051481722,307,2420,30.0,30.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
43,persistence_static,30min_3of3,combined,0.1850230175619891,95.49640348108744,516,2211,30.0,50.0,21,9907,68.79861111111111,8,0.11628141717977188,8,0.05555555555555555,0.0008075098415261935
43,persistence_static,30min_3of3,numerical_only,0.05987394957983193,105.77731092436976,171,2556,30.0,60.0,21,9907,68.79861111111111,8,0.11628141717977188,8,0.05555555555555555,0.0008075098415261935
43,persistence_static,360min_4of36,availability_only,0.0625634927072711,105.22304529371775,172,2555,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
43,persistence_static,360min_4of36,combined,0.37020936091828033,84.03717931851523,1024,1703,40.0,70.0,21,9907,68.79861111111111,48,0.6976885030786313,990,6.875,0.09992934288886646
43,persistence_static,360min_4of36,numerical_only,0.24313463623606482,94.11617583438309,687,2040,40.0,90.0,21,9907,68.79861111111111,48,0.6976885030786313,990,6.875,0.09992934288886646
43,persistence_static,60min_4of6,availability_only,0.0625634927072711,105.22304529371775,172,2555,30.0,50.0,21,9907,68.79861111111111,0,0.0,0,0.0,0.0
