model_seed,scope,control_id,target,streams,n,unavailable_n,coverage,mpiw,winkler
43,identity,cqr_static,clean_counterfactual,68,9792.0,0.0,0.3118872549019608,3.7135925647035677,54.53170548718156
43,identity,cqr_static,corrupted_observation,68,9792.0,0.0,0.3118872549019608,3.7135925647035677,54.53170548718156
43,identity,persistence_static,clean_counterfactual,68,9792.0,0.0,0.9647671568627451,1.5999999999999945,1.9080065359477103
43,identity,persistence_static,corrupted_observation,68,9792.0,0.0,0.9647671568627451,1.5999999999999945,1.9080065359477103
43,identity,quantile_static,clean_counterfactual,68,9792.0,0.0,0.21200980392156862,3.033948599793323,73.005356251276
43,identity,quantile_static,corrupted_observation,68,9792.0,0.0,0.21200980392156862,3.033948599793323,73.005356251276
43,all_scheduled_fault_slots,cqr_rolling,clean_counterfactual,2856,411264.0,0.0,0.7382386982570807,8.086483036163077,23.74235333074012
43,all_scheduled_fault_slots,cqr_rolling,corrupted_observation,2856,409194.0,2070.0,0.7333954065797641,8.083195665869741,25.892813749016714
43,all_scheduled_fault_slots,cqr_static,clean_counterfactual,2856,411264.0,0.0,0.3090277777777778,3.7693011076324803,55.489293096240324
43,all_scheduled_fault_slots,cqr_static,corrupted_observation,2856,409194.0,2070.0,0.3107670200442822,3.769867445370253,57.72335004297454
43,all_scheduled_fault_slots,persistence_static,clean_counterfactual,2856,411264.0,0.0,0.9469878229069405,1.599999999999994,7.152560692693742
43,all_scheduled_fault_slots,persistence_static,corrupted_observation,2856,409194.0,2070.0,0.9552657174836385,1.5999999999999943,4.614070310317355
43,all_scheduled_fault_slots,quantile_static,clean_counterfactual,2856,411264.0,0.0,0.2097363250855898,3.0896571427222352,74.02876505347183
43,all_scheduled_fault_slots,quantile_static,corrupted_observation,2856,409194.0,2070.0,0.21165266352879075,3.0902234804600086,76.10201055079726
43,effective_fault_slots,cqr_rolling,clean_counterfactual,2727,392688.0,0.0,0.738061769139877,8.089012244087977,23.767064222247484
43,effective_fault_slots,cqr_rolling,corrupted_observation,2727,390618.0,2070.0,0.7329872151308952,8.085581944564128,26.019921622422828
43,effective_fault_slots,cqr_static,clean_counterfactual,2727,392688.0,0.0,0.30906724931752433,3.771324736655115,55.535918064130435
43,effective_fault_slots,cqr_static,corrupted_observation,2727,390618.0,2070.0,0.3108894111382476,3.7719287306245364,57.87646358928671
43,effective_fault_slots,persistence_static,clean_counterfactual,2727,392688.0,0.0,0.9462041111518559,1.599999999999994,7.399953960192313
43,effective_fault_slots,persistence_static,corrupted_observation,2727,390618.0,2070.0,0.9548715112974825,1.599999999999994,4.74205563123051
43,effective_fault_slots,quantile_static,clean_counterfactual,2727,392688.0,0.0,0.20987145010797376,3.091680771744871,74.07174589837047
43,effective_fault_slots,quantile_static,corrupted_observation,2727,390618.0,2070.0,0.21187963688309294,3.092284765714292,76.24381320807336
43,fullstream_clean,cqr_rolling,clean_counterfactual,1,9907.0,0.0,0.9090542040981124,9.34044708500854,10.73435507021339
43,fullstream_clean,cqr_rolling,corrupted_observation,1,9907.0,0.0,0.9090542040981124,9.34044708500854,10.73435507021339
43,fullstream_clean,cqr_static,clean_counterfactual,1,9907.0,0.0,0.3082668820026244,3.7152996152845734,54.93747985704547
43,fullstream_clean,cqr_static,corrupted_observation,1,9907.0,0.0,0.3082668820026244,3.7152996152845734,54.93747985704547
43,fullstream_clean,persistence_static,clean_counterfactual,1,9907.0,0.0,0.9651761380841829,1.599999999999994,1.9044312102553735
43,fullstream_clean,persistence_static,corrupted_observation,1,9907.0,0.0,0.9651761380841829,1.599999999999994,1.9044312102553735
43,fullstream_clean,quantile_static,clean_counterfactual,1,9907.0,0.0,0.20954880387604724,3.035655650374329,73.49131766708435
43,fullstream_clean,quantile_static,corrupted_observation,1,9907.0,0.0,0.20954880387604724,3.035655650374329,73.49131766708435
44,identity,cqr_rolling,clean_counterfactual,68,9792.0,0.0,0.7498978758169934,7.224089109990363,21.91180286657984
44,identity,cqr_rolling,corrupted_observation,68,9792.0,0.0,0.7498978758169934,7.224089109990363,21.91180286657984
44,identity,cqr_static,clean_counterfactual,68,9792.0,0.0,0.3244485294117647,2.978836527455154,52.03957456542183
44,identity,cqr_static,corrupted_observation,68,9792.0,0.0,0.3244485294117647,2.978836527455154,52.03957456542183
44,identity,persistence_static,clean_counterfactual,68,9792.0,0.0,0.9647671568627451,1.5999999999999945,1.9080065359477103
44,identity,persistence_static,corrupted_observation,68,9792.0,0.0,0.9647671568627451,1.5999999999999945,1.9080065359477103
44,identity,quantile_static,clean_counterfactual,68,9792.0,0.0,0.23345588235294118,2.3916160773821633,68.97868988570386
44,identity,quantile_static,corrupted_observation,68,9792.0,0.0,0.23345588235294118,2.3916160773821633,68.97868988570386
44,all_scheduled_fault_slots,cqr_rolling,clean_counterfactual,2856,411264.0,0.0,0.7456791744475568,7.346359802269573,22.806007083616844
44,all_scheduled_fault_slots,cqr_rolling,corrupted_observation,2856,409194.0,2070.0,0.7408930727234515,7.343129534076742,24.902079316088027
44,all_scheduled_fault_slots,cqr_static,clean_counterfactual,2856,411264.0,0.0,0.32149665421724244,3.0668233164344465,53.168260469412715
44,all_scheduled_fault_slots,cqr_static,corrupted_observation,2856,409194.0,2070.0,0.32318900081623875,3.067401769346902,55.363875193383535
44,all_scheduled_fault_slots,persistence_static,clean_counterfactual,2856,411264.0,0.0,0.9469878229069405,1.599999999999994,7.152560692693742
44,all_scheduled_fault_slots,persistence_static,corrupted_observation,2856,409194.0,2070.0,0.9552657174836385,1.5999999999999943,4.614070310317355
44,all_scheduled_fault_slots,quantile_static,clean_counterfactual,2856,411264.0,0.0,0.23106082710862122,2.479602866361456,70.17442972661752
44,all_scheduled_fault_slots,quantile_static,corrupted_observation,2856,409194.0,2070.0,0.23322189474918986,2.4801813192739113,72.21276688780719
44,effective_fault_slots,cqr_rolling,clean_counterfactual,2727,392688.0,0.0,0.7454569531027176,7.350278001406013,22.837145225973714
44,effective_fault_slots,cqr_rolling,corrupted_observation,2727,390618.0,2070.0,0.7404420687218715,7.346914880170728,25.033062047647295
44,effective_fault_slots,cqr_static,clean_counterfactual,2727,392688.0,0.0,0.321484231756509,3.070586553340102,53.216432080485575
44,effective_fault_slots,cqr_static,corrupted_observation,2727,390618.0,2070.0,0.32325699276531034,3.071212457321624,55.51671544324776
44,effective_fault_slots,persistence_static,clean_counterfactual,2727,392688.0,0.0,0.9462041111518559,1.599999999999994,7.399953960192313
44,effective_fault_slots,persistence_static,corrupted_observation,2727,390618.0,2070.0,0.9548715112974825,1.599999999999994,4.74205563123051
44,effective_fault_slots,quantile_static,clean_counterfactual,2727,392688.0,0.0,0.23124465224300209,2.4833661032671115,70.21945213725739
44,effective_fault_slots,quantile_static,corrupted_observation,2727,390618.0,2070.0,0.23350946448960366,2.4839920072486334,72.35496184936966
44,fullstream_clean,cqr_rolling,clean_counterfactual,1,9907.0,0.0,0.9080448167962047,8.51166156859377,9.89125892524199
44,fullstream_clean,cqr_rolling,corrupted_observation,1,9907.0,0.0,0.9080448167962047,8.51166156859377,9.89125892524199
44,fullstream_clean,cqr_static,clean_counterfactual,1,9907.0,0.0,0.3206823458160896,2.980082041101571,52.42248559596582
44,fullstream_clean,cqr_static,corrupted_observation,1,9907.0,0.0,0.3206823458160896,2.980082041101571,52.42248559596582
44,fullstream_clean,persistence_static,clean_counterfactual,1,9907.0,0.0,0.9651761380841829,1.599999999999994,1.9044312102553735
44,fullstream_clean,persistence_static,corrupted_observation,1,9907.0,0.0,0.9651761380841829,1.599999999999994,1.9044312102553735
44,fullstream_clean,quantile_static,clean_counterfactual,1,9907.0,0.0,0.2307459372161098,2.39286159102858,69.4409093234911
44,fullstream_clean,quantile_static,corrupted_observation,1,9907.0,0.0,0.2307459372161098,2.39286159102858,69.4409093234911
45,identity,cqr_rolling,clean_counterfactual,68,9792.0,0.0,0.7507148692810458,8.14089876886467,23.88093862969602
45,identity,cqr_rolling,corrupted_observation,68,9792.0,0.0,0.7507148692810458,8.14089876886467,23.88093862969602
45,identity,cqr_static,clean_counterfactual,68,9792.0,0.0,0.31178513071895425,3.56058458791004,55.2476277360604
45,identity,cqr_static,corrupted_observation,68,9792.0,0.0,0.31178513071895425,3.56058458791004,55.2476277360604
45,identity,persistence_static,clean_counterfactual,68,9792.0,0.0,0.9647671568627451,1.5999999999999945,1.9080065359477103
45,identity,persistence_static,corrupted_observation,68,9792.0,0.0,0.9647671568627451,1.5999999999999945,1.9080065359477103
45,identity,quantile_static,clean_counterfactual,68,9792.0,0.0,0.1892361111111111,2.7119562227967196,79.93025940554945
45,identity,quantile_static,corrupted_observation,68,9792.0,0.0,0.1892361111111111,2.7119562227967196,79.93025940554945
45,all_scheduled_fault_slots,cqr_rolling,clean_counterfactual,2856,411264.0,0.0,0.7471915849673203,8.259271479331678,24.654599209792032
45,all_scheduled_fault_slots,cqr_rolling,corrupted_observation,2856,409194.0,2070.0,0.7423886958264295,8.255731740002002,26.75618758638066
45,all_scheduled_fault_slots,cqr_static,clean_counterfactual,2856,411264.0,0.0,0.3102435418611889,3.6372352261721375,55.98270782284278
45,all_scheduled_fault_slots,cqr_static,corrupted_observation,2856,409194.0,2070.0,0.31199626582989975,3.637714182586277,58.20237263630136
45,all_scheduled_fault_slots,persistence_static,clean_counterfactual,2856,411264.0,0.0,0.9469878229069405,1.599999999999994,7.152560692693742
45,all_scheduled_fault_slots,persistence_static,corrupted_observation,2856,409194.0,2070.0,0.9552657174836385,1.5999999999999943,4.614070310317355
45,all_scheduled_fault_slots,quantile_static,clean_counterfactual,2856,411264.0,0.0,0.1883850762527233,2.7886068610588173,80.705952698045
45,all_scheduled_fault_slots,quantile_static,corrupted_observation,2856,409194.0,2070.0,0.1905404282565238,2.7890858174729565,82.71219486139074
45,effective_fault_slots,cqr_rolling,clean_counterfactual,2727,392688.0,0.0,0.746974697469747,8.262476084037122,24.68133939433658
45,effective_fault_slots,cqr_rolling,corrupted_observation,2727,390618.0,2070.0,0.7419422556052204,8.25878499309014,26.883011376559143
45,effective_fault_slots,cqr_static,clean_counterfactual,2727,392688.0,0.0,0.31027431446848386,3.640347861688586,56.01589159311967
45,effective_fault_slots,cqr_static,corrupted_observation,2727,390618.0,2070.0,0.3121105530211101,3.640866089846136,58.34128933229922
45,effective_fault_slots,persistence_static,clean_counterfactual,2727,392688.0,0.0,0.9462041111518559,1.599999999999994,7.399953960192313
45,effective_fault_slots,persistence_static,corrupted_observation,2727,390618.0,2070.0,0.9548715112974825,1.599999999999994,4.74205563123051
45,effective_fault_slots,quantile_static,clean_counterfactual,2727,392688.0,0.0,0.18868159964144562,2.7917194965752645,80.73145301172715
45,effective_fault_slots,quantile_static,corrupted_observation,2727,390618.0,2070.0,0.1909410216631082,2.7922377247328156,82.83323798179363
45,fullstream_clean,cqr_rolling,clean_counterfactual,1,9907.0,0.0,0.9067326133037247,9.476410282114195,10.874449536917052
45,fullstream_clean,cqr_rolling,corrupted_observation,1,9907.0,0.0,0.9067326133037247,9.476410282114195,10.874449536917052
45,fullstream_clean,cqr_static,clean_counterfactual,1,9907.0,0.0,0.30816594327243363,3.5605272130043994,55.680671965656884
45,fullstream_clean,cqr_static,corrupted_observation,1,9907.0,0.0,0.30816594327243363,3.5605272130043994,55.680671965656884
45,fullstream_clean,persistence_static,clean_counterfactual,1,9907.0,0.0,0.9651761380841829,1.599999999999994,1.9044312102553735
45,fullstream_clean,persistence_static,corrupted_observation,1,9907.0,0.0,0.9651761380841829,1.599999999999994,1.9044312102553735
45,fullstream_clean,quantile_static,clean_counterfactual,1,9907.0,0.0,0.1870394670435046,2.7118988478910793,80.46457801005774
45,fullstream_clean,quantile_static,corrupted_observation,1,9907.0,0.0,0.1870394670435046,2.7118988478910793,80.46457801005774
46,identity,cqr_rolling,clean_counterfactual,68,9792.0,0.0,0.7352941176470589,8.269562369387792,24.259611661482023
46,identity,cqr_rolling,corrupted_observation,68,9792.0,0.0,0.7352941176470589,8.269562369387792,24.259611661482023
46,identity,cqr_static,clean_counterfactual,68,9792.0,0.0,0.29840686274509803,3.6191575073897657,57.025471818547075
46,identity,cqr_static,corrupted_observation,68,9792.0,0.0,0.29840686274509803,3.6191575073897657,57.025471818547075
46,identity,persistence_static,clean_counterfactual,68,9792.0,0.0,0.9647671568627451,1.5999999999999945,1.9080065359477103
46,identity,persistence_static,corrupted_observation,68,9792.0,0.0,0.9647671568627451,1.5999999999999945,1.9080065359477103
46,identity,quantile_static,clean_counterfactual,68,9792.0,0.0,0.176062091503268,2.826121084050102,82.57256080254639
46,identity,quantile_static,corrupted_observation,68,9792.0,0.0,0.176062091503268,2.826121084050102,82.57256080254639
46,all_scheduled_fault_slots,cqr_rolling,clean_counterfactual,2856,411264.0,0.0,0.7321744670090259,8.371878050879392,24.99502004602353
46,all_scheduled_fault_slots,cqr_rolling,corrupted_observation,2856,409194.0,2070.0,0.7273713690816581,8.368201723383837,27.10090338607181
46,all_scheduled_fault_slots,cqr_static,clean_counterfactual,2856,411264.0,0.0,0.29824395035792095,3.6809394674667266,57.54925058379657
46,all_scheduled_fault_slots,cqr_static,corrupted_observation,2856,409194.0,2070.0,0.300256113237242,3.681382319241847,59.75585549102116
46,all_scheduled_fault_slots,persistence_static,clean_counterfactual,2856,411264.0,0.0,0.9469878229069405,1.599999999999994,7.152560692693742
46,all_scheduled_fault_slots,persistence_static,corrupted_observation,2856,409194.0,2070.0,0.9552657174836385,1.5999999999999943,4.614070310317355
46,all_scheduled_fault_slots,quantile_static,clean_counterfactual,2856,411264.0,0.0,0.17702983971366323,2.887903044127062,83.09061814534073
46,all_scheduled_fault_slots,quantile_static,corrupted_observation,2856,409194.0,2070.0,0.17932325498418844,2.8883458959021824,85.06466186890516
46,effective_fault_slots,cqr_rolling,clean_counterfactual,2727,392688.0,0.0,0.7320289899360306,8.374486174765812,25.01878850799688
46,effective_fault_slots,cqr_rolling,corrupted_observation,2727,390618.0,2070.0,0.7269967077810034,8.370648839218624,27.22494395440232
46,effective_fault_slots,cqr_static,clean_counterfactual,2727,392688.0,0.0,0.2984761439106874,3.6834951623046868,57.57059900660349
46,effective_fault_slots,cqr_static,corrupted_observation,2727,390618.0,2070.0,0.30058522648725866,3.6839726174592964,59.88225305132766
46,effective_fault_slots,persistence_static,clean_counterfactual,2727,392688.0,0.0,0.9462041111518559,1.599999999999994,7.399953960192313
46,effective_fault_slots,persistence_static,corrupted_observation,2727,390618.0,2070.0,0.9548715112974825,1.599999999999994,4.74205563123051
46,effective_fault_slots,quantile_static,clean_counterfactual,2727,392688.0,0.0,0.17750224096483722,2.8904587389650223,83.10018346155543
46,effective_fault_slots,quantile_static,corrupted_observation,2727,390618.0,2070.0,0.17990722393745295,2.8909361941196314,85.16815433751297
46,fullstream_clean,cqr_rolling,clean_counterfactual,1,9907.0,0.0,0.9089532653679216,9.694555059639265,11.101228153724229
46,fullstream_clean,cqr_rolling,corrupted_observation,1,9907.0,0.0,0.9089532653679216,9.694555059639265,11.101228153724229
46,fullstream_clean,cqr_static,clean_counterfactual,1,9907.0,0.0,0.2949429696174422,3.620244737239073,57.470580687022895
46,fullstream_clean,cqr_static,corrupted_observation,1,9907.0,0.0,0.2949429696174422,3.620244737239073,57.470580687022895
46,fullstream_clean,persistence_static,clean_counterfactual,1,9907.0,0.0,0.9651761380841829,1.599999999999994,1.9044312102553735
46,fullstream_clean,persistence_static,corrupted_observation,1,9907.0,0.0,0.9651761380841829,1.599999999999994,1.9044312102553735
46,fullstream_clean,quantile_static,clean_counterfactual,1,9907.0,0.0,0.1740183708488947,2.8272083138994084,83.11359819528663
46,fullstream_clean,quantile_static,corrupted_observation,1,9907.0,0.0,0.1740183708488947,2.8272083138994084,83.11359819528663
