model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.08843699999852106,397082624,397107200,351719424,351768576,24576,412004352,5402001408,0.05,0.078125
persistence,tuning,False,0.0006505999917862937,381358080,381374464,338022400,338055168,16384,406851584,4979216384,0.05,0.0
persistence,final_fit,False,0.0004321000014897436,381374464,381374464,338055168,338055168,0,406851584,4979216384,0.05,0.0
persistence,calibration,False,0.002630699993460439,381374464,381452288,338055168,338055168,77824,406851584,4979146752,0.05,0.0
persistence,inference,False,0.0039026999875204638,381452288,381452288,338055168,338055168,0,406851584,4979146752,0.05,0.0
persistence,artifact_serialization,False,0.0007078999915393069,381435904,381452288,338022400,338055168,16384,406851584,4979154944,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.49431840000033844,411607040,516935680,366649344,540286976,105328640,516935680,5286531072,0.05,0.484375
xgboost,tuning,False,2.8511396999965655,383217664,499236864,339480576,520769536,116019200,500285440,4853051392,0.05,2.796875
xgboost,final_fit,False,0.7031285999983083,496287744,499707904,517783552,521240576,3420160,500285440,4832002048,0.05,0.703125
xgboost,calibration,False,0.051757099994574673,497405952,497405952,518905856,518905856,0,500285440,4823875584,0.05,0.0625
xgboost,inference,False,0.11635799999930896,497405952,497410048,518905856,518922240,4096,500285440,4818305024,0.05,0.109375
xgboost,artifact_serialization,False,0.00409370000124909,497405952,497418240,518873088,518905856,12288,500285440,4816740352,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.6645208999980241,518381568,537935872,541560832,586383360,19554304,537935872,5258866688,0.05,0.671875
attention_lstm,tuning,False,61.677519000004395,497541120,625643520,520237056,664002560,128102400,626360320,4693999616,0.05,59.96875
attention_lstm,final_fit,False,12.749733900011051,621027328,621027328,658567168,658567168,0,626360320,5040349184,0.05,12.40625
attention_lstm,calibration,False,0.2029904999944847,585678848,587268096,615976960,618446848,1589248,626360320,5241569280,0.05,0.1875
attention_lstm,inference,False,0.48902359999192413,583094272,584949760,618446848,620683264,1855488,626360320,5223976960,0.05,0.5
attention_lstm,artifact_serialization,False,0.00458480000088457,588521472,588677120,624267264,624300032,155648,626360320,5236269056,0.05,0.015625
