model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09457929999916814,399507456,399618048,355483648,355532800,110592,1244594176,5032034304,0.05,0.125
persistence,tuning,False,0.000608200003625825,386371584,386387968,341307392,341340160,16384,1244626944,4979585024,0.05,0.0
persistence,final_fit,False,0.0003701999958138913,386387968,386387968,341340160,341340160,0,1244626944,4979585024,0.05,0.0
persistence,calibration,False,0.004157100003794767,386387968,386461696,341340160,341340160,73728,1244626944,4979527680,0.05,0.0
persistence,inference,False,0.0037943999996059574,386461696,386461696,341340160,341340160,0,1244626944,4979527680,0.05,0.0
persistence,artifact_serialization,False,0.0007547999994130805,386465792,386482176,341307392,341340160,16384,1244626944,4979527680,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.5390798000007635,414158848,519053312,369659904,543211520,104894464,1244594176,4920328192,0.05,0.53125
xgboost,tuning,False,2.8655339000033564,390000640,504459264,346275840,527523840,114458624,1244626944,4837240832,0.05,2.859375
xgboost,final_fit,False,0.6883396000048378,501207040,505430016,524210176,528429056,4222976,1244626944,4844789760,0.05,0.703125
xgboost,calibration,False,0.05691840000508819,502530048,502542336,525500416,525516800,12288,1244626944,4852547584,0.05,0.046875
xgboost,inference,False,0.09949590000178432,502542336,502546432,525500416,525516800,4096,1244626944,4851212288,0.05,0.109375
xgboost,artifact_serialization,False,0.004441700002644211,502534144,502538240,525467648,525500416,4096,1244626944,4851236864,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.7176410999963991,524685312,546504704,548634624,578793472,21819392,1244594176,4898086912,0.05,0.703125
attention_lstm,tuning,False,128.60430249999627,501850112,634818560,525553664,671801344,132968448,1244626944,4694851584,0.05,125.609375
attention_lstm,final_fit,False,35.82644370000344,628764672,628764672,665432064,665501696,0,1244626944,4697935872,0.05,35.21875
attention_lstm,calibration,False,0.21145619999879273,616898560,617451520,656044032,656637952,552960,1244626944,4849106944,0.05,0.1875
attention_lstm,inference,False,0.376654800005781,616140800,617648128,656637952,657723392,1507328,1244626944,4847853568,0.05,0.34375
attention_lstm,artifact_serialization,False,0.005041199998231605,620642304,620806144,660717568,660750336,163840,1244626944,4847325184,0.05,0.015625
