left,right,n_left,n_right,left_origin_min,left_origin_max,left_target_max,right_origin_min,right_origin_max,right_target_min,right_target_max,target_overlap_count,row_overlap_count,shared_groups,run_intersections,left_membership_sha256,right_membership_sha256
fit,calibration,24846,8282,2023-07-26 15:24:00,2024-02-04 10:45:00,2024-02-04 11:00:00,2024-02-04 11:24:00,2024-05-11 02:45:00,2024-02-04 11:39:00,2024-05-11 03:00:00,0,0,,0,8d376449f9433abd235f38f6917303f5ce88563004ef7bd6af7497ca93daf41f,c899074ab6f293e3c0c3477a9b286466e9a15021ed6cdd613d67a2d9bb4cf135
calibration,test,8282,8686,2024-02-04 11:24:00,2024-05-11 02:45:00,2024-05-11 03:00:00,2024-05-11 03:24:00,2024-05-18 06:45:00,2024-05-11 03:39:00,2024-05-18 07:00:00,0,0,,0,c899074ab6f293e3c0c3477a9b286466e9a15021ed6cdd613d67a2d9bb4cf135,89e9da18ba4aaa97c5d799f2963d144d0f7672657a284093e74a3f8d389036c0
inner0_train,inner0_validation,8282,8282,2023-07-26 15:24:00,2023-08-04 02:45:00,2023-08-04 03:00:00,2023-08-04 03:24:00,2023-08-12 02:45:00,2023-08-04 03:39:00,2023-08-12 03:00:00,0,0,,0,041d30739bc395cf57b95152410b69c9c9a57f06d1f7861ac3894dd1bbd40d7e,028802f01a9ac4022319b6332457fc071fa2a15ce3ee471501d51d701781c19b
inner1_train,inner1_validation,16564,8282,2023-07-26 15:24:00,2023-08-12 02:45:00,2023-08-12 03:00:00,2023-08-12 07:24:00,2024-02-04 10:45:00,2023-08-12 07:39:00,2024-02-04 11:00:00,0,0,,0,0b1e005abf1326a49c06014cd153fa7a1f3fd0ab7b5e2e126c27f34ecc520503,94377b43ba0ad98a55be4a3e803052ff54825de93fe43932bd54dd5a5999210f
