model,mae,rmse,n,negative_predictions,verified
persistence,0.3915918037751086,0.5655364111359953,9907,0,True
xgboost,3.319667929328509,3.6956747238295584,9907,0,True
attention_lstm,3.5752859793097294,3.914436126986378,9907,0,True
