model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09361989999888465,405544960,405569536,360824832,360873984,24576,1245024256,4462854144,0.05,0.109375
persistence,tuning,False,0.0007943999953567982,386002944,386019328,341467136,341499904,16384,1242312704,4544135168,0.05,0.0
persistence,final_fit,False,0.0005720000044675544,386019328,386019328,341499904,341499904,0,1242312704,4544135168,0.05,0.0
persistence,calibration,False,0.0030055000097490847,386019328,386101248,341499904,341508096,81920,1242312704,4544065536,0.05,0.0
persistence,inference,False,0.004144300008192658,386101248,386101248,341508096,341508096,0,1242312704,4544065536,0.05,0.0
persistence,artifact_serialization,False,0.00079189999087248,386105344,386121728,341475328,341508096,16384,1242312704,4544065536,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.524307100000442,418938880,521973760,374489088,545095680,103034880,1245024256,4343492608,0.05,0.484375
xgboost,tuning,False,2.9635307999997167,387575808,501977088,345120768,524910592,114401280,1242312704,4255473664,0.05,2.921875
xgboost,final_fit,False,0.7321665000054054,498683904,503750656,521596928,526712832,5066752,1242312704,4240564224,0.05,0.71875
xgboost,calibration,False,0.0545540000020992,500875264,500891648,523784192,523800576,16384,1242312704,4302032896,0.05,0.046875
xgboost,inference,False,0.11749119999876712,500891648,500895744,523784192,523800576,4096,1242312704,4305780736,0.05,0.125
xgboost,artifact_serialization,False,0.006591299999854527,500887552,500895744,523751424,523784192,8192,1242312704,4301627392,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.6665322000044398,526458880,549838848,549470208,595857408,23379968,1245024256,4330774528,0.05,0.65625
attention_lstm,tuning,False,127.47844429999532,500924416,634081280,525234176,670806016,133156864,1242312704,4000714752,0.05,123.546875
attention_lstm,final_fit,False,37.01752100000158,630108160,630108160,666112000,666177536,0,1242312704,4284899328,0.05,36.09375
attention_lstm,calibration,False,0.2044049999967683,618913792,618913792,656297984,656842752,0,1242312704,4302098432,0.05,0.203125
attention_lstm,inference,False,0.37909159999981057,615301120,617590784,656826368,658960384,2289664,1242312704,4304715776,0.05,0.390625
attention_lstm,artifact_serialization,False,0.00476860000344459,620576768,620732416,661950464,661983232,155648,1242312704,4304273408,0.05,0.0
