model,nominal_level,n_calibration,n_evaluation,rank,q,coverage,mpiw,winkler,negative_lower_bounds,verified
persistence,0.9,4952,9907,4458,1.0,0.9363076612496215,2.0,2.665186231957202,0,True
persistence,0.95,4952,9907,4706,1.2000000000000028,0.9600282628444534,2.4000000000000057,3.2700918542444737,0,True
xgboost,0.9,4952,9907,4458,1.989154434204103,0.23407691531240538,3.9783088684082064,34.31631218388569,0,True
xgboost,0.95,4952,9907,4706,2.36100616455078,0.31200161501968304,4.72201232910156,54.59111551793248,0,True
attention_lstm,0.9,4952,9907,4458,2.295991134643554,0.23215907943878067,4.591982269287108,34.4771654432641,0,True
attention_lstm,0.95,4952,9907,4706,2.7207401275634773,0.300393661047744,5.441480255126953,52.73237168587474,0,True
