path,historical,command_label,scope,seconds,exit_status,started_utc,ended_utc,logger_pid,child_pid,command
outputs/amendment004/bdg2_pilot_validation_v1/pilot_v2.log.json,True,pilot_v2,study_execution,987.3824542000002,0,2026-09-13T11:20:10.669491+00:00,2026-09-13T11:36:38.057042+00:00,27204,15684,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.operational004"", ""--dataset"", ""bdg2"", ""--outer-fold"", ""2"", ""--model-seed"", ""42"", ""--config"", ""configs/operational_amendment004.json"", ""--out"", ""outputs/amendment004/bdg2_operational_pilot_f2_s42_v2""]"
outputs/amendment004/bdg2_pilot_validation_v1/resume.log.json,True,resume,verification_or_freezing,86.2311097999991,0,2026-09-13T11:39:44.260818+00:00,2026-09-13T11:41:10.492095+00:00,28676,13300,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""scripts/verify_bdg2_completed_resume.py"", ""outputs/amendment004/bdg2_operational_pilot_f2_s42_v2"", ""outputs/amendment004/bdg2_pilot_validation_v1/resume_validation.json""]"
outputs/amendment004/bdg2_pilot_validation_v1/independent_audit.log.json,True,independent_audit,verification_or_freezing,139.70508770000015,0,2026-09-13T11:37:10.062930+00:00,2026-09-13T11:39:29.768024+00:00,14540,3352,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""scripts/independent_bdg2_operational_audit.py"", ""--run"", ""outputs/amendment004/bdg2_operational_pilot_f2_s42_v2"", ""--out"", ""outputs/amendment004/bdg2_pilot_independent_validation_v1""]"
outputs/amendment004/bdg2_threefold_validation_v1/authorization_tests.log.json,False,authorization_tests,verification_or_freezing,2.9171917000021494,0,2026-09-13T13:27:11.806667+00:00,2026-09-13T13:27:14.724191+00:00,24520,21888,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""pytest"", ""tests/test_threefold_authorization.py"", ""-q""]"
outputs/amendment004/bdg2_threefold_validation_v1/combination_tests.log.json,False,combination_tests,verification_or_freezing,1.1905298000019684,0,2026-09-13T13:31:24.091479+00:00,2026-09-13T13:31:25.281684+00:00,20944,28956,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""pytest"", ""tests/test_threefold_combination.py"", ""-q""]"
outputs/amendment004/bdg2_threefold_validation_v1/combined.log.json,False,combined,verification_or_freezing,8.948106499999994,0,2026-09-13T14:34:14.630887+00:00,2026-09-13T14:34:23.579000+00:00,25136,10708,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""scripts/combine_bdg2_threefold.py"", ""--manifest"", ""outputs/amendment004/bdg2_threefold_frozen_v2/execution_analysis_manifest.json"", ""--out"", ""outputs/amendment004/bdg2_threefold_combined_v1""]"
outputs/amendment004/bdg2_threefold_validation_v1/compatibility_v1.log.json,False,compatibility_v1,verification_or_freezing,98.55865840000115,0,2026-09-13T13:28:27.853913+00:00,2026-09-13T13:30:06.415817+00:00,13776,25936,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""scripts/verify_checkpoint_compatibility.py"", ""outputs/amendment004/bdg2_operational_pilot_f2_s42_v2"", ""outputs/amendment004/bdg2_checkpoint_compatibility_v1""]"
outputs/amendment004/bdg2_threefold_validation_v1/fold0_audit.log.json,False,fold0_audit,verification_or_freezing,212.7561182999998,0,2026-09-13T14:25:11.602693+00:00,2026-09-13T14:28:44.358507+00:00,26032,6124,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""scripts/independent_bdg2_operational_audit.py"", ""--run"", ""outputs/amendment004/bdg2_threefold_f0_s42_v1"", ""--out"", ""outputs/amendment004/bdg2_threefold_f0_audit_v1""]"
outputs/amendment004/bdg2_threefold_validation_v1/fold0_resume.log.json,False,fold0_resume,verification_or_freezing,83.82048049999867,0,2026-09-13T14:29:35.440044+00:00,2026-09-13T14:30:59.261018+00:00,10512,9300,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""scripts/verify_bdg2_completed_resume.py"", ""outputs/amendment004/bdg2_threefold_f0_s42_v1"", ""outputs/amendment004/bdg2_threefold_validation_v1/fold0_resume_validation.json"", ""outputs/amendment004/bdg2_threefold_frozen_v2/execution_analysis_manifest.json""]"
outputs/amendment004/bdg2_threefold_validation_v1/fold0_run.log.json,False,fold0_run,study_execution,1365.6796363999965,0,2026-09-13T14:01:16.249533+00:00,2026-09-13T14:24:01.929516+00:00,2012,18612,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.operational004"", ""--dataset"", ""bdg2"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/amendment004/bdg2_threefold_f0_s42_v1"", ""--execution-manifest"", ""outputs/amendment004/bdg2_threefold_frozen_v2/execution_analysis_manifest.json""]"
outputs/amendment004/bdg2_threefold_validation_v1/fold1_audit.log.json,False,fold1_audit,verification_or_freezing,105.45272799999657,1,2026-09-13T13:50:55.570574+00:00,2026-09-13T13:52:41.023829+00:00,28272,16116,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""scripts/independent_bdg2_operational_audit.py"", ""--run"", ""outputs/amendment004/bdg2_threefold_f1_s42_v1"", ""--out"", ""outputs/amendment004/bdg2_threefold_f1_audit_v1""]"
outputs/amendment004/bdg2_threefold_validation_v1/fold1_audit_v2.log.json,False,fold1_audit_v2,verification_or_freezing,166.96384799999942,0,2026-09-13T13:56:36.285589+00:00,2026-09-13T13:59:23.249312+00:00,26788,12496,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""scripts/independent_bdg2_operational_audit.py"", ""--run"", ""outputs/amendment004/bdg2_threefold_f1_s42_v1"", ""--out"", ""outputs/amendment004/bdg2_threefold_f1_audit_v2""]"
