dataset,horizon,outer_fold,model_seed,model,evidence_status,estimator_class,mae,rmse,n_fit,n_calibration,n_evaluation,selected_candidate,final_epochs,tuning_seconds,final_fit_seconds,calibration_seconds,inference_seconds,inference_batch_size,inference_rows_per_second,baseline_rss_bytes,peak_rss_bytes,peak_private_bytes,process_cpu_seconds,learned_tuning_fits,learned_final_fits,negative_predictions,status
pleia,3,0,45,persistence,matched_forecasting005,src.pilot_forecasters.Persistence,0.3773493489451903,0.6099061114818022,29715,9906,9907,0,,0.0,0.0004560000088531524,0.003568800020730123,0.002831599995261058,256,3498728.639843294,391774208,391888896,347750400,0.0,0,0,0,complete
pleia,3,0,45,xgboost,matched_forecasting005,xgboost.sklearn.XGBRegressor,0.5533538045947674,0.7211388116953026,29715,9906,9907,0,,3.622964599984698,0.897308499988867,0.07274539998616092,0.07776820001890883,256,127391.40159591167,395661312,515772416,538726400,3.953125,4,1,0,complete
pleia,3,0,45,attention_lstm,matched_forecasting005,src.attention_lstm.AttentionLSTM,0.5664821995944733,0.7832386798431457,29715,9906,9907,0,18.0,145.58413929998642,54.536648099980084,0.24935779999941587,0.2683003000274766,256,36925.042569782534,506327040,634744832,673116160,197.53125,4,1,0,complete
