dataset,horizon,outer_fold,model_seed,target_units,physical_minutes,source_run,source_hash,protocol_hash,new_batch_unit,model,group_id,nominal_level,aggregation,n,mae,rmse,coverage,mpiw,winkler,negative_points,negative_lower_bounds
bdg2,1,1,42,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,True,persistence,Eagle_assembly_Benny,0.9,"within original group, sample weighted",3475,6.859182474820144,10.174796536606708,0.9988489208633093,118.33199999999995,118.70335884892081,0,2811
bdg2,1,1,42,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,True,persistence,Eagle_assembly_Ian,0.9,"within original group, sample weighted",3475,32.24287769784173,60.1954896850027,0.8687769784172662,118.33199999999994,294.0114474820145,0,21
bdg2,1,1,42,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,True,persistence,Fox_education_Henrietta,0.9,"within original group, sample weighted",3475,4.917548201438849,10.823045279509005,0.9994244604316547,118.33199999999995,118.37475107913664,0,2743
bdg2,1,1,42,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,True,persistence,Hog_assembly_Colette,0.9,"within original group, sample weighted",3475,28.989445755395682,48.53151298050851,0.8388489208633093,118.332,256.1848633093525,0,0
bdg2,1,1,42,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,True,persistence,Hog_assembly_Dona,0.9,"within original group, sample weighted",3475,36.29254446043166,47.27519727218522,0.8293525179856115,118.33199999999995,213.51623021582733,0,0
bdg2,1,1,42,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,True,persistence,Lamb_assembly_Bertie,0.9,"within original group, sample weighted",3452,3.676100955967555,12.610110283186815,0.9889918887601391,118.33199999999995,123.88467670915408,0,2951
bdg2,1,1,42,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,True,persistence,Lamb_assembly_Cesar,0.9,"within original group, sample weighted",3452,0.0,0.0,1.0,118.33199999999995,118.33199999999995,0,3452
bdg2,1,1,42,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,True,persistence,Moose_education_Ricardo,0.9,"within original group, sample weighted",3303,7.572142749016046,12.285747359040457,0.9996972449288526,118.33199999999997,118.44168634574626,0,0
bdg2,1,1,42,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,True,persistence,Mouse_health_Estela,0.9,"within original group, sample weighted",3475,18.959350100719423,33.97572793241305,0.9263309352517985,118.33199999999994,169.12535482014388,0,3
bdg2,1,1,42,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,True,persistence,Mouse_health_Justin,0.9,"within original group, sample weighted",3475,40.813576633093525,69.00806356566741,0.7545323741007194,118.33199999999997,342.1568431654677,0,6
bdg2,1,1,42,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,True,persistence,Eagle_assembly_Benny,0.95,"within original group, sample weighted",3475,6.859182474820144,10.174796536606708,0.9997122302158273,170.0,170.05359769784172,0,3450
bdg2,1,1,42,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,True,persistence,Eagle_assembly_Ian,0.95,"within original group, sample weighted",3475,32.24287769784173,60.1954896850027,0.9246043165467626,170.0,416.56115107913644,0,21
bdg2,1,1,42,kWh per hour,60,smart_building_conformal/outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,3a12b8bb0420a6d8259bdf93ab6cb7ae75b0cf7fa3bea5f7cdbd7e0113915139,True,persistence,Fox_education_Henrietta,0.95,"within original group, sample weighted",3475,4.917548201438849,10.823045279509005,1.0,170.0,170.0,0,3223
