left,right,n_left,n_right,left_origin_min,left_origin_max,left_target_max,right_origin_min,right_origin_max,right_target_min,right_target_max,target_overlap_count,row_overlap_count,shared_groups,run_intersections,left_membership_sha256,right_membership_sha256
fit,calibration,29719,9907,2021-01-07 23:50:00,2021-08-02 08:50:00,2021-08-02 09:00:00,2021-08-02 09:10:00,2021-10-10 04:10:00,2021-08-02 09:20:00,2021-10-10 04:20:00,0,0,,0,31e1d93f3da94cb1b75691d4904ef23bd7e238661366d8119e4c0bb2c28f44ec,f0f8b451dfb574d144f74d9b8f12760a1e9f5f23be72da1c5af27a0ab50e441e
calibration,test,9907,9909,2021-08-02 09:10:00,2021-10-10 04:10:00,2021-10-10 04:20:00,2021-10-10 04:30:00,2021-12-17 23:50:00,2021-10-10 04:40:00,2021-12-18 00:00:00,0,0,,0,f0f8b451dfb574d144f74d9b8f12760a1e9f5f23be72da1c5af27a0ab50e441e,476e7318dbf374e67575f39312f24c0e0b1fa6742e837eb8e7680478b99ee1bc
inner0_train,inner0_validation,9905,9905,2021-01-07 23:50:00,2021-03-17 18:30:00,2021-03-17 18:40:00,2021-03-17 18:50:00,2021-05-25 13:30:00,2021-03-17 19:00:00,2021-05-25 13:40:00,0,0,,0,ff5a24fc296198bacaed612579aee609eb3332a932e4804c4d250626cb5df73d,f3adb9ee1472bb470eac7d09ddbdf059fe31d8ba648d4854f71546b1de3be603
inner1_train,inner1_validation,19810,9907,2021-01-07 23:50:00,2021-05-25 13:30:00,2021-05-25 13:40:00,2021-05-25 13:50:00,2021-08-02 08:50:00,2021-05-25 14:00:00,2021-08-02 09:00:00,0,0,,0,2b303dcfb933e55a9fa1727f25f96afe96a6f91bd6fafb2fa396e1cd5366d6d2,f2e7dc07a31bdb54b47bb87097648f15d8253587aa49f70b88c4e5b95170a99e
