model,mae,rmse,n,negative_predictions,verified
persistence,0.38969610016955786,0.5994280130858491,7667,0,True
xgboost,0.6901035285950703,0.9480814017578155,7667,0,True
attention_lstm,3.1813461449492375,3.500907949726539,7667,0,True
