model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.08939459999965038,432865280,433070080,389836800,389885952,204800,484130816,4534968320,0.05,0.09375
persistence,tuning,False,0.0009652999870013446,429580288,429621248,384512000,384561152,40960,481615872,4462559232,0.05,0.0
persistence,final_fit,False,0.0005375000037020072,429621248,429621248,384561152,384561152,0,481615872,4462551040,0.05,0.0
persistence,calibration,False,0.0029097000078763813,429621248,429707264,384561152,384561152,86016,481615872,4462477312,0.05,0.0
persistence,inference,False,0.00438410000060685,429707264,429719552,384561152,384561152,12288,481615872,4462477312,0.05,0.0
persistence,artifact_serialization,False,0.0005875000060768798,429727744,429744128,384528384,384561152,16384,481615872,4462477312,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.6527534000051674,433917952,537370624,389574656,557064192,103452672,537370624,4438134784,0.05,0.65625
xgboost,tuning,False,3.2243925999937346,434933760,544350208,388190208,561364992,109416448,545632256,4277731328,0.05,3.140625
xgboost,final_fit,False,1.1814759999979287,539193344,547344384,556167168,564367360,8151040,548433920,4274110464,0.05,1.125
xgboost,calibration,False,0.0717579000047408,540426240,540430336,557404160,557420544,4096,548433920,4355112960,0.05,0.0625
xgboost,inference,False,0.1454959999973653,540426240,540430336,557404160,557420544,4096,548433920,4388610048,0.05,0.140625
xgboost,artifact_serialization,False,0.0076071000075899065,526606336,526721024,557371392,558788608,114688,548433920,4489924608,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,0.6234183000051416,538095616,559403008,557051904,605147136,21307392,560402432,4414984192,0.05,0.640625
attention_lstm,tuning,False,82.13027389999479,522498048,633040896,556367872,678875136,110542848,634523648,4330766336,0.05,80.359375
attention_lstm,final_fit,False,31.490185799993924,614617088,634802176,665161728,682127360,20185088,637071360,4284862464,0.05,31.265625
attention_lstm,calibration,False,0.16130350000457838,631713792,631939072,677732352,677814272,225280,637071360,4332400640,0.05,0.171875
attention_lstm,inference,False,0.3134071000094991,631934976,633077760,677797888,678952960,1142784,637071360,4331859968,0.05,0.296875
attention_lstm,artifact_serialization,False,0.004266900010406971,633327616,633479168,679800832,679833600,151552,637071360,4332560384,0.05,0.015625
