dataset,horizon,outer_fold,model_seed,target_units,physical_minutes,source_run,source_hash,protocol_hash,new_batch_unit,model,group_id,nominal_level,aggregation,n,mae,rmse,coverage,mpiw,winkler,negative_points,negative_lower_bounds
pleia_energy,1,2,44,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7305c5b5c944d7ca23477856f743db6c5d3fc66016caca920440b0e349553e29,True,persistence,None,0.9,"within original group, sample weighted",9907,0.12760863530836783,0.24188010063684087,0.5603108912889876,0.078125,2.097025777228223,0,64
pleia_energy,1,2,44,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7305c5b5c944d7ca23477856f743db6c5d3fc66016caca920440b0e349553e29,True,persistence,None,0.95,"within original group, sample weighted",9907,0.12760863530836783,0.24188010063684087,0.6428787725850409,0.125,3.783587362470977,0,80
pleia_energy,1,2,44,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7305c5b5c944d7ca23477856f743db6c5d3fc66016caca920440b0e349553e29,True,xgboost,None,0.9,"within original group, sample weighted",9907,0.12417583149578902,0.21421679296037713,0.6836580195821137,0.23706039786338806,1.4594009115042088,0,984
pleia_energy,1,2,44,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7305c5b5c944d7ca23477856f743db6c5d3fc66016caca920440b0e349553e29,True,xgboost,None,0.95,"within original group, sample weighted",9907,0.12417583149578902,0.21421679296037713,0.787221156757848,0.3861774206161499,2.0495656989676503,0,4608
pleia_energy,1,2,44,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7305c5b5c944d7ca23477856f743db6c5d3fc66016caca920440b0e349553e29,True,attention_lstm,None,0.9,"within original group, sample weighted",9907,0.12573126795627135,0.22250128127990207,0.49318663571212273,0.11314880847930908,1.7843259784760672,0,0
pleia_energy,1,2,44,kWh per 10 minutes,10,smart_building_conformal/outputs/matched_forecasting005/pleia_energy_h1_f2_s44_v1,cd907183301a189ddfcc195774dad58c8fa07d5b326d2ac29cf3636383dc681e,7305c5b5c944d7ca23477856f743db6c5d3fc66016caca920440b0e349553e29,True,attention_lstm,None,0.95,"within original group, sample weighted",9907,0.12573126795627135,0.22250128127990207,0.5811042697082871,0.14725005626678467,3.1765613939153954,0,0
