model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09069550001004245,399994880,400076800,355069952,355119104,81920,1244721152,5616967680,0.05,0.09375
persistence,tuning,False,0.0006825999880675226,386850816,386867200,341876736,341909504,16384,1241964544,5400924160,0.05,0.0
persistence,final_fit,False,0.0006456999981310219,386867200,386867200,341909504,341909504,0,1241964544,5400793088,0.05,0.0
persistence,calibration,False,0.0025375999975949526,386867200,386936832,341909504,341909504,69632,1241964544,5401690112,0.05,0.0
persistence,inference,False,0.003860899989376776,386936832,386936832,341909504,341909504,0,1241964544,5401583616,0.05,0.0
persistence,artifact_serialization,False,0.0007122999959392473,386920448,386936832,341876736,341909504,16384,1241964544,5402128384,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.572088699991582,415043584,519397376,370028544,543645696,104353792,1244721152,5502083072,0.05,0.546875
xgboost,tuning,False,2.9958107999991626,388964352,503705600,345276416,526389248,114741248,1241964544,5495619584,0.05,2.875
xgboost,final_fit,False,0.7242226999951527,500387840,504528896,523063296,527233024,4141056,1241964544,5495078912,0.05,0.6875
xgboost,calibration,False,0.054347500001313165,501628928,501637120,524304384,524304384,8192,1241964544,5502992384,0.05,0.0625
xgboost,inference,False,0.11124630000267643,501637120,501641216,524304384,524320768,4096,1241964544,5503172608,0.05,0.109375
xgboost,artifact_serialization,False,0.004730500004370697,501657600,501665792,524271616,524304384,8192,1241964544,5503893504,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,0.7066750000085449,524963840,548331520,549072896,595181568,23367680,1244721152,5474795520,0.05,0.703125
attention_lstm,tuning,False,156.66119790000084,501821440,628891648,525234176,666157056,127070208,1241964544,5149585408,0.05,153.1875
attention_lstm,final_fit,False,61.446871500011184,622157824,627961856,657883136,664252416,5804032,1241964544,5083844608,0.05,60.234375
attention_lstm,calibration,False,0.19782089999353047,617193472,619114496,654209024,657489920,1921024,1241964544,5252452352,0.05,0.1875
attention_lstm,inference,False,0.37794960000610445,619114496,620433408,657489920,658571264,1318912,1241964544,5251796992,0.05,0.390625
attention_lstm,artifact_serialization,False,0.004669100002502091,623607808,623869952,661712896,661884928,262144,1241964544,5243568128,0.05,0.0
