dataset,outer_fold,model_seed,horizon,level,method,support,n,coverage,signed_coverage_deviation,absolute_coverage_deviation,mpiw,winkler,mae,rmse,sum_absolute_error,sum_squared_error,sum_width,sum_winkler,covered_count,available_count,unavailable_count,raw_crossed,status
bdg2,2,44,1,0.9,quantile_uncalibrated,common,34590,0.826741832899682,-0.07325816710031807,0.07325816710031807,67.16083422967625,122.28580024449096,17.271083810900446,35.762373752010745,597406.7890190465,44238789.748932555,2323093.2560045016,4229865.830456942,28597,34590,0,0,complete
bdg2,2,44,1,0.9,cqr,common,34590,0.8693263949118242,-0.030673605088175848,0.030673605088175848,71.64645734313314,120.65873871655661,17.271083810900446,35.762373752010745,597406.7890190465,44238789.748932555,2478250.959498975,4173585.772205693,30070,34590,0,0,complete
bdg2,2,44,1,0.9,recentred_enbpi_static,common,34590,0.9022838970800809,0.002283897080080921,0.002283897080080921,102.49706319986981,183.90113321189946,23.05052031922521,38.35166287156254,797317.497842,50876703.05703386,3545373.416083497,6361140.1977996025,31210,34590,0,0,complete
bdg2,2,44,1,0.9,recentred_enbpi_updated,common,34590,0.9019658860942469,0.0019658860942468603,0.0019658860942468603,85.23127962963285,133.6991180667534,23.05052031922521,38.35166287156254,797317.497842,50876703.05703386,2948149.962389,4624652.493929001,31199,34590,0,0,complete
bdg2,2,44,1,0.9,dscp,common,34590,0.9001445504481064,0.00014455044810635087,0.00014455044810635087,82.30979279057645,151.02266361269182,17.665268628610857,34.81310193773191,611041.6418636496,41921421.98116592,2847095.7326260395,5223873.93436301,31136,34590,0,0,complete
bdg2,2,44,1,0.95,quantile_uncalibrated,common,34590,0.884070540618676,-0.065929459381324,0.065929459381324,88.5065929323629,155.56408647841965,17.271083810900446,35.762373752010745,597406.7890190465,44238789.748932555,3061443.049530433,5380961.751288536,30580,34590,0,0,complete
bdg2,2,44,1,0.95,cqr,common,34590,0.9502457357617808,0.0002457357617808853,0.0002457357617808853,97.9794164024117,152.30910894717707,17.271083810900446,35.762373752010745,597406.7890190465,44238789.748932555,3389108.013359421,5268372.078482855,32869,34590,0,0,complete
bdg2,2,44,1,0.95,recentred_enbpi_static,common,34590,0.9484244001156403,-0.0015755998843596242,0.0015755998843596242,146.61733011881506,246.34048224968012,23.05052031922521,38.35166287156254,797317.497842,50876703.05703386,5071493.448809813,8520917.281016435,32806,34590,0,0,complete
bdg2,2,44,1,0.95,recentred_enbpi_updated,common,34590,0.951402139346632,0.0014021393466320253,0.0014021393466320253,117.49045795469789,168.8008212701069,23.05052031922521,38.35166287156254,797317.497842,50876703.05703386,4063994.940653,5838820.407732997,32909,34590,0,0,complete
bdg2,2,44,1,0.95,dscp,common,34590,0.9460826828563168,-0.003917317143683152,0.003917317143683152,114.61167096836932,201.5928587032039,17.665268628610857,34.81310193773191,611041.6418636496,41921421.98116592,3964417.698795895,6973096.982543822,32725,34590,0,0,complete
bdg2,2,44,3,0.9,quantile_uncalibrated,common,34590,0.8111592945938132,-0.08884070540618683,0.08884070540618683,97.46227357422703,172.6560797252535,26.245489190840416,54.602504117973254,907831.47111117,103127783.24142417,3371220.0429325127,5972173.797696519,28058,34590,0,0,complete
bdg2,2,44,3,0.9,cqr,common,34590,0.8668979473836369,-0.03310205261636312,0.03310205261636312,103.87359062471796,170.21945041180913,26.245489190840416,54.602504117973254,907831.47111117,103127783.24142417,3592987.4997089943,5887890.789744478,29986,34590,0,0,complete
bdg2,2,44,3,0.9,recentred_enbpi_static,common,34590,0.9101185313674472,0.010118531367447225,0.010118531367447225,159.590073038737,272.79596411247394,32.17597089040186,56.15746316009362,1112966.8330990002,109085122.52608785,5520220.6264099125,9436012.398650473,31481,34590,0,0,complete
bdg2,2,44,3,0.9,recentred_enbpi_updated,common,34590,0.905001445504481,0.005001445504481006,0.005001445504481006,131.9198371999711,196.928033173952,32.17597089040186,56.15746316009362,1112966.8330990002,109085122.52608785,4563107.168747,6811740.667487,31304,34590,0,0,complete
bdg2,2,44,3,0.9,dscp,common,34590,0.8923099161607401,-0.0076900838392599535,0.0076900838392599535,125.3231650671042,238.61392855523977,28.631814022624457,54.35404841623409,990374.44704258,102191401.61571513,4334928.279671134,8253655.788725743,30865,34590,0,0,complete
bdg2,2,44,3,0.95,quantile_uncalibrated,common,34590,0.8717837525296328,-0.07821624747036715,0.07821624747036715,122.98527883587472,222.18961491526312,26.245489190840416,54.602504117973254,907831.47111117,103127783.24142417,4254060.7949329065,7685538.779918951,30155,34590,0,0,complete
bdg2,2,44,3,0.95,cqr,common,34590,0.9519803411390575,0.00198034113905754,0.00198034113905754,138.18370219682677,216.54906908164222,26.245489190840416,54.602504117973254,907831.47111117,103127783.24142417,4779774.258988238,7490432.299534004,32929,34590,0,0,complete
bdg2,2,44,3,0.95,recentred_enbpi_static,common,34590,0.9515755998843597,0.0015755998843597352,0.0015755998843597352,225.15503625488282,366.95625077167205,32.17597089040186,56.15746316009362,1112966.8330990002,109085122.52608785,7788112.704056397,12693016.714192135,32915,34590,0,0,complete
bdg2,2,44,3,0.95,recentred_enbpi_updated,common,34590,0.9516623301532234,0.001662330153223479,0.001662330153223479,172.72518705941025,246.29943994290252,32.17597089040186,56.15746316009362,1112966.8330990002,109085122.52608785,5974564.220385,8519497.627624998,32918,34590,0,0,complete
bdg2,2,44,3,0.95,dscp,common,34590,0.9450997398091934,-0.004900260190806582,0.004900260190806582,182.34403518798953,320.24125453531457,28.631814022624457,54.35404841623409,990374.44704258,102191401.61571513,6307280.177152558,11077144.99437653,32691,34590,0,0,complete
bdg2,2,44,6,0.9,quantile_uncalibrated,common,34590,0.8000578201792425,-0.09994217982075748,0.09994217982075748,115.32242569880219,214.2363541586083,32.04186064078732,68.83009701553988,1108327.9595648334,163872970.20628294,3989002.704921568,7410435.49034626,27674,34590,0,1,complete
bdg2,2,44,6,0.9,cqr,common,34590,0.8834634287366291,-0.016536571263370936,0.016536571263370936,125.47431000102237,210.04363424122164,32.04186064078732,68.83009701553988,1108327.9595648334,163872970.20628294,4340156.382935364,7265409.308403856,30559,34590,0,1,complete
bdg2,2,44,6,0.9,recentred_enbpi_static,common,34590,0.9111014744145707,0.011101474414570656,0.011101474414570656,194.38722314453116,332.1328899638158,37.46440962821625,68.87095001142492,1295893.92904,164067556.26192144,6723854.048569333,11488476.663848387,31515,34590,0,0,complete
bdg2,2,44,6,0.9,recentred_enbpi_updated,common,34590,0.9007516623301532,0.0007516623301532244,0.0007516623301532244,158.05902310211042,238.82582795437992,37.46440962821625,68.87095001142492,1295893.92904,164067556.26192144,5467261.609102,8260985.388942001,31157,34590,0,0,complete
bdg2,2,44,6,0.9,dscp,common,34590,0.8894767273778549,-0.010523272622145141,0.010523272622145141,146.44442963366342,292.3694835365113,34.24775587781426,67.09446435778108,1184629.875813595,155712666.63055682,5065512.821028418,10113060.435527926,30767,34590,0,0,complete
bdg2,2,44,6,0.95,quantile_uncalibrated,common,34590,0.8692107545533391,-0.08078924544666088,0.08078924544666088,146.77776662642228,277.80439071549705,32.04186064078732,68.83009701553988,1108327.9595648334,163872970.20628294,5077042.947607947,9609253.874849044,30066,34590,0,0,complete
bdg2,2,44,6,0.95,cqr,common,34590,0.9565481352992194,0.006548135299219493,0.006548135299219493,175.51013055264607,271.34044201917555,32.04186064078732,68.83009701553988,1108327.9595648334,163872970.20628294,6070895.415816028,9385665.889443282,33087,34590,0,0,complete
bdg2,2,44,6,0.95,recentred_enbpi_static,common,34590,0.9514599595258745,0.0014599595258745213,0.0014599595258745213,278.78514294433614,449.3442481074689,37.46440962821625,68.87095001142492,1295893.92904,164067556.26192144,9643178.094444588,15542817.54203735,32911,34590,0,0,complete
bdg2,2,44,6,0.95,recentred_enbpi_updated,common,34590,0.9503613761202659,0.0003613761202659882,0.0003613761202659882,208.61178033382475,297.98553215805134,37.46440962821625,68.87095001142492,1295893.92904,164067556.26192144,7215881.481746999,10307319.557346996,32873,34590,0,0,complete
bdg2,2,44,6,0.95,dscp,common,34590,0.9484533102052617,-0.0015466897947382652,0.0015466897947382652,224.60300504238276,397.3801540162551,34.24775587781426,67.09446435778108,1184629.875813595,155712666.63055682,7769017.94441602,13745379.527422264,32807,34590,0,0,complete
