stage,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
dscp_assignment_000000_000064,0.7061715999880107,572932096,572932096,657784832,657784832,0,1035296768,2855337984,0.05,0.65625
dscp_assignment_000064_000576,5.508742100006202,572502016,572522496,657428480,657477632,20480,1035296768,2834206720,0.05,5.5
dscp_assignment_000576_001088,5.694385599999805,572502016,572522496,657428480,657477632,20480,1035296768,2799038464,0.05,5.625
dscp_assignment_001088_001600,5.594969999991008,572502016,572522496,657428480,657477632,20480,1035296768,2752749568,0.05,5.546875
dscp_assignment_001600_002112,5.761823799999547,572502016,572522496,657428480,657477632,20480,1035296768,2743128064,0.05,5.625
dscp_assignment_002112_002624,5.827342699994915,572502016,572522496,657428480,657477632,20480,1035296768,2780160000,0.05,5.671875
dscp_assignment_002624_003136,5.872604899996077,572502016,572522496,657428480,657477632,20480,1035296768,2794496000,0.05,5.75
dscp_assignment_003136_003648,5.78852360000019,572502016,572522496,657428480,657477632,20480,1035296768,2781085696,0.05,5.546875
dscp_assignment_003648_004160,5.825437499996042,572502016,572522496,657428480,657477632,20480,1035296768,2771021824,0.05,5.65625
dscp_assignment_004160_004672,5.710587800000212,572502016,572522496,657428480,657477632,20480,1035296768,2765262848,0.05,5.640625
dscp_assignment_004672_005184,5.694201899998006,572485632,572506112,657395712,657444864,20480,1035296768,2742124544,0.05,5.578125
dscp_assignment_005184_005696,5.701666099994327,572485632,572506112,657395712,657444864,20480,1035296768,2751102976,0.05,5.578125
dscp_assignment_005696_006208,5.761336499999743,572485632,573558784,657395712,658497536,1073152,1035296768,2716004352,0.05,5.65625
dscp_assignment_006208_006720,5.710068999993382,572485632,572506112,657395712,657444864,20480,1035296768,2712813568,0.05,5.65625
dscp_assignment_006720_007232,5.765751400002046,572485632,572506112,657395712,657444864,20480,1035296768,2723106816,0.05,5.625
dscp_assignment_007232_007744,5.676937500000349,572485632,572506112,657395712,657444864,20480,1035296768,2711625728,0.05,5.546875
dscp_assignment_007744_008256,5.619763400012744,572485632,572506112,657395712,657444864,20480,1035296768,2711654400,0.05,5.5
