model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.09430569999676663,394375168,394420224,349728768,349777920,45056,408965120,4414021632,0.05,0.09375
persistence,tuning,False,0.0010362999892095104,382451712,382468096,337309696,337342464,16384,408735744,4420435968,0.05,0.0
persistence,final_fit,False,0.0005545999883906916,382468096,382472192,337342464,337346560,4096,408735744,4420440064,0.05,0.0
persistence,calibration,False,0.0026556999946478754,382472192,382550016,337346560,337346560,77824,408735744,4420411392,0.05,0.015625
persistence,inference,False,0.004622099993866868,382550016,382550016,337346560,337346560,0,408735744,4420411392,0.05,0.0
persistence,artifact_serialization,False,0.0007738999993307516,382533632,382550016,337313792,337346560,16384,408735744,4420456448,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.5163596000056714,410058752,516603904,365469696,539721728,106545152,516603904,4312047616,0.05,0.484375
xgboost,tuning,False,2.8231430999876466,386015232,500318208,340664320,522604544,114302976,500903936,4290007040,0.05,2.75
xgboost,final_fit,False,0.721464800008107,497913856,500383744,519303168,521785344,2469888,500903936,4285063168,0.05,0.6875
xgboost,calibration,False,0.0494843999913428,498098176,498098176,519450624,519450624,0,500903936,4315803648,0.05,0.078125
xgboost,inference,False,0.09339220001129434,498098176,498102272,519450624,519467008,4096,500903936,4312686592,0.05,0.09375
xgboost,artifact_serialization,False,0.004294900005334057,498110464,498110464,519417856,519450624,0,500903936,4314984448,0.05,0.015625
attention_lstm,artifact_reload_and_predict_verification,False,0.6988569000095595,518049792,537628672,540999680,585822208,19578880,537628672,4299575296,0.05,0.6875
attention_lstm,tuning,False,52.5384408999962,498765824,628088832,521895936,666345472,129323008,628088832,4123582464,0.05,51.890625
attention_lstm,final_fit,False,8.350724399992032,622592000,622592000,660291584,660291584,0,628088832,4175028224,0.05,8.234375
attention_lstm,calibration,False,0.1885167000000365,587513856,588681216,616591360,618721280,1167360,628088832,4225425408,0.05,0.21875
attention_lstm,inference,False,0.3932974000053946,588681216,589574144,618721280,621420544,892928,628088832,4223307776,0.05,0.390625
attention_lstm,artifact_serialization,False,0.0042575999977998435,593027072,593182720,624836608,624869376,155648,628088832,4221485056,0.05,0.015625
