model,mae,rmse,n,negative_predictions,verified
persistence,0.12998936988997678,0.25754481604675455,9907,0,True
xgboost,0.12891213605305413,0.24450573261577294,9907,1,True
attention_lstm,0.1482799730400054,0.26174505106155915,9907,0,True
