model,phase,nested,seconds,baseline_rss_bytes,peak_rss_bytes,baseline_private_bytes,peak_private_bytes,incremental_peak_rss_bytes,lifetime_peak_rss_bytes,min_available_ram_bytes,sample_interval_seconds,process_cpu_seconds
persistence,artifact_reload_and_predict_verification,False,0.08926530000462662,405803008,405823488,360882176,360931328,20480,1245409280,4514410496,0.05,0.078125
persistence,tuning,False,0.0006522999901790172,393191424,393207808,348393472,348426240,16384,1244573696,4552736768,0.05,0.0
persistence,final_fit,False,0.00038529999437741935,393207808,393216000,348426240,348434432,8192,1244573696,4552736768,0.05,0.0
persistence,calibration,False,0.0033561000018380582,393216000,393285632,348434432,348434432,69632,1244573696,4552675328,0.05,0.0
persistence,inference,False,0.005066599987912923,393285632,393285632,348434432,348434432,0,1244573696,4552675328,0.05,0.015625
persistence,artifact_serialization,False,0.0012937999999849126,393347072,393363456,348401664,348434432,16384,1244573696,4552679424,0.05,0.0
xgboost,artifact_reload_and_predict_verification,False,0.5144489999947837,418111488,520335360,373501952,542429184,102223872,1245409280,4404756480,0.05,0.484375
xgboost,tuning,False,2.8076847000047565,390676480,504029184,347697152,526012416,113352704,1244573696,4413120512,0.05,2.765625
xgboost,final_fit,False,0.6751154999947175,501714944,505540608,523706368,527552512,3825664,1244573696,4415963136,0.05,0.671875
xgboost,calibration,False,0.05424450000282377,502628352,502652928,524623872,524640256,24576,1244573696,4418220032,0.05,0.046875
xgboost,inference,False,0.10268959999666549,502652928,502657024,524623872,524640256,4096,1244573696,4418220032,0.05,0.109375
xgboost,artifact_serialization,False,0.004483199998503551,502657024,502661120,524591104,524623872,4096,1244573696,4422316032,0.05,0.0
attention_lstm,artifact_reload_and_predict_verification,False,0.6979739000089467,525041664,545902592,547184640,590544896,20860928,1245409280,4374863872,0.05,0.6875
attention_lstm,tuning,False,151.60269299999345,502087680,628285440,524591104,667131904,126197760,1244573696,4285284352,0.05,147.484375
attention_lstm,final_fit,False,58.7090690999903,620965888,625356800,657797120,663379968,4390912,1244573696,4273385472,0.05,57.890625
attention_lstm,calibration,False,0.19358250001096167,592384000,593440768,620503040,621572096,1056768,1244573696,4299481088,0.05,0.1875
attention_lstm,inference,False,0.3982094999955734,593436672,594235392,621555712,623947776,798720,1244573696,4299390976,0.05,0.390625
attention_lstm,artifact_serialization,False,0.006054600002244115,594137088,594464768,626929664,627122176,327680,1244573696,4309463040,0.05,0.015625
