model,mae,rmse,n,negative_predictions,verified
persistence,0.7156750038837967,1.041377894828978,6437,0,True
xgboost,1.1986881858798424,1.8162390871575813,6437,0,True
attention_lstm,3.7416848890711396,4.166828382204982,6437,0,True
