dataset,seed,outer_fold,group_id,empirical_coverage,n
rico,42,0,P5S59,1.0,221
rico,42,1,P5S58,1.0,221
rico,42,2,P5S57,1.0,221
rico,43,0,P5S59,1.0,221
rico,43,1,P5S58,1.0,221
rico,43,2,P5S57,1.0,221
rico,44,0,P5S59,1.0,221
rico,44,1,P5S58,1.0,221
rico,44,2,P5S57,1.0,221
rico,45,0,P5S59,1.0,221
rico,45,1,P5S58,1.0,221
rico,45,2,P5S57,1.0,221
rico,46,0,P5S59,1.0,221
rico,46,1,P5S58,1.0,221
rico,46,2,P5S57,1.0,221
