model_seed,units,run_wall_seconds,run_cpu_seconds,validation_wall_seconds,resume_wall_seconds,peak_lifetime_rss_MiB
43,13,2784.459846800033,2707.359375,259.5100317999895,215.39743340002315,1186.91796875
