dataset,horizon,outer_fold,model_seed,model,evidence_status,estimator_class,mae,rmse,n_fit,n_calibration,n_evaluation,selected_candidate,final_epochs,tuning_seconds,final_fit_seconds,calibration_seconds,inference_seconds,inference_batch_size,inference_rows_per_second,baseline_rss_bytes,peak_rss_bytes,peak_private_bytes,process_cpu_seconds,learned_tuning_fits,learned_final_fits,negative_predictions,status
rico,15,2,42,persistence,matched_forecasting005,src.pilot_forecasters.Persistence,0.20938179183772038,0.33076021266260025,12322,4242,8282,0,,0.0,0.0008008000004338101,0.002819699999236036,0.004285000002710149,256,1932788.7969105847,432398336,432943104,384749568,0.015625,0,0,0,complete
rico,15,2,42,xgboost,matched_forecasting005,xgboost.sklearn.XGBRegressor,0.4244604439586869,0.6166621338996906,12322,4242,8282,1,,3.4355953999984195,1.7844410999969114,0.08020929999474902,0.15021739999792771,256,55133.42662111215,437600256,550412288,567549952,5.3125,4,1,0,complete
rico,15,2,42,attention_lstm,matched_forecasting005,src.attention_lstm.AttentionLSTM,2.382613208966968,2.86615015691731,12322,4242,8282,1,16.0,95.37711919999856,29.80647339999996,0.19235240000125486,0.37402429999929154,256,22142.946327326026,538112000,652877824,683749376,123.171875,4,1,0,complete
