model,tuning_seconds,final_fit_seconds,calibration_seconds,inference_seconds,model_phase_seconds,process_cpu_seconds,inference_rows_per_second,baseline_rss_MiB,peak_rss_MiB,incremental_peak_rss_MiB,peak_private_MiB,launch_available_ram_GiB,original_3GiB_reference_met
persistence,0.0,0.0006204000019351952,0.0052474000040092506,0.004110900001251139,0.009978700007195584,0.015625,2410421.0749432556,367.62109375,367.71875,0.09765625,325.28125,3.7885589599609375,True
xgboost,4.558729800002766,1.1863407000055304,0.09049660000164295,0.09121669999876758,5.926783800008707,5.78125,108631.4238525827,368.3203125,482.890625,114.5703125,504.65625,3.792205810546875,True
attention_lstm,356.4512029000034,63.156503000005614,0.40559380000195233,0.5865965000048163,420.5998962000158,394.53125,16892.3612737523,473.7734375,594.0234375,120.25,631.859375,3.7821578979492188,True
