role,n,original_groups,zeros,negative_targets,minimum,maximum,adjacent_equal_targets,p50,p95,cleaning
calibration,9907,1,557,0,0.0,326.53125,996,0.359375,1.1875,none beyond original frozen causal preparation; no clipping or meter-sensitivity filtering
test,9909,1,442,0,0.0,246.0078125,1619,0.3984375,1.0390625,none beyond original frozen causal preparation; no clipping or meter-sensitivity filtering
