dataset,horizon,outer_fold,model_seed,target_units,mae_lstm_minus_xgboost,rmse_lstm_minus_xgboost,coverage90_lstm_minus_xgboost,coverage95_lstm_minus_xgboost,mpiw90_lstm_minus_xgboost,mpiw95_lstm_minus_xgboost,winkler90_lstm_minus_xgboost,winkler95_lstm_minus_xgboost,lstm_to_xgboost_model_seconds
bdg2,1,2,42,kWh per hour,1.4539836536791846,1.0766227463280842,-0.0011836027713626462,0.0017898383371824922,5.013885986327523,5.194723388671889,4.407878595647276,4.38547119383432,152.39260484423195
pleia,1,0,42,degrees C,0.11657323661119581,0.13331201240712276,-0.014737054607853017,-0.01352578984556374,0.38476867675781545,0.3968750000000012,0.5437161548137421,0.6090567805493436,57.514184083537856
pleia,3,0,42,degrees C,0.09186376824055997,0.14934430872906623,0.05531442414454435,0.016755829211668516,0.5081352233886778,0.555051422119142,0.6245573935408055,0.9677172723879659,55.17746779040081
pleia,6,0,42,degrees C,0.4874238247658179,0.5818424967322425,-0.05612193398607035,-0.0745937216109821,1.021249389648446,1.1183006286621127,3.382436181019602,4.67779739801897,33.27267514047029
pleia_energy,1,0,42,kWh per 10 minutes,-2.4673703316185902e-05,0.001434688739723633,0.0019174487839338505,0.003027550711474425,0.01828378438949585,0.049646973609924316,0.0010459245285867613,0.011031733263945576,70.96595900788517
rico,5,2,42,degrees C,1.9795653190911227,2.290807672891424,-0.40117349286700416,-0.5465945697192821,1.0194717407226577,0.9436431884765568,30.459842612015933,58.95108240639291,27.38241945301268
